,AREA,YEAR_op,HORAIRE,max_PS_Dvar
0,Marseille,2020,HCE,-0.0
1,Marseille,2020,P,0.0
2,Marseille,2020,HCH,-0.0
3,Marseille,2020,HPE,-0.0
4,Marseille,2020,HPH,0.0
5,Marseille,2030,HCE,1290.8978525773507
6,Marseille,2030,P,1264.3447347561566
7,Marseille,2030,HCH,1290.8978525773507
8,Marseille,2030,HPE,1290.8978525773507
9,Marseille,2030,HPH,1290.8978525773507
10,Marseille,2040,HCE,2885.3247992853976
11,Marseille,2040,P,2848.5747992853976
12,Marseille,2040,HCH,2885.3247992853976
13,Marseille,2040,HPE,2885.3247992853976
14,Marseille,2040,HPH,2885.3247992853976
15,Marseille,2050,HCE,2874.1220941961697
16,Marseille,2050,P,2874.1220941961697
17,Marseille,2050,HCH,2874.1220941961697
18,Marseille,2050,HPE,2874.1220941961697
19,Marseille,2050,HPH,2874.1220941961697
