,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,Marseille,2020,gazNat,34330520.63839719
1,Marseille,2020,gazBio,-0.0
2,Marseille,2020,electricity,-0.0
3,Marseille,2020,hydrogen,-0.0
4,Marseille,2020,gaz,-0.0
5,Marseille,2030,gazNat,40714428.9871284
6,Marseille,2030,gazBio,-0.0
7,Marseille,2030,electricity,3130791.7347008735
8,Marseille,2030,hydrogen,6478057.733678093
9,Marseille,2030,gaz,-0.0
10,Marseille,2040,gazNat,-0.0
11,Marseille,2040,gazBio,-0.0
12,Marseille,2040,electricity,11788552.636904985
13,Marseille,2040,hydrogen,50008455.597808376
14,Marseille,2040,gaz,-0.0
15,Marseille,2050,gazNat,-0.0
16,Marseille,2050,gazBio,-0.0
17,Marseille,2050,electricity,4236165.198841782
18,Marseille,2050,hydrogen,13407657.302669872
19,Marseille,2050,gaz,-0.0
