,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,Marseille,2020,gaz,-0.0
1,Marseille,2020,electricity,-0.0
2,Marseille,2020,hydrogen,-0.0
3,Marseille,2020,gazBio,-0.0
4,Marseille,2020,gazNat,34330520.63839719
5,Marseille,2030,gaz,-0.0
6,Marseille,2030,electricity,2494035.2992106117
7,Marseille,2030,hydrogen,156546.28476680847
8,Marseille,2030,gazBio,-0.0
9,Marseille,2030,gazNat,42018777.77118777
10,Marseille,2040,gaz,-0.0
11,Marseille,2040,electricity,6681174.0138195595
12,Marseille,2040,hydrogen,-0.0
13,Marseille,2040,gazBio,-0.0
14,Marseille,2040,gazNat,10578431.737472769
15,Marseille,2050,gaz,-0.0
16,Marseille,2050,electricity,5509389.815625875
17,Marseille,2050,hydrogen,-0.0
18,Marseille,2050,gazBio,-0.0
19,Marseille,2050,gazNat,2148638.2831370546
