,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,Marseille,2020,gazNat,39684609.27076999
1,Marseille,2020,gazBio,-0.0
2,Marseille,2020,electricity,-0.0
3,Marseille,2020,gaz,-0.0
4,Marseille,2020,hydrogen,-0.0
5,Marseille,2030,gazNat,77961910.4179121
6,Marseille,2030,gazBio,-0.0
7,Marseille,2030,electricity,3.8262457267301904e-24
8,Marseille,2030,gaz,-0.0
9,Marseille,2030,hydrogen,-0.0
10,Marseille,2040,gazNat,50113516.34060644
11,Marseille,2040,gazBio,-0.0
12,Marseille,2040,electricity,2412916.6006684247
13,Marseille,2040,gaz,-0.0
14,Marseille,2040,hydrogen,426059.7988539087
15,Marseille,2050,gazNat,20504663.343514
16,Marseille,2050,gazBio,7613159.508452824
17,Marseille,2050,electricity,3040164.6771459905
18,Marseille,2050,gaz,-0.0
19,Marseille,2050,hydrogen,531437.8960048835
