,AREA,YEAR_invest,TECHNOLOGIES,capacityInvest_Dvar
0,Marseille,2010,SMR,411.0
1,Marseille,2010,WindOffShore_flot,0.0
2,Marseille,2010,WindOnShore,0.0
3,Marseille,2010,Solar,0.0
4,Marseille,2010,CCS1,0.0
5,Marseille,2010,SMR + CCS1,0.0
6,Marseille,2010,electrolysis_AEL,-0.0
7,Marseille,2010,CCS2,0.0
8,Marseille,2010,electrolysis_PEMEL,-0.0
9,Marseille,2010,curtailment,100000.0
10,Marseille,2010,SMR + CCS2,0.0
11,Marseille,2020,SMR,0.0
12,Marseille,2020,WindOffShore_flot,0.0
13,Marseille,2020,WindOnShore,-0.0
14,Marseille,2020,Solar,-0.0
15,Marseille,2020,CCS1,411.0
16,Marseille,2020,SMR + CCS1,114.36617720761512
17,Marseille,2020,electrolysis_AEL,0.0
18,Marseille,2020,CCS2,0.0
19,Marseille,2020,electrolysis_PEMEL,0.0
20,Marseille,2020,curtailment,100000.0
21,Marseille,2020,SMR + CCS2,0.0
22,Marseille,2030,SMR,87.30514955986851
23,Marseille,2030,WindOffShore_flot,0.0
24,Marseille,2030,WindOnShore,100.0
25,Marseille,2030,Solar,63.05732484076502
26,Marseille,2030,CCS1,-0.0
27,Marseille,2030,SMR + CCS1,0.0
28,Marseille,2030,electrolysis_AEL,810.00201811002
29,Marseille,2030,CCS2,0.0
30,Marseille,2030,electrolysis_PEMEL,0.0
31,Marseille,2030,curtailment,100000.0
32,Marseille,2030,SMR + CCS2,0.0
33,Marseille,2040,SMR,323.6948504401315
34,Marseille,2040,WindOffShore_flot,228.2615494071147
35,Marseille,2040,WindOnShore,50.0
36,Marseille,2040,Solar,86.94267515923498
37,Marseille,2040,CCS1,-0.0
38,Marseille,2040,SMR + CCS1,0.0
39,Marseille,2040,electrolysis_AEL,626.0956128177872
40,Marseille,2040,CCS2,0.0
41,Marseille,2040,electrolysis_PEMEL,0.0
42,Marseille,2040,curtailment,100000.0
43,Marseille,2040,SMR + CCS2,0.0
