,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,Marseille,2020,gazNat,19490552.35033348
1,Marseille,2020,gazBio,-0.0
2,Marseille,2020,electricity,-0.0
3,Marseille,2020,gaz,-0.0
4,Marseille,2020,hydrogen,-0.0
5,Marseille,2030,gazNat,23112942.647872213
6,Marseille,2030,gazBio,-0.0
7,Marseille,2030,electricity,-1.2147042756426062e-10
8,Marseille,2030,gaz,-0.0
9,Marseille,2030,hydrogen,1.3079843719875186e-12
10,Marseille,2040,gazNat,13704283.702219084
11,Marseille,2040,gazBio,-0.0
12,Marseille,2040,electricity,-0.0
13,Marseille,2040,gaz,-0.0
14,Marseille,2040,hydrogen,-0.0
15,Marseille,2050,gazNat,2721530.7762236083
16,Marseille,2050,gazBio,880127.2025125517
17,Marseille,2050,electricity,878105.1886332884
18,Marseille,2050,gaz,-0.0
19,Marseille,2050,hydrogen,1891885.7783252979
