TIMESTAMP,HTB,Calendrier
202,21.8,P
203,21.8,P
204,18.0,HPH
205,18.0,HPH
206,18.0,HPH
207,18.0,HPH
208,18.0,HPH
209,18.0,HPH
210,18.0,HPH
211,21.8,P
212,21.8,P
213,18.0,HPH
214,18.0,HPH
215,18.0,HPH
216,15.3,HCH
217,15.3,HCH
218,15.3,HCH
219,15.3,HCH
220,15.3,HCH
221,15.3,HCH
222,15.3,HCH
223,15.3,HCH
224,18.0,HPH
225,18.0,HPH
226,21.8,P
227,21.8,P
228,18.0,HPH
229,18.0,HPH
230,18.0,HPH
231,18.0,HPH
232,18.0,HPH
233,18.0,HPH
234,18.0,HPH
235,21.8,P
236,21.8,P
237,18.0,HPH
238,18.0,HPH
239,18.0,HPH
240,15.3,HCH
241,15.3,HCH
242,15.3,HCH
243,15.3,HCH
244,15.3,HCH
245,15.3,HCH
246,15.3,HCH
247,15.3,HCH
248,18.0,HPH
249,18.0,HPH
250,21.8,P
251,21.8,P
252,18.0,HPH
253,18.0,HPH
254,18.0,HPH
255,18.0,HPH
256,18.0,HPH
257,18.0,HPH
258,18.0,HPH
259,21.8,P
260,21.8,P
261,18.0,HPH
262,18.0,HPH
263,18.0,HPH
264,15.3,HCH
265,15.3,HCH
266,15.3,HCH
267,15.3,HCH
268,15.3,HCH
269,15.3,HCH
270,15.3,HCH
271,15.3,HCH
272,18.0,HPH
273,18.0,HPH
274,21.8,P
275,21.8,P
276,18.0,HPH
277,18.0,HPH
278,18.0,HPH
279,18.0,HPH
280,18.0,HPH
281,18.0,HPH
282,18.0,HPH
283,21.8,P
284,21.8,P
285,18.0,HPH
286,18.0,HPH
287,18.0,HPH
288,15.3,HCH
289,15.3,HCH
290,15.3,HCH
291,15.3,HCH
292,15.3,HCH
293,15.3,HCH
294,15.3,HCH
295,15.3,HCH
296,18.0,HPH
297,18.0,HPH
298,21.8,P
299,21.8,P
300,18.0,HPH
301,18.0,HPH
302,18.0,HPH
303,18.0,HPH
304,18.0,HPH
305,18.0,HPH
306,18.0,HPH
307,21.8,P
308,21.8,P
309,18.0,HPH
310,18.0,HPH
311,18.0,HPH
312,15.3,HCH
313,15.3,HCH
314,15.3,HCH
315,15.3,HCH
316,15.3,HCH
317,15.3,HCH
318,15.3,HCH
319,15.3,HCH
320,18.0,HPH
321,18.0,HPH
322,21.8,P
323,21.8,P
324,18.0,HPH
325,18.0,HPH
326,18.0,HPH
327,18.0,HPH
328,18.0,HPH
329,18.0,HPH
330,18.0,HPH
331,21.8,P
332,21.8,P
333,18.0,HPH
334,18.0,HPH
335,18.0,HPH
336,15.3,HCH
337,15.3,HCH
338,15.3,HCH
339,15.3,HCH
340,15.3,HCH
341,15.3,HCH
342,15.3,HCH
343,15.3,HCH
344,18.0,HPH
345,18.0,HPH
346,21.8,P
347,21.8,P
348,18.0,HPH
349,18.0,HPH
350,18.0,HPH
351,18.0,HPH
352,18.0,HPH
353,18.0,HPH
354,18.0,HPH
355,21.8,P
356,21.8,P
357,18.0,HPH
358,18.0,HPH
359,18.0,HPH
360,15.3,HCH
361,15.3,HCH
362,15.3,HCH
363,15.3,HCH
364,15.3,HCH
365,15.3,HCH
366,15.3,HCH
367,15.3,HCH
368,18.0,HPH
369,18.0,HPH
370,21.8,P
371,21.8,P
372,18.0,HPH
373,18.0,HPH
374,18.0,HPH
375,18.0,HPH
376,18.0,HPH
377,18.0,HPH
378,18.0,HPH
379,21.8,P
380,21.8,P
381,18.0,HPH
382,18.0,HPH
383,18.0,HPH
384,15.3,HCH
385,15.3,HCH
386,15.3,HCH
387,15.3,HCH
388,15.3,HCH
389,15.3,HCH
390,15.3,HCH
391,15.3,HCH
392,18.0,HPH
393,18.0,HPH
394,21.8,P
395,21.8,P
396,18.0,HPH
397,18.0,HPH
398,18.0,HPH
399,18.0,HPH
400,18.0,HPH
401,18.0,HPH
402,18.0,HPH
403,21.8,P
404,21.8,P
405,18.0,HPH
406,18.0,HPH
407,18.0,HPH
408,15.3,HCH
409,15.3,HCH
410,15.3,HCH
411,15.3,HCH
412,15.3,HCH
413,15.3,HCH
414,15.3,HCH
415,15.3,HCH
416,18.0,HPH
417,18.0,HPH
418,21.8,P
419,21.8,P
420,18.0,HPH
421,18.0,HPH
422,18.0,HPH
423,18.0,HPH
424,18.0,HPH
425,18.0,HPH
426,18.0,HPH
427,21.8,P
428,21.8,P
429,18.0,HPH
430,18.0,HPH
431,18.0,HPH
432,15.3,HCH
433,15.3,HCH
434,15.3,HCH
435,15.3,HCH
436,15.3,HCH
437,15.3,HCH
438,15.3,HCH
439,15.3,HCH
440,18.0,HPH
441,18.0,HPH
442,21.8,P
443,21.8,P
444,18.0,HPH
445,18.0,HPH
446,18.0,HPH
447,18.0,HPH
448,18.0,HPH
449,18.0,HPH
450,18.0,HPH
451,21.8,P
452,21.8,P
453,18.0,HPH
454,18.0,HPH
455,18.0,HPH
456,15.3,HCH
457,15.3,HCH
458,15.3,HCH
459,15.3,HCH
460,15.3,HCH
461,15.3,HCH
462,15.3,HCH
463,15.3,HCH
464,18.0,HPH
465,18.0,HPH
466,21.8,P
467,21.8,P
468,18.0,HPH
469,18.0,HPH
470,18.0,HPH
471,18.0,HPH
472,18.0,HPH
473,18.0,HPH
474,18.0,HPH
475,21.8,P
476,21.8,P
477,18.0,HPH
478,18.0,HPH
479,18.0,HPH
480,15.3,HCH
481,15.3,HCH
482,15.3,HCH
483,15.3,HCH
484,15.3,HCH
485,15.3,HCH
486,15.3,HCH
487,15.3,HCH
488,18.0,HPH
489,18.0,HPH
490,21.8,P
491,21.8,P
492,18.0,HPH
493,18.0,HPH
494,18.0,HPH
495,18.0,HPH
496,18.0,HPH
497,18.0,HPH
498,18.0,HPH
499,21.8,P
500,21.8,P
501,18.0,HPH
502,18.0,HPH
503,18.0,HPH
504,15.3,HCH
505,15.3,HCH
506,15.3,HCH
507,15.3,HCH
508,15.3,HCH
509,15.3,HCH
510,15.3,HCH
511,15.3,HCH
512,18.0,HPH
513,18.0,HPH
514,21.8,P
515,21.8,P
516,18.0,HPH
517,18.0,HPH
518,18.0,HPH
519,18.0,HPH
520,18.0,HPH
521,18.0,HPH
522,18.0,HPH
523,21.8,P
524,21.8,P
525,18.0,HPH
526,18.0,HPH
527,18.0,HPH
528,15.3,HCH
529,15.3,HCH
530,15.3,HCH
531,15.3,HCH
532,15.3,HCH
533,15.3,HCH
534,15.3,HCH
535,15.3,HCH
536,18.0,HPH
537,18.0,HPH
538,21.8,P
539,21.8,P
540,18.0,HPH
541,18.0,HPH
542,18.0,HPH
543,18.0,HPH
544,18.0,HPH
545,18.0,HPH
546,18.0,HPH
547,21.8,P
548,21.8,P
549,18.0,HPH
550,18.0,HPH
551,18.0,HPH
552,15.3,HCH
553,15.3,HCH
554,15.3,HCH
555,15.3,HCH
556,15.3,HCH
557,15.3,HCH
558,15.3,HCH
559,15.3,HCH
560,18.0,HPH
561,18.0,HPH
562,21.8,P
563,21.8,P
564,18.0,HPH
565,18.0,HPH
566,18.0,HPH
567,18.0,HPH
568,18.0,HPH
569,18.0,HPH
570,18.0,HPH
571,21.8,P
572,21.8,P
573,18.0,HPH
574,18.0,HPH
575,18.0,HPH
576,15.3,HCH
577,15.3,HCH
578,15.3,HCH
579,15.3,HCH
580,15.3,HCH
581,15.3,HCH
582,15.3,HCH
583,15.3,HCH
584,18.0,HPH
585,18.0,HPH
586,21.8,P
587,21.8,P
588,18.0,HPH
589,18.0,HPH
590,18.0,HPH
591,18.0,HPH
592,18.0,HPH
593,18.0,HPH
594,18.0,HPH
595,21.8,P
596,21.8,P
597,18.0,HPH
598,18.0,HPH
599,18.0,HPH
600,15.3,HCH
601,15.3,HCH
602,15.3,HCH
603,15.3,HCH
604,15.3,HCH
605,15.3,HCH
606,15.3,HCH
607,15.3,HCH
608,18.0,HPH
609,18.0,HPH
610,21.8,P
611,21.8,P
612,18.0,HPH
613,18.0,HPH
614,18.0,HPH
615,18.0,HPH
616,18.0,HPH
617,18.0,HPH
618,18.0,HPH
619,21.8,P
620,21.8,P
621,18.0,HPH
622,18.0,HPH
623,18.0,HPH
624,15.3,HCH
625,15.3,HCH
626,15.3,HCH
627,15.3,HCH
628,15.3,HCH
629,15.3,HCH
630,15.3,HCH
631,15.3,HCH
632,18.0,HPH
633,18.0,HPH
634,21.8,P
635,21.8,P
636,18.0,HPH
637,18.0,HPH
638,18.0,HPH
639,18.0,HPH
640,18.0,HPH
641,18.0,HPH
642,18.0,HPH
643,21.8,P
644,21.8,P
645,18.0,HPH
646,18.0,HPH
647,18.0,HPH
648,15.3,HCH
649,15.3,HCH
650,15.3,HCH
651,15.3,HCH
652,15.3,HCH
653,15.3,HCH
654,15.3,HCH
655,15.3,HCH
656,18.0,HPH
657,18.0,HPH
658,21.8,P
659,21.8,P
660,18.0,HPH
661,18.0,HPH
662,18.0,HPH
663,18.0,HPH
664,18.0,HPH
665,18.0,HPH
666,18.0,HPH
667,21.8,P
668,21.8,P
669,18.0,HPH
670,18.0,HPH
671,18.0,HPH
672,15.3,HCH
673,15.3,HCH
674,15.3,HCH
675,15.3,HCH
676,15.3,HCH
677,15.3,HCH
678,15.3,HCH
679,15.3,HCH
680,18.0,HPH
681,18.0,HPH
682,21.8,P
683,21.8,P
684,18.0,HPH
685,18.0,HPH
686,18.0,HPH
687,18.0,HPH
688,18.0,HPH
689,18.0,HPH
690,18.0,HPH
691,21.8,P
692,21.8,P
693,18.0,HPH
694,18.0,HPH
695,18.0,HPH
696,15.3,HCH
697,15.3,HCH
698,15.3,HCH
699,15.3,HCH
700,15.3,HCH
701,15.3,HCH
702,15.3,HCH
703,15.3,HCH
704,18.0,HPH
705,18.0,HPH
706,21.8,P
707,21.8,P
708,18.0,HPH
709,18.0,HPH
710,18.0,HPH
711,18.0,HPH
712,18.0,HPH
713,18.0,HPH
714,18.0,HPH
715,21.8,P
716,21.8,P
717,18.0,HPH
718,18.0,HPH
719,18.0,HPH
720,15.3,HCH
721,15.3,HCH
722,15.3,HCH
723,15.3,HCH
724,15.3,HCH
725,15.3,HCH
726,15.3,HCH
727,15.3,HCH
728,18.0,HPH
729,18.0,HPH
730,21.8,P
731,21.8,P
732,18.0,HPH
733,18.0,HPH
734,18.0,HPH
735,18.0,HPH
736,18.0,HPH
737,18.0,HPH
738,18.0,HPH
739,21.8,P
740,21.8,P
741,18.0,HPH
742,18.0,HPH
743,18.0,HPH
744,15.3,HCH
745,15.3,HCH
746,15.3,HCH
747,15.3,HCH
748,15.3,HCH
749,15.3,HCH
750,15.3,HCH
751,15.3,HCH
752,18.0,HPH
753,18.0,HPH
754,21.8,P
755,21.8,P
756,18.0,HPH
757,18.0,HPH
758,18.0,HPH
759,18.0,HPH
760,18.0,HPH
761,18.0,HPH
762,18.0,HPH
763,21.8,P
764,21.8,P
765,18.0,HPH
766,18.0,HPH
767,18.0,HPH
768,15.3,HCH
769,15.3,HCH
770,15.3,HCH
771,15.3,HCH
772,15.3,HCH
773,15.3,HCH
774,15.3,HCH
775,15.3,HCH
776,18.0,HPH
777,18.0,HPH
778,21.8,P
779,21.8,P
780,18.0,HPH
781,18.0,HPH
782,18.0,HPH
783,18.0,HPH
784,18.0,HPH
785,18.0,HPH
786,18.0,HPH
787,21.8,P
788,21.8,P
789,18.0,HPH
790,18.0,HPH
791,18.0,HPH
792,15.3,HCH
793,15.3,HCH
794,15.3,HCH
795,15.3,HCH
796,15.3,HCH
797,15.3,HCH
798,15.3,HCH
799,15.3,HCH
800,18.0,HPH
801,18.0,HPH
802,21.8,P
803,21.8,P
804,18.0,HPH
805,18.0,HPH
806,18.0,HPH
807,18.0,HPH
808,18.0,HPH
809,18.0,HPH
810,18.0,HPH
811,21.8,P
812,21.8,P
813,18.0,HPH
814,18.0,HPH
815,18.0,HPH
816,15.3,HCH
817,15.3,HCH
818,15.3,HCH
819,15.3,HCH
820,15.3,HCH
821,15.3,HCH
822,15.3,HCH
823,15.3,HCH
824,18.0,HPH
825,18.0,HPH
826,21.8,P
827,21.8,P
828,18.0,HPH
829,18.0,HPH
830,18.0,HPH
831,18.0,HPH
832,18.0,HPH
833,18.0,HPH
834,18.0,HPH
835,21.8,P
836,21.8,P
837,18.0,HPH
838,18.0,HPH
839,18.0,HPH
840,15.3,HCH
841,15.3,HCH
842,15.3,HCH
843,15.3,HCH
844,15.3,HCH
845,15.3,HCH
846,15.3,HCH
847,15.3,HCH
848,18.0,HPH
849,18.0,HPH
850,21.8,P
851,21.8,P
852,18.0,HPH
853,18.0,HPH
854,18.0,HPH
855,18.0,HPH
856,18.0,HPH
857,18.0,HPH
858,18.0,HPH
859,21.8,P
860,21.8,P
861,18.0,HPH
862,18.0,HPH
863,18.0,HPH
864,15.3,HCH
865,15.3,HCH
866,15.3,HCH
867,15.3,HCH
868,15.3,HCH
869,15.3,HCH
870,15.3,HCH
871,15.3,HCH
872,18.0,HPH
873,18.0,HPH
874,21.8,P
875,21.8,P
876,18.0,HPH
877,18.0,HPH
878,18.0,HPH
879,18.0,HPH
880,18.0,HPH
881,18.0,HPH
882,18.0,HPH
883,21.8,P
884,21.8,P
885,18.0,HPH
886,18.0,HPH
887,18.0,HPH
888,15.3,HCH
889,15.3,HCH
890,15.3,HCH
891,15.3,HCH
892,15.3,HCH
893,15.3,HCH
894,15.3,HCH
895,15.3,HCH
896,18.0,HPH
897,18.0,HPH
898,21.8,P
899,21.8,P
900,18.0,HPH
901,18.0,HPH
902,18.0,HPH
903,18.0,HPH
904,18.0,HPH
905,18.0,HPH
906,18.0,HPH
907,21.8,P
908,21.8,P
909,18.0,HPH
910,18.0,HPH
911,18.0,HPH
912,15.3,HCH
913,15.3,HCH
914,15.3,HCH
915,15.3,HCH
916,15.3,HCH
917,15.3,HCH
918,15.3,HCH
919,15.3,HCH
920,18.0,HPH
921,18.0,HPH
922,21.8,P
923,21.8,P
924,18.0,HPH
925,18.0,HPH
926,18.0,HPH
927,18.0,HPH
928,18.0,HPH
929,18.0,HPH
930,18.0,HPH
931,21.8,P
932,21.8,P
933,18.0,HPH
934,18.0,HPH
935,18.0,HPH
936,15.3,HCH
937,15.3,HCH
938,15.3,HCH
939,15.3,HCH
940,15.3,HCH
941,15.3,HCH
942,15.3,HCH
943,15.3,HCH
944,18.0,HPH
945,18.0,HPH
946,21.8,P
947,21.8,P
948,18.0,HPH
949,18.0,HPH
950,18.0,HPH
951,18.0,HPH
952,18.0,HPH
953,18.0,HPH
954,18.0,HPH
955,21.8,P
956,21.8,P
957,18.0,HPH
958,18.0,HPH
959,18.0,HPH
960,15.3,HCH
961,15.3,HCH
962,15.3,HCH
963,15.3,HCH
964,15.3,HCH
965,15.3,HCH
966,15.3,HCH
967,15.3,HCH
968,18.0,HPH
969,18.0,HPH
970,21.8,P
971,21.8,P
972,18.0,HPH
973,18.0,HPH
974,18.0,HPH
975,18.0,HPH
976,18.0,HPH
977,18.0,HPH
978,18.0,HPH
979,21.8,P
980,21.8,P
981,18.0,HPH
982,18.0,HPH
983,18.0,HPH
984,15.3,HCH
985,15.3,HCH
986,15.3,HCH
987,15.3,HCH
988,15.3,HCH
989,15.3,HCH
990,15.3,HCH
991,15.3,HCH
992,18.0,HPH
993,18.0,HPH
994,21.8,P
995,21.8,P
996,18.0,HPH
997,18.0,HPH
998,18.0,HPH
999,18.0,HPH
1000,18.0,HPH
1001,18.0,HPH
1002,18.0,HPH
1003,21.8,P
1004,21.8,P
1005,18.0,HPH
1006,18.0,HPH
1007,18.0,HPH
1008,15.3,HCH
1009,15.3,HCH
1010,15.3,HCH
1011,15.3,HCH
1012,15.3,HCH
1013,15.3,HCH
1014,15.3,HCH
1015,15.3,HCH
1016,18.0,HPH
1017,18.0,HPH
1018,21.8,P
1019,21.8,P
1020,18.0,HPH
1021,18.0,HPH
1022,18.0,HPH
1023,18.0,HPH
1024,18.0,HPH
1025,18.0,HPH
1026,18.0,HPH
1027,21.8,P
1028,21.8,P
1029,18.0,HPH
1030,18.0,HPH
1031,18.0,HPH
1032,15.3,HCH
1033,15.3,HCH
1034,15.3,HCH
1035,15.3,HCH
1036,15.3,HCH
1037,15.3,HCH
1038,15.3,HCH
1039,15.3,HCH
1040,18.0,HPH
1041,18.0,HPH
1042,21.8,P
1043,21.8,P
1044,18.0,HPH
1045,18.0,HPH
1046,18.0,HPH
1047,18.0,HPH
1048,18.0,HPH
1049,18.0,HPH
1050,18.0,HPH
1051,21.8,P
1052,21.8,P
1053,18.0,HPH
1054,18.0,HPH
1055,18.0,HPH
1056,15.3,HCH
1057,15.3,HCH
1058,15.3,HCH
1059,15.3,HCH
1060,15.3,HCH
1061,15.3,HCH
1062,15.3,HCH
1063,15.3,HCH
1064,18.0,HPH
1065,18.0,HPH
1066,21.8,P
1067,21.8,P
1068,18.0,HPH
1069,18.0,HPH
1070,18.0,HPH
1071,18.0,HPH
1072,18.0,HPH
1073,18.0,HPH
1074,18.0,HPH
1075,21.8,P
1076,21.8,P
1077,18.0,HPH
1078,18.0,HPH
1079,18.0,HPH
1080,15.3,HCH
1081,15.3,HCH
1082,15.3,HCH
1083,15.3,HCH
1084,15.3,HCH
1085,15.3,HCH
1086,15.3,HCH
1087,15.3,HCH
1088,18.0,HPH
1089,18.0,HPH
1090,21.8,P
1091,21.8,P
1092,18.0,HPH
1093,18.0,HPH
1094,18.0,HPH
1095,18.0,HPH
1096,18.0,HPH
1097,18.0,HPH
1098,18.0,HPH
1099,21.8,P
1100,21.8,P
1101,18.0,HPH
1102,18.0,HPH
1103,18.0,HPH
1104,15.3,HCH
1105,15.3,HCH
1106,15.3,HCH
1107,15.3,HCH
1108,15.3,HCH
1109,15.3,HCH
1110,15.3,HCH
1111,15.3,HCH
1112,18.0,HPH
1113,18.0,HPH
1114,21.8,P
1115,21.8,P
1116,18.0,HPH
1117,18.0,HPH
1118,18.0,HPH
1119,18.0,HPH
1120,18.0,HPH
1121,18.0,HPH
1122,18.0,HPH
1123,21.8,P
1124,21.8,P
1125,18.0,HPH
1126,18.0,HPH
1127,18.0,HPH
1128,15.3,HCH
1129,15.3,HCH
1130,15.3,HCH
1131,15.3,HCH
1132,15.3,HCH
1133,15.3,HCH
1134,15.3,HCH
1135,15.3,HCH
1136,18.0,HPH
1137,18.0,HPH
1138,21.8,P
1139,21.8,P
1140,18.0,HPH
1141,18.0,HPH
1142,18.0,HPH
1143,18.0,HPH
1144,18.0,HPH
1145,18.0,HPH
1146,18.0,HPH
1147,21.8,P
1148,21.8,P
1149,18.0,HPH
1150,18.0,HPH
1151,18.0,HPH
1152,15.3,HCH
1153,15.3,HCH
1154,15.3,HCH
1155,15.3,HCH
1156,15.3,HCH
1157,15.3,HCH
1158,15.3,HCH
1159,15.3,HCH
1160,18.0,HPH
1161,18.0,HPH
1162,21.8,P
1163,21.8,P
1164,18.0,HPH
1165,18.0,HPH
1166,18.0,HPH
1167,18.0,HPH
1168,18.0,HPH
1169,18.0,HPH
1170,18.0,HPH
1171,21.8,P
1172,21.8,P
1173,18.0,HPH
1174,18.0,HPH
1175,18.0,HPH
1176,15.3,HCH
1177,15.3,HCH
1178,15.3,HCH
1179,15.3,HCH
1180,15.3,HCH
1181,15.3,HCH
1182,15.3,HCH
1183,15.3,HCH
1184,18.0,HPH
1185,18.0,HPH
1186,21.8,P
1187,21.8,P
1188,18.0,HPH
1189,18.0,HPH
1190,18.0,HPH
1191,18.0,HPH
1192,18.0,HPH
1193,18.0,HPH
1194,18.0,HPH
1195,21.8,P
1196,21.8,P
1197,18.0,HPH
1198,18.0,HPH
1199,18.0,HPH
1200,15.3,HCH
1201,15.3,HCH
1202,15.3,HCH
1203,15.3,HCH
1204,15.3,HCH
1205,15.3,HCH
1206,15.3,HCH
1207,15.3,HCH
1208,18.0,HPH
1209,18.0,HPH
1210,21.8,P
1211,21.8,P
1212,18.0,HPH
1213,18.0,HPH
1214,18.0,HPH
1215,18.0,HPH
1216,18.0,HPH
1217,18.0,HPH
1218,18.0,HPH
1219,21.8,P
1220,21.8,P
1221,18.0,HPH
1222,18.0,HPH
1223,18.0,HPH
1224,15.3,HCH
1225,15.3,HCH
1226,15.3,HCH
1227,15.3,HCH
1228,15.3,HCH
1229,15.3,HCH
1230,15.3,HCH
1231,15.3,HCH
1232,18.0,HPH
1233,18.0,HPH
1234,21.8,P
1235,21.8,P
1236,18.0,HPH
1237,18.0,HPH
1238,18.0,HPH
1239,18.0,HPH
1240,18.0,HPH
1241,18.0,HPH
1242,18.0,HPH
1243,21.8,P
1244,21.8,P
1245,18.0,HPH
1246,18.0,HPH
1247,18.0,HPH
1248,15.3,HCH
1249,15.3,HCH
1250,15.3,HCH
1251,15.3,HCH
1252,15.3,HCH
1253,15.3,HCH
1254,15.3,HCH
1255,15.3,HCH
1256,18.0,HPH
1257,18.0,HPH
1258,21.8,P
1259,21.8,P
1260,18.0,HPH
1261,18.0,HPH
1262,18.0,HPH
1263,18.0,HPH
1264,18.0,HPH
1265,18.0,HPH
1266,18.0,HPH
1267,21.8,P
1268,21.8,P
1269,18.0,HPH
1270,18.0,HPH
1271,18.0,HPH
1272,15.3,HCH
1273,15.3,HCH
1274,15.3,HCH
1275,15.3,HCH
1276,15.3,HCH
1277,15.3,HCH
1278,15.3,HCH
1279,15.3,HCH
1280,18.0,HPH
1281,18.0,HPH
1282,21.8,P
1283,21.8,P
1284,18.0,HPH
1285,18.0,HPH
1286,18.0,HPH
1287,18.0,HPH
1288,18.0,HPH
1289,18.0,HPH
1290,18.0,HPH
1291,21.8,P
1292,21.8,P
1293,18.0,HPH
1294,18.0,HPH
1295,18.0,HPH
1296,15.3,HCH
1297,15.3,HCH
1298,15.3,HCH
1299,15.3,HCH
1300,15.3,HCH
1301,15.3,HCH
1302,15.3,HCH
1303,15.3,HCH
1304,18.0,HPH
1305,18.0,HPH
1306,21.8,P
1307,21.8,P
1308,18.0,HPH
1309,18.0,HPH
1310,18.0,HPH
1311,18.0,HPH
1312,18.0,HPH
1313,18.0,HPH
1314,18.0,HPH
1315,21.8,P
1316,21.8,P
1317,18.0,HPH
1318,18.0,HPH
1319,18.0,HPH
1320,15.3,HCH
1321,15.3,HCH
1322,15.3,HCH
1323,15.3,HCH
1324,15.3,HCH
1325,15.3,HCH
1326,15.3,HCH
1327,15.3,HCH
1328,18.0,HPH
1329,18.0,HPH
1330,21.8,P
1331,21.8,P
1332,18.0,HPH
1333,18.0,HPH
1334,18.0,HPH
1335,18.0,HPH
1336,18.0,HPH
1337,18.0,HPH
1338,18.0,HPH
1339,21.8,P
1340,21.8,P
1341,18.0,HPH
1342,18.0,HPH
1343,18.0,HPH
1344,15.3,HCH
1345,15.3,HCH
1346,15.3,HCH
1347,15.3,HCH
1348,15.3,HCH
1349,15.3,HCH
1350,15.3,HCH
1351,15.3,HCH
1352,18.0,HPH
1353,18.0,HPH
1354,21.8,P
1355,21.8,P
1356,18.0,HPH
1357,18.0,HPH
1358,18.0,HPH
1359,18.0,HPH
1360,18.0,HPH
1361,18.0,HPH
1362,18.0,HPH
1363,21.8,P
1364,21.8,P
1365,18.0,HPH
1366,18.0,HPH
1367,18.0,HPH
1368,15.3,HCH
1369,15.3,HCH
1370,15.3,HCH
1371,15.3,HCH
1372,15.3,HCH
1373,15.3,HCH
1374,15.3,HCH
1375,15.3,HCH
1376,18.0,HPH
1377,18.0,HPH
1378,21.8,P
1379,21.8,P
1380,18.0,HPH
1381,18.0,HPH
1382,18.0,HPH
1383,18.0,HPH
1384,18.0,HPH
1385,18.0,HPH
1386,18.0,HPH
1387,21.8,P
1388,21.8,P
1389,18.0,HPH
1390,18.0,HPH
1391,18.0,HPH
1392,15.3,HCH
1393,15.3,HCH
1394,15.3,HCH
1395,15.3,HCH
1396,15.3,HCH
1397,15.3,HCH
1398,15.3,HCH
1399,15.3,HCH
1400,18.0,HPH
1401,18.0,HPH
1402,21.8,P
