,AREA,YEAR_invest,TECHNOLOGIES,TECHNOLOGIES,transInvest_Dvar
274,Marseille,2040,WindOnShore,WindOffShore_flot,0.0
275,Marseille,2040,WindOnShore,SMR + CCS2,0.0
276,Marseille,2040,WindOnShore,CCS1,0.0
277,Marseille,2040,WindOnShore,SMR,0.0
278,Marseille,2040,WindOnShore,Solar,0.0
279,Marseille,2040,WindOffShore_flot,curtailment,0.0
280,Marseille,2040,WindOffShore_flot,CCS2,0.0
281,Marseille,2040,WindOffShore_flot,SMR + CCS1,0.0
282,Marseille,2040,WindOffShore_flot,WindOnShore,0.0
283,Marseille,2040,WindOffShore_flot,WindOffShore_flot,0.0
284,Marseille,2040,WindOffShore_flot,SMR + CCS2,0.0
285,Marseille,2040,WindOffShore_flot,CCS1,0.0
286,Marseille,2040,WindOffShore_flot,SMR,0.0
287,Marseille,2040,WindOffShore_flot,Solar,0.0
288,Marseille,2040,SMR + CCS2,curtailment,0.0
289,Marseille,2040,SMR + CCS2,CCS2,0.0
290,Marseille,2040,SMR + CCS2,SMR + CCS1,0.0
291,Marseille,2040,SMR + CCS2,WindOnShore,0.0
292,Marseille,2040,SMR + CCS2,WindOffShore_flot,0.0
293,Marseille,2040,SMR + CCS2,SMR + CCS2,0.0
294,Marseille,2040,SMR + CCS2,CCS1,0.0
295,Marseille,2040,SMR + CCS2,SMR,0.0
296,Marseille,2040,SMR + CCS2,Solar,0.0
297,Marseille,2040,CCS1,curtailment,0.0
298,Marseille,2040,CCS1,CCS2,0.0
299,Marseille,2040,CCS1,SMR + CCS1,0.0
300,Marseille,2040,CCS1,WindOnShore,0.0
301,Marseille,2040,CCS1,WindOffShore_flot,0.0
302,Marseille,2040,CCS1,SMR + CCS2,0.0
303,Marseille,2040,CCS1,CCS1,0.0
304,Marseille,2040,CCS1,SMR,0.0
305,Marseille,2040,CCS1,Solar,0.0
306,Marseille,2040,SMR,curtailment,0.0
307,Marseille,2040,SMR,CCS2,0.0
308,Marseille,2040,SMR,SMR + CCS1,0.0
309,Marseille,2040,SMR,WindOnShore,0.0
310,Marseille,2040,SMR,WindOffShore_flot,0.0
311,Marseille,2040,SMR,SMR + CCS2,0.0
312,Marseille,2040,SMR,CCS1,0.0
313,Marseille,2040,SMR,SMR,0.0
314,Marseille,2040,SMR,Solar,0.0
315,Marseille,2040,Solar,curtailment,0.0
316,Marseille,2040,Solar,CCS2,0.0
317,Marseille,2040,Solar,SMR + CCS1,0.0
318,Marseille,2040,Solar,WindOnShore,0.0
319,Marseille,2040,Solar,WindOffShore_flot,0.0
320,Marseille,2040,Solar,SMR + CCS2,0.0
321,Marseille,2040,Solar,CCS1,0.0
322,Marseille,2040,Solar,SMR,0.0
323,Marseille,2040,Solar,Solar,0.0
