,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,Marseille,2020,gaz,-0.0
1,Marseille,2020,hydrogen,-0.0
2,Marseille,2020,electricity,-0.0
3,Marseille,2020,gazBio,-0.0
4,Marseille,2020,gazNat,34330520.63839719
5,Marseille,2030,gaz,-0.0
6,Marseille,2030,hydrogen,-0.0
7,Marseille,2030,electricity,-0.0
8,Marseille,2030,gazBio,-0.0
9,Marseille,2030,gazNat,61232163.97746022
10,Marseille,2040,gaz,-0.0
11,Marseille,2040,hydrogen,367912.56185145985
12,Marseille,2040,electricity,1443753.6322507907
13,Marseille,2040,gazBio,-0.0
14,Marseille,2040,gazNat,39470787.982720554
15,Marseille,2050,gaz,-0.0
16,Marseille,2050,hydrogen,2309997.782624739
17,Marseille,2050,electricity,2285552.4142244495
18,Marseille,2050,gazBio,-0.0
19,Marseille,2050,gazNat,18510912.67568422
