,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,Marseille,2020,gazNat,34330520.63839719
1,Marseille,2020,gazBio,-0.0
2,Marseille,2020,electricity,-0.0
3,Marseille,2020,hydrogen,-0.0
4,Marseille,2020,gaz,-0.0
5,Marseille,2030,gazNat,40187544.52368895
6,Marseille,2030,gazBio,-0.0
7,Marseille,2030,electricity,3141700.4898155415
8,Marseille,2030,hydrogen,5714319.723346848
9,Marseille,2030,gaz,-0.0
10,Marseille,2040,gazNat,7049283.275815293
11,Marseille,2040,gazBio,-0.0
12,Marseille,2040,electricity,2860838.0072501665
13,Marseille,2040,hydrogen,21380380.68148314
14,Marseille,2040,gaz,-0.0
15,Marseille,2050,gazNat,224113.89064475187
16,Marseille,2050,gazBio,-0.0
17,Marseille,2050,electricity,1427553.322008867
18,Marseille,2050,hydrogen,20148065.629485987
19,Marseille,2050,gaz,-0.0
