,AREA,YEAR_op,STOCK_TECHNO,Cmax_Pvar
0,Marseille,2020,Battery,0.0
1,Marseille,2020,tankH2_G,0.0
2,Marseille,2020,saltCavernH2_G,0.0
3,Marseille,2030,Battery,0.0
4,Marseille,2030,tankH2_G,2.5767632508610077e-20
5,Marseille,2030,saltCavernH2_G,0.0
6,Marseille,2040,Battery,0.0
7,Marseille,2040,tankH2_G,6381.834792810364
8,Marseille,2040,saltCavernH2_G,0.0
9,Marseille,2050,Battery,0.0
10,Marseille,2050,tankH2_G,36381.83479281036
11,Marseille,2050,saltCavernH2_G,0.0
