,AREA,YEAR_invest,TECHNOLOGIES,TECHNOLOGIES,transInvest_Dvar
581,France,2030,CCG_H2,TAC,0.0
582,France,2030,CCG_H2,NewNuke,0.0
583,France,2030,CCG_H2,CCG,0.0
584,France,2030,CCG_H2,WindOffShore,0.0
585,France,2030,CCG_H2,WindOnShore,0.0
586,France,2030,CCG_H2,electrolysis_AEL,0.0
587,France,2030,CCG_H2,IntercoOut,0.0
588,France,2030,CCG_H2,IntercoIn,0.0
589,France,2030,CCG_H2,Solar,0.0
590,France,2030,CCG_H2,Coal_p,0.0
591,France,2030,CCG_H2,TAC_H2,0.0
592,France,2030,TAC,OldNuke,0.0
593,France,2030,TAC,curtailment,0.0
594,France,2030,TAC,HydroRiver,0.0
595,France,2030,TAC,HydroReservoir,0.0
596,France,2030,TAC,CCG_H2,0.0
597,France,2030,TAC,TAC,0.0
598,France,2030,TAC,NewNuke,0.0
599,France,2030,TAC,CCG,0.0
600,France,2030,TAC,WindOffShore,0.0
601,France,2030,TAC,WindOnShore,0.0
602,France,2030,TAC,electrolysis_AEL,0.0
603,France,2030,TAC,IntercoOut,0.0
604,France,2030,TAC,IntercoIn,0.0
605,France,2030,TAC,Solar,0.0
606,France,2030,TAC,Coal_p,0.0
607,France,2030,TAC,TAC_H2,0.0
608,France,2030,NewNuke,OldNuke,0.0
609,France,2030,NewNuke,curtailment,0.0
610,France,2030,NewNuke,HydroRiver,0.0
611,France,2030,NewNuke,HydroReservoir,0.0
612,France,2030,NewNuke,CCG_H2,0.0
613,France,2030,NewNuke,TAC,0.0
614,France,2030,NewNuke,NewNuke,0.0
615,France,2030,NewNuke,CCG,0.0
616,France,2030,NewNuke,WindOffShore,0.0
617,France,2030,NewNuke,WindOnShore,0.0
618,France,2030,NewNuke,electrolysis_AEL,0.0
619,France,2030,NewNuke,IntercoOut,0.0
620,France,2030,NewNuke,IntercoIn,0.0
621,France,2030,NewNuke,Solar,0.0
622,France,2030,NewNuke,Coal_p,0.0
623,France,2030,NewNuke,TAC_H2,0.0
624,France,2030,CCG,OldNuke,0.0
625,France,2030,CCG,curtailment,0.0
626,France,2030,CCG,HydroRiver,0.0
627,France,2030,CCG,HydroReservoir,0.0
628,France,2030,CCG,CCG_H2,0.0
629,France,2030,CCG,TAC,0.0
630,France,2030,CCG,NewNuke,0.0
631,France,2030,CCG,CCG,0.0
632,France,2030,CCG,WindOffShore,0.0
633,France,2030,CCG,WindOnShore,0.0
634,France,2030,CCG,electrolysis_AEL,0.0
635,France,2030,CCG,IntercoOut,0.0
636,France,2030,CCG,IntercoIn,0.0
637,France,2030,CCG,Solar,0.0
638,France,2030,CCG,Coal_p,0.0
639,France,2030,CCG,TAC_H2,0.0
640,France,2030,WindOffShore,OldNuke,0.0
641,France,2030,WindOffShore,curtailment,0.0
642,France,2030,WindOffShore,HydroRiver,0.0
643,France,2030,WindOffShore,HydroReservoir,0.0
644,France,2030,WindOffShore,CCG_H2,0.0
645,France,2030,WindOffShore,TAC,0.0
646,France,2030,WindOffShore,NewNuke,0.0
647,France,2030,WindOffShore,CCG,0.0
648,France,2030,WindOffShore,WindOffShore,0.0
649,France,2030,WindOffShore,WindOnShore,0.0
650,France,2030,WindOffShore,electrolysis_AEL,0.0
651,France,2030,WindOffShore,IntercoOut,0.0
652,France,2030,WindOffShore,IntercoIn,0.0
653,France,2030,WindOffShore,Solar,0.0
654,France,2030,WindOffShore,Coal_p,0.0
655,France,2030,WindOffShore,TAC_H2,0.0
656,France,2030,WindOnShore,OldNuke,0.0
657,France,2030,WindOnShore,curtailment,0.0
658,France,2030,WindOnShore,HydroRiver,0.0
659,France,2030,WindOnShore,HydroReservoir,0.0
660,France,2030,WindOnShore,CCG_H2,0.0
661,France,2030,WindOnShore,TAC,0.0
662,France,2030,WindOnShore,NewNuke,0.0
663,France,2030,WindOnShore,CCG,0.0
664,France,2030,WindOnShore,WindOffShore,0.0
665,France,2030,WindOnShore,WindOnShore,0.0
666,France,2030,WindOnShore,electrolysis_AEL,0.0
667,France,2030,WindOnShore,IntercoOut,0.0
668,France,2030,WindOnShore,IntercoIn,0.0
669,France,2030,WindOnShore,Solar,0.0
670,France,2030,WindOnShore,Coal_p,0.0
671,France,2030,WindOnShore,TAC_H2,0.0
672,France,2030,electrolysis_AEL,OldNuke,0.0
673,France,2030,electrolysis_AEL,curtailment,0.0
674,France,2030,electrolysis_AEL,HydroRiver,0.0
675,France,2030,electrolysis_AEL,HydroReservoir,0.0
676,France,2030,electrolysis_AEL,CCG_H2,0.0
677,France,2030,electrolysis_AEL,TAC,0.0
678,France,2030,electrolysis_AEL,NewNuke,0.0
679,France,2030,electrolysis_AEL,CCG,0.0
680,France,2030,electrolysis_AEL,WindOffShore,0.0
681,France,2030,electrolysis_AEL,WindOnShore,0.0
682,France,2030,electrolysis_AEL,electrolysis_AEL,0.0
683,France,2030,electrolysis_AEL,IntercoOut,0.0
684,France,2030,electrolysis_AEL,IntercoIn,0.0
685,France,2030,electrolysis_AEL,Solar,0.0
686,France,2030,electrolysis_AEL,Coal_p,0.0
687,France,2030,electrolysis_AEL,TAC_H2,0.0
688,France,2030,IntercoOut,OldNuke,0.0
689,France,2030,IntercoOut,curtailment,0.0
690,France,2030,IntercoOut,HydroRiver,0.0
691,France,2030,IntercoOut,HydroReservoir,0.0
692,France,2030,IntercoOut,CCG_H2,0.0
693,France,2030,IntercoOut,TAC,0.0
694,France,2030,IntercoOut,NewNuke,0.0
695,France,2030,IntercoOut,CCG,0.0
696,France,2030,IntercoOut,WindOffShore,0.0
697,France,2030,IntercoOut,WindOnShore,0.0
698,France,2030,IntercoOut,electrolysis_AEL,0.0
699,France,2030,IntercoOut,IntercoOut,0.0
700,France,2030,IntercoOut,IntercoIn,0.0
701,France,2030,IntercoOut,Solar,0.0
702,France,2030,IntercoOut,Coal_p,0.0
703,France,2030,IntercoOut,TAC_H2,0.0
704,France,2030,IntercoIn,OldNuke,0.0
705,France,2030,IntercoIn,curtailment,0.0
706,France,2030,IntercoIn,HydroRiver,0.0
707,France,2030,IntercoIn,HydroReservoir,0.0
708,France,2030,IntercoIn,CCG_H2,0.0
709,France,2030,IntercoIn,TAC,0.0
710,France,2030,IntercoIn,NewNuke,0.0
711,France,2030,IntercoIn,CCG,0.0
712,France,2030,IntercoIn,WindOffShore,0.0
713,France,2030,IntercoIn,WindOnShore,0.0
714,France,2030,IntercoIn,electrolysis_AEL,0.0
715,France,2030,IntercoIn,IntercoOut,0.0
716,France,2030,IntercoIn,IntercoIn,0.0
717,France,2030,IntercoIn,Solar,0.0
718,France,2030,IntercoIn,Coal_p,0.0
719,France,2030,IntercoIn,TAC_H2,0.0
720,France,2030,Solar,OldNuke,0.0
721,France,2030,Solar,curtailment,0.0
722,France,2030,Solar,HydroRiver,0.0
723,France,2030,Solar,HydroReservoir,0.0
724,France,2030,Solar,CCG_H2,0.0
725,France,2030,Solar,TAC,0.0
726,France,2030,Solar,NewNuke,0.0
727,France,2030,Solar,CCG,0.0
728,France,2030,Solar,WindOffShore,0.0
729,France,2030,Solar,WindOnShore,0.0
730,France,2030,Solar,electrolysis_AEL,0.0
731,France,2030,Solar,IntercoOut,0.0
732,France,2030,Solar,IntercoIn,0.0
733,France,2030,Solar,Solar,0.0
734,France,2030,Solar,Coal_p,0.0
735,France,2030,Solar,TAC_H2,0.0
736,France,2030,Coal_p,OldNuke,0.0
737,France,2030,Coal_p,curtailment,0.0
738,France,2030,Coal_p,HydroRiver,0.0
739,France,2030,Coal_p,HydroReservoir,0.0
740,France,2030,Coal_p,CCG_H2,0.0
741,France,2030,Coal_p,TAC,0.0
742,France,2030,Coal_p,NewNuke,0.0
743,France,2030,Coal_p,CCG,0.0
744,France,2030,Coal_p,WindOffShore,0.0
745,France,2030,Coal_p,WindOnShore,0.0
746,France,2030,Coal_p,electrolysis_AEL,0.0
747,France,2030,Coal_p,IntercoOut,0.0
748,France,2030,Coal_p,IntercoIn,0.0
749,France,2030,Coal_p,Solar,0.0
750,France,2030,Coal_p,Coal_p,0.0
751,France,2030,Coal_p,TAC_H2,0.0
752,France,2030,TAC_H2,OldNuke,0.0
753,France,2030,TAC_H2,curtailment,0.0
754,France,2030,TAC_H2,HydroRiver,0.0
755,France,2030,TAC_H2,HydroReservoir,0.0
756,France,2030,TAC_H2,CCG_H2,0.0
757,France,2030,TAC_H2,TAC,0.0
758,France,2030,TAC_H2,NewNuke,0.0
759,France,2030,TAC_H2,CCG,0.0
760,France,2030,TAC_H2,WindOffShore,0.0
761,France,2030,TAC_H2,WindOnShore,0.0
762,France,2030,TAC_H2,electrolysis_AEL,0.0
763,France,2030,TAC_H2,IntercoOut,0.0
764,France,2030,TAC_H2,IntercoIn,0.0
765,France,2030,TAC_H2,Solar,0.0
766,France,2030,TAC_H2,Coal_p,0.0
767,France,2030,TAC_H2,TAC_H2,0.0
768,France,2040,OldNuke,OldNuke,0.0
769,France,2040,OldNuke,curtailment,0.0
770,France,2040,OldNuke,HydroRiver,0.0
771,France,2040,OldNuke,HydroReservoir,0.0
772,France,2040,OldNuke,CCG_H2,0.0
773,France,2040,OldNuke,TAC,0.0
774,France,2040,OldNuke,NewNuke,0.0
775,France,2040,OldNuke,CCG,0.0
776,France,2040,OldNuke,WindOffShore,0.0
777,France,2040,OldNuke,WindOnShore,0.0
778,France,2040,OldNuke,electrolysis_AEL,0.0
779,France,2040,OldNuke,IntercoOut,0.0
780,France,2040,OldNuke,IntercoIn,0.0
781,France,2040,OldNuke,Solar,0.0
782,France,2040,OldNuke,Coal_p,0.0
783,France,2040,OldNuke,TAC_H2,0.0
784,France,2040,curtailment,OldNuke,0.0
785,France,2040,curtailment,curtailment,0.0
786,France,2040,curtailment,HydroRiver,0.0
787,France,2040,curtailment,HydroReservoir,0.0
788,France,2040,curtailment,CCG_H2,0.0
789,France,2040,curtailment,TAC,0.0
790,France,2040,curtailment,NewNuke,0.0
791,France,2040,curtailment,CCG,0.0
792,France,2040,curtailment,WindOffShore,0.0
793,France,2040,curtailment,WindOnShore,0.0
794,France,2040,curtailment,electrolysis_AEL,0.0
795,France,2040,curtailment,IntercoOut,0.0
796,France,2040,curtailment,IntercoIn,0.0
797,France,2040,curtailment,Solar,0.0
798,France,2040,curtailment,Coal_p,0.0
799,France,2040,curtailment,TAC_H2,0.0
800,France,2040,HydroRiver,OldNuke,0.0
801,France,2040,HydroRiver,curtailment,0.0
802,France,2040,HydroRiver,HydroRiver,0.0
803,France,2040,HydroRiver,HydroReservoir,0.0
804,France,2040,HydroRiver,CCG_H2,0.0
805,France,2040,HydroRiver,TAC,0.0
806,France,2040,HydroRiver,NewNuke,0.0
807,France,2040,HydroRiver,CCG,0.0
808,France,2040,HydroRiver,WindOffShore,0.0
809,France,2040,HydroRiver,WindOnShore,0.0
810,France,2040,HydroRiver,electrolysis_AEL,0.0
811,France,2040,HydroRiver,IntercoOut,0.0
812,France,2040,HydroRiver,IntercoIn,0.0
813,France,2040,HydroRiver,Solar,0.0
814,France,2040,HydroRiver,Coal_p,0.0
815,France,2040,HydroRiver,TAC_H2,0.0
816,France,2040,HydroReservoir,OldNuke,0.0
817,France,2040,HydroReservoir,curtailment,0.0
818,France,2040,HydroReservoir,HydroRiver,0.0
819,France,2040,HydroReservoir,HydroReservoir,0.0
820,France,2040,HydroReservoir,CCG_H2,0.0
821,France,2040,HydroReservoir,TAC,0.0
822,France,2040,HydroReservoir,NewNuke,0.0
823,France,2040,HydroReservoir,CCG,0.0
824,France,2040,HydroReservoir,WindOffShore,0.0
825,France,2040,HydroReservoir,WindOnShore,0.0
826,France,2040,HydroReservoir,electrolysis_AEL,0.0
827,France,2040,HydroReservoir,IntercoOut,0.0
828,France,2040,HydroReservoir,IntercoIn,0.0
829,France,2040,HydroReservoir,Solar,0.0
830,France,2040,HydroReservoir,Coal_p,0.0
831,France,2040,HydroReservoir,TAC_H2,0.0
832,France,2040,CCG_H2,OldNuke,0.0
833,France,2040,CCG_H2,curtailment,0.0
834,France,2040,CCG_H2,HydroRiver,0.0
835,France,2040,CCG_H2,HydroReservoir,0.0
836,France,2040,CCG_H2,CCG_H2,0.0
837,France,2040,CCG_H2,TAC,0.0
838,France,2040,CCG_H2,NewNuke,0.0
839,France,2040,CCG_H2,CCG,0.0
840,France,2040,CCG_H2,WindOffShore,0.0
841,France,2040,CCG_H2,WindOnShore,0.0
842,France,2040,CCG_H2,electrolysis_AEL,0.0
843,France,2040,CCG_H2,IntercoOut,0.0
844,France,2040,CCG_H2,IntercoIn,0.0
845,France,2040,CCG_H2,Solar,0.0
846,France,2040,CCG_H2,Coal_p,0.0
847,France,2040,CCG_H2,TAC_H2,0.0
848,France,2040,TAC,OldNuke,0.0
849,France,2040,TAC,curtailment,0.0
850,France,2040,TAC,HydroRiver,0.0
851,France,2040,TAC,HydroReservoir,0.0
852,France,2040,TAC,CCG_H2,0.0
853,France,2040,TAC,TAC,0.0
854,France,2040,TAC,NewNuke,0.0
855,France,2040,TAC,CCG,0.0
856,France,2040,TAC,WindOffShore,0.0
857,France,2040,TAC,WindOnShore,0.0
858,France,2040,TAC,electrolysis_AEL,0.0
859,France,2040,TAC,IntercoOut,0.0
860,France,2040,TAC,IntercoIn,0.0
861,France,2040,TAC,Solar,0.0
862,France,2040,TAC,Coal_p,0.0
863,France,2040,TAC,TAC_H2,0.0
864,France,2040,NewNuke,OldNuke,0.0
865,France,2040,NewNuke,curtailment,0.0
866,France,2040,NewNuke,HydroRiver,0.0
867,France,2040,NewNuke,HydroReservoir,0.0
868,France,2040,NewNuke,CCG_H2,0.0
869,France,2040,NewNuke,TAC,0.0
870,France,2040,NewNuke,NewNuke,0.0
871,France,2040,NewNuke,CCG,0.0
872,France,2040,NewNuke,WindOffShore,0.0
873,France,2040,NewNuke,WindOnShore,0.0
874,France,2040,NewNuke,electrolysis_AEL,0.0
875,France,2040,NewNuke,IntercoOut,0.0
876,France,2040,NewNuke,IntercoIn,0.0
877,France,2040,NewNuke,Solar,0.0
878,France,2040,NewNuke,Coal_p,0.0
879,France,2040,NewNuke,TAC_H2,0.0
880,France,2040,CCG,OldNuke,0.0
881,France,2040,CCG,curtailment,0.0
882,France,2040,CCG,HydroRiver,0.0
883,France,2040,CCG,HydroReservoir,0.0
884,France,2040,CCG,CCG_H2,0.0
885,France,2040,CCG,TAC,0.0
886,France,2040,CCG,NewNuke,0.0
887,France,2040,CCG,CCG,0.0
888,France,2040,CCG,WindOffShore,0.0
889,France,2040,CCG,WindOnShore,0.0
890,France,2040,CCG,electrolysis_AEL,0.0
891,France,2040,CCG,IntercoOut,0.0
892,France,2040,CCG,IntercoIn,0.0
893,France,2040,CCG,Solar,0.0
894,France,2040,CCG,Coal_p,0.0
895,France,2040,CCG,TAC_H2,0.0
896,France,2040,WindOffShore,OldNuke,0.0
897,France,2040,WindOffShore,curtailment,0.0
898,France,2040,WindOffShore,HydroRiver,0.0
899,France,2040,WindOffShore,HydroReservoir,0.0
900,France,2040,WindOffShore,CCG_H2,0.0
901,France,2040,WindOffShore,TAC,0.0
902,France,2040,WindOffShore,NewNuke,0.0
903,France,2040,WindOffShore,CCG,0.0
904,France,2040,WindOffShore,WindOffShore,0.0
905,France,2040,WindOffShore,WindOnShore,0.0
906,France,2040,WindOffShore,electrolysis_AEL,0.0
907,France,2040,WindOffShore,IntercoOut,0.0
908,France,2040,WindOffShore,IntercoIn,0.0
909,France,2040,WindOffShore,Solar,0.0
910,France,2040,WindOffShore,Coal_p,0.0
911,France,2040,WindOffShore,TAC_H2,0.0
912,France,2040,WindOnShore,OldNuke,0.0
913,France,2040,WindOnShore,curtailment,0.0
914,France,2040,WindOnShore,HydroRiver,0.0
915,France,2040,WindOnShore,HydroReservoir,0.0
916,France,2040,WindOnShore,CCG_H2,0.0
917,France,2040,WindOnShore,TAC,0.0
918,France,2040,WindOnShore,NewNuke,0.0
919,France,2040,WindOnShore,CCG,0.0
920,France,2040,WindOnShore,WindOffShore,0.0
921,France,2040,WindOnShore,WindOnShore,0.0
922,France,2040,WindOnShore,electrolysis_AEL,0.0
923,France,2040,WindOnShore,IntercoOut,0.0
924,France,2040,WindOnShore,IntercoIn,0.0
925,France,2040,WindOnShore,Solar,0.0
926,France,2040,WindOnShore,Coal_p,0.0
927,France,2040,WindOnShore,TAC_H2,0.0
928,France,2040,electrolysis_AEL,OldNuke,0.0
929,France,2040,electrolysis_AEL,curtailment,0.0
930,France,2040,electrolysis_AEL,HydroRiver,0.0
931,France,2040,electrolysis_AEL,HydroReservoir,0.0
932,France,2040,electrolysis_AEL,CCG_H2,0.0
933,France,2040,electrolysis_AEL,TAC,0.0
934,France,2040,electrolysis_AEL,NewNuke,0.0
935,France,2040,electrolysis_AEL,CCG,0.0
936,France,2040,electrolysis_AEL,WindOffShore,0.0
937,France,2040,electrolysis_AEL,WindOnShore,0.0
938,France,2040,electrolysis_AEL,electrolysis_AEL,0.0
939,France,2040,electrolysis_AEL,IntercoOut,0.0
940,France,2040,electrolysis_AEL,IntercoIn,0.0
941,France,2040,electrolysis_AEL,Solar,0.0
942,France,2040,electrolysis_AEL,Coal_p,0.0
943,France,2040,electrolysis_AEL,TAC_H2,0.0
944,France,2040,IntercoOut,OldNuke,0.0
945,France,2040,IntercoOut,curtailment,0.0
946,France,2040,IntercoOut,HydroRiver,0.0
947,France,2040,IntercoOut,HydroReservoir,0.0
948,France,2040,IntercoOut,CCG_H2,0.0
949,France,2040,IntercoOut,TAC,0.0
950,France,2040,IntercoOut,NewNuke,0.0
951,France,2040,IntercoOut,CCG,0.0
952,France,2040,IntercoOut,WindOffShore,0.0
953,France,2040,IntercoOut,WindOnShore,0.0
954,France,2040,IntercoOut,electrolysis_AEL,0.0
955,France,2040,IntercoOut,IntercoOut,0.0
956,France,2040,IntercoOut,IntercoIn,0.0
957,France,2040,IntercoOut,Solar,0.0
958,France,2040,IntercoOut,Coal_p,0.0
959,France,2040,IntercoOut,TAC_H2,0.0
960,France,2040,IntercoIn,OldNuke,0.0
961,France,2040,IntercoIn,curtailment,0.0
962,France,2040,IntercoIn,HydroRiver,0.0
963,France,2040,IntercoIn,HydroReservoir,0.0
964,France,2040,IntercoIn,CCG_H2,0.0
965,France,2040,IntercoIn,TAC,0.0
966,France,2040,IntercoIn,NewNuke,0.0
967,France,2040,IntercoIn,CCG,0.0
968,France,2040,IntercoIn,WindOffShore,0.0
969,France,2040,IntercoIn,WindOnShore,0.0
970,France,2040,IntercoIn,electrolysis_AEL,0.0
971,France,2040,IntercoIn,IntercoOut,0.0
972,France,2040,IntercoIn,IntercoIn,0.0
973,France,2040,IntercoIn,Solar,0.0
974,France,2040,IntercoIn,Coal_p,0.0
975,France,2040,IntercoIn,TAC_H2,0.0
976,France,2040,Solar,OldNuke,0.0
977,France,2040,Solar,curtailment,0.0
978,France,2040,Solar,HydroRiver,0.0
979,France,2040,Solar,HydroReservoir,0.0
980,France,2040,Solar,CCG_H2,0.0
981,France,2040,Solar,TAC,0.0
982,France,2040,Solar,NewNuke,0.0
983,France,2040,Solar,CCG,0.0
984,France,2040,Solar,WindOffShore,0.0
985,France,2040,Solar,WindOnShore,0.0
986,France,2040,Solar,electrolysis_AEL,0.0
987,France,2040,Solar,IntercoOut,0.0
988,France,2040,Solar,IntercoIn,0.0
989,France,2040,Solar,Solar,0.0
990,France,2040,Solar,Coal_p,0.0
991,France,2040,Solar,TAC_H2,0.0
992,France,2040,Coal_p,OldNuke,0.0
993,France,2040,Coal_p,curtailment,0.0
994,France,2040,Coal_p,HydroRiver,0.0
995,France,2040,Coal_p,HydroReservoir,0.0
996,France,2040,Coal_p,CCG_H2,0.0
997,France,2040,Coal_p,TAC,0.0
998,France,2040,Coal_p,NewNuke,0.0
999,France,2040,Coal_p,CCG,0.0
1000,France,2040,Coal_p,WindOffShore,0.0
1001,France,2040,Coal_p,WindOnShore,0.0
1002,France,2040,Coal_p,electrolysis_AEL,0.0
1003,France,2040,Coal_p,IntercoOut,0.0
1004,France,2040,Coal_p,IntercoIn,0.0
1005,France,2040,Coal_p,Solar,0.0
1006,France,2040,Coal_p,Coal_p,0.0
1007,France,2040,Coal_p,TAC_H2,0.0
1008,France,2040,TAC_H2,OldNuke,0.0
1009,France,2040,TAC_H2,curtailment,0.0
1010,France,2040,TAC_H2,HydroRiver,0.0
1011,France,2040,TAC_H2,HydroReservoir,0.0
1012,France,2040,TAC_H2,CCG_H2,0.0
1013,France,2040,TAC_H2,TAC,0.0
1014,France,2040,TAC_H2,NewNuke,0.0
1015,France,2040,TAC_H2,CCG,0.0
1016,France,2040,TAC_H2,WindOffShore,0.0
1017,France,2040,TAC_H2,WindOnShore,0.0
1018,France,2040,TAC_H2,electrolysis_AEL,0.0
1019,France,2040,TAC_H2,IntercoOut,0.0
1020,France,2040,TAC_H2,IntercoIn,0.0
1021,France,2040,TAC_H2,Solar,0.0
1022,France,2040,TAC_H2,Coal_p,0.0
1023,France,2040,TAC_H2,TAC_H2,0.0
