,AREA,YEAR_op,STOCK_TECHNO,Pmax_Pvar
0,France,2020,saltCavernH2_G,0.0
1,France,2020,Battery,0.0
2,France,2030,saltCavernH2_G,1673.398664414063
3,France,2030,Battery,0.0
4,France,2040,saltCavernH2_G,4309.017118781591
5,France,2040,Battery,1000.0
6,France,2050,saltCavernH2_G,7274.554599074526
7,France,2050,Battery,8700.0
