,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,Marseille,2020,hydrogen,-0.0
1,Marseille,2020,electricity,-0.0
2,Marseille,2020,gaz,-0.0
3,Marseille,2020,gazNat,34330520.63839719
4,Marseille,2020,gazBio,-0.0
5,Marseille,2030,hydrogen,-0.0
6,Marseille,2030,electricity,-0.0
7,Marseille,2030,gaz,-0.0
8,Marseille,2030,gazNat,61232163.97746022
9,Marseille,2030,gazBio,-0.0
10,Marseille,2040,hydrogen,148310.9166331764
11,Marseille,2040,electricity,741412.9258043927
12,Marseille,2040,gaz,-0.0
13,Marseille,2040,gazNat,41371883.6395015
14,Marseille,2040,gazBio,8636555.400967285
15,Marseille,2050,hydrogen,370865.94399860833
16,Marseille,2050,electricity,2077022.2400293653
17,Marseille,2050,gaz,-0.0
18,Marseille,2050,gazNat,8884889.986679526
19,Marseille,2050,gazBio,20734308.80293778
