YEAR_op,SMR w/o CCUS,SMR + CCUS 50%,SMR + CCUS 90%,Alkaline electrolysis,PEM electrolysis,importsH2,curtailment,totalProd,carbon,total_carbon,costs,total_costs,scenario
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,ref_expensiveRE
2030,0.0,4602.207712339371,0.0,0.0,0.0,0.0,0.0,4602.207712339371,3.955095801526128,546065172.0247384,2.2855432105742177,315556337.7176866,ref_expensiveRE
2040,257.29476620218236,4881.124517306964,0.0,748.2593883902999,0.0,4.536289847145378,0.0,5891.214961746592,3.6580557055355323,646511775.1006024,2.4325530143854723,429920781.407684,ref_expensiveRE
2050,52.588897490012805,2934.477022766458,0.0,3608.958256080484,0.0,17.77582366319518,0.0,6613.800000000149,1.365726128290213,270979184.01858044,2.5720995051710585,510340551.2190219,ref_expensiveRE
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,gas_x5_expensiveRE
2030,3098.072482644256,0.0,0.0,1391.6591778980496,0.0,112.47605179636045,0.0,4602.207712338666,5.895641162696943,813988956.8443552,2.7504595038406725,379745578.23152167,gas_x5_expensiveRE
2040,1633.6966156634317,0.0,0.0,4158.411130577343,0.0,99.10721550532622,0.0,5891.214961746101,2.42296562335055,428226339.96237683,2.5990716787927015,459350698.82262367,gas_x5_expensiveRE
2050,1437.8730041373547,119.17938152052818,0.0,5056.747614342314,0.0,0.0,0.0,6613.800000000197,1.6452849308910766,326447564.2778318,2.7792934109953165,551450722.8492411,gas_x5_expensiveRE
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,BM_60_expensiveRE
2030,0.0,4602.207712339371,0.0,0.0,0.0,0.0,0.0,4602.207712339371,3.955095801526128,546065172.0247384,2.2855432105742177,315556337.7176866,BM_60_expensiveRE
2040,259.9435581900037,4915.681011277917,0.0,712.239654440669,0.0,3.3507378369885643,0.0,5891.214961745578,3.6850593030292553,651284295.0277704,2.4336285371090285,430110865.4744314,BM_60_expensiveRE
2050,125.20709705694426,3156.2678217163602,0.0,3328.865472391327,0.0,3.459608835424972,0.0,6613.800000000056,1.5720296535959628,311912691.68859196,2.5779125736064112,511493945.37954676,BM_60_expensiveRE
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,CO2_100_expensiveRE
2030,4602.207712339371,0.0,0.0,0.0,0.0,0.0,0.0,4602.207712339371,8.683729262085302,1198929773.4550817,2.4338474926212395,336032151.0359793,CO2_100_expensiveRE
2040,3201.4848348371424,0.0,0.0,2685.0785951366815,0.0,4.651531772225215,0.0,5891.214961746049,4.728543407966599,835705970.1683545,2.4424001278627934,431661125.2750726,CO2_100_expensiveRE
2050,2227.557262152405,0.0,0.0,4380.973854262994,0.0,5.268883584610345,0.0,6613.800000000009,2.5142409148124143,498860596.8715911,2.6919919541885164,534128891.59836113,CO2_100_expensiveRE
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,import_H2_expensiveRE
2030,3600.36,1001.8477123384704,0.0,0.0,0.0,0.0,0.0,4602.207712338471,7.6543601177431055,1056808655.0067998,2.333399090219813,322163618.66919583,import_H2_expensiveRE
2040,2221.196565309123,929.5523087926059,0.0,2191.9176793963825,0.0,548.5484082481646,0.0,5891.214961746276,3.9062532507017163,690377327.8471193,2.6782766166598972,473349098.27285945,import_H2_expensiveRE
2050,0.0,0.0,0.0,3404.78329443818,0.0,3209.016705561977,0.0,6613.800000000157,0.006193923558521424,1228961.1489404987,4.0660190332360315,806755100.460513,import_H2_expensiveRE
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,Re_inf_expensiveRE
2030,1801.6622513120717,2800.545461026831,0.0,0.0,0.0,0.0,0.0,4602.207712338903,5.806250929387375,801647184.210045,2.3094908524378424,318862698.3799676,Re_inf_expensiveRE
2040,1176.5550312088733,2572.5724513356954,0.0,2134.985326229974,0.0,7.102152971621362,0.0,5891.214961746165,3.468209933683577,612959107.5538008,2.4050201222295433,425054715.8213782,Re_inf_expensiveRE
2050,0.0,1505.6482364324424,0.0,5070.226034144948,0.0,37.92572942279167,0.0,6613.800000000183,0.663297217212127,131607454.0559306,2.521228626502983,500247056.69897676,Re_inf_expensiveRE
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,woSMR_2040_expensiveRE
2030,4602.207712339371,0.0,0.0,3.4818563398682523e-14,0.0,0.0,0.0,4602.207712339371,8.683729262085302,1198929773.4550817,2.3467156206619406,324002181.84232974,woSMR_2040_expensiveRE
2040,0.0,0.0,0.0,4550.65186976062,0.0,1340.563091985381,0.0,5891.214961746001,0.01755075910636884,3101858.8391231997,3.1345329491817977,553986222.2491688,woSMR_2040_expensiveRE
2050,0.0,0.0,0.0,6256.644276523697,0.0,357.1557234764095,0.0,6613.800000000107,0.006597542517647754,1309044.8010965826,3.0384534927271614,602871711.3059767,woSMR_2040_expensiveRE
