YEAR_op,SMR w/o CCUS,SMR + CCUS 50%,SMR + CCUS 90%,Alkaline electrolysis,PEM electrolysis,importsH2,curtailment,totalProd,carbon,total_carbon,costs,total_costs,scenario
2040,1746.8857380450836,738.6734611677219,0.0,2847.9715816732773,0.0,557.6841808602466,0.0,5891.21496174633,0.315413023271914,55744977.654874295,3.1828584671232623,562527102.6791266,import_H2_gas_x5
2050,0.0,0.0,0.0,3370.9324743233587,0.0,3242.867525676796,0.0,6613.800000000155,0.00602363003034666,1195172.5288412303,4.079203361674645,809371055.8033319,import_H2_gas_x5
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,Re_inf_gas_x5
2030,1801.6622513120717,2800.545461026831,0.0,0.0,0.0,0.0,0.0,4602.207712338903,3.0175845061315942,416626520.60259604,3.848848149238133,531395959.0813514,Re_inf_gas_x5
2040,934.3899093017537,1994.031115708933,0.0,2955.1161662170143,0.0,7.67777051861889,0.0,5891.214961746319,2.0199656411512647e-13,3.5700155422091484e-05,3.018418304376321,533464532.26652217,Re_inf_gas_x5
2050,0.0,1229.8821976375789,0.0,5355.3543160776035,0.0,28.56348628490657,0.0,6613.800000000089,0.0,-7.635535439476371e-07,2.715412623572791,538775880.293579,Re_inf_gas_x5
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,woSMR_2040_gas_x5
2030,4602.207712339371,0.0,0.0,3.4818563398682523e-14,0.0,0.0,0.0,4602.207712339371,5.947103386895672,821094152.1975257,3.857346284284282,532569264.5609022,woSMR_2040_gas_x5
2040,0.0,0.0,0.0,4532.112852093383,0.0,1359.1021096526133,0.0,5891.214961745996,0.01696834818795831,2998925.601630467,3.151791168266832,557036378.6037736,woSMR_2040_gas_x5
2050,0.0,0.0,0.0,6231.534506009087,0.0,382.2654939910168,0.0,6613.800000000104,0.006430155442425852,1275832.861953503,3.0560984793721238,606372723.6861501,woSMR_2040_gas_x5
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,expensiveRE_gas_x5
2030,0.0,4602.207712339371,0.0,0.0,0.0,0.0,0.0,4602.207712339371,1.132950367736542,156422187.60284522,3.8433810824347265,530641141.7712102,expensiveRE_gas_x5
2040,0.0,5891.214961746644,0.0,0.0,0.0,0.0,0.0,5891.214961746644,1.2107249010691244e-13,2.139792195521295e-05,3.6319014151682314,641889358.6988368,expensiveRE_gas_x5
2050,0.0,3144.3639014223945,0.0,3426.624120878023,0.0,42.81197769974813,0.0,6613.800000000166,0.0,-5.258189048618078e-07,3.0702760532790263,609185752.83532,expensiveRE_gas_x5
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,ref_BM_60
2030,0.0,4602.207712339371,0.0,0.0,0.0,0.0,0.0,4602.207712339371,3.955095801526128,546065172.0247384,2.2855432105742177,315556337.7176866,ref_BM_60
2040,257.62641182641806,4884.784807977001,0.0,744.8396994915881,0.0,3.9640424515912605,0.0,5891.214961746598,3.1018756029405856,548214478.8456099,2.4252991524223435,428638759.60385567,ref_BM_60
2050,54.42450986583488,2968.741631424845,0.0,3557.166182790882,0.0,33.46767591860628,0.0,6613.8000000001675,1.3425746869709265e-13,2.663856139406562e-05,2.504483789712156,496924646.6519603,ref_BM_60
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,gas_x5_BM_60
2030,3103.0721416863416,0.0,0.0,1383.9997010236668,0.0,115.1358696286545,0.0,4602.2077123386625,5.901893822130192,814852237.9683443,2.758553609616004,380863100.91223294,gas_x5_BM_60
2040,1639.4800826616668,0.0,0.0,4158.871827692328,0.0,92.86305139210846,0.0,5891.214961746104,2.061028145432055,364258795.40847445,2.6011024666125953,459709613.05028456,gas_x5_BM_60
2050,1469.138505444955,120.69025066014783,0.0,5018.472200540317,0.0,5.499043354798823,0.0,6613.800000000219,0.5318396633187297,105524434.95772593,2.740842336556071,543821491.3654542,gas_x5_BM_60
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,BM_60
2030,0.0,4602.207712339371,0.0,0.0,0.0,0.0,0.0,4602.207712339371,3.955095801526128,546065172.0247384,2.2855432105745157,315556337.7177277,BM_60
2040,261.74486755806646,4917.222298360359,0.0,708.9964176279947,-8.914904556423724e-34,3.2513781991536788,0.0,5891.214961745573,3.1280806267691266,552845861.6990625,2.426464966272217,428844801.4036306,BM_60
2050,125.13821919284321,3179.3465356591787,0.0,3297.2802832971047,0.0,12.034961850927203,0.0,6613.800000000054,0.0,-9.21945320442319e-06,2.5010509058263706,496243514.42863756,BM_60
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,CO2_100_BM_60
2030,4602.207712339371,0.0,0.0,0.0,0.0,0.0,0.0,4602.207712339371,8.683729262085302,1198929773.4550817,2.4338474926212395,336032151.0359793,CO2_100_BM_60
2040,3193.7378481402434,0.0,0.0,2694.3862631553507,0.0,3.0908504504283476,0.0,5891.214961746023,4.217322535133383,745354608.5245936,2.4389066396558117,431043698.57526106,CO2_100_BM_60
2050,2278.7314147100865,0.0,0.0,4313.307306990251,0.0,21.761278299624145,0.0,6613.799999999961,1.0308431769468922,204533718.1107395,2.634301897345835,522682376.6599735,CO2_100_BM_60
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,import_H2_BM_60
2030,3600.36,1001.8477123384704,0.0,0.0,0.0,0.0,0.0,4602.207712338471,7.6543601177431055,1056808655.0067998,2.333399090219813,322163618.66919583,import_H2_BM_60
2040,2213.2814710615835,929.6714953426105,0.0,2193.3841044099386,0.0,554.8778909321359,0.0,5891.214961746267,3.532107122126761,624252069.7309117,2.679180690647799,473508881.09898037,import_H2_BM_60
2050,0.0,0.0,0.0,3399.159600652299,0.0,3214.640399347857,0.0,6613.800000000156,0.006152997827435975,1220840.9109329102,4.077421409351916,809017491.5151701,import_H2_BM_60
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,Re_inf_BM_60
2030,1801.6622513120717,2800.545461026831,0.0,0.0,0.0,0.0,0.0,4602.207712338903,5.806250929387375,801647184.210045,2.3094908524378424,318862698.3799676,Re_inf_BM_60
2040,1182.7061059694047,2573.063041972258,0.0,2127.8042086319706,0.0,7.641605172533672,0.0,5891.214961746167,2.9683476094350323,524615215.45101386,2.401404410887249,424415687.838666,Re_inf_BM_60
2050,0.0,1530.5598808240154,0.0,5043.450729591998,0.0,39.78938958418567,0.0,6613.800000000199,0.0,-1.0889823897741735e-05,2.478250417806591,491719578.39869183,Re_inf_BM_60
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,woSMR_2040_BM_60
2030,4602.207712339371,0.0,0.0,3.4818563398682523e-14,0.0,0.0,0.0,4602.207712339371,8.683729262085302,1198929773.4550817,2.3467156206619406,324002181.84232974,woSMR_2040_BM_60
2040,0.0,0.0,0.0,4539.065613936838,0.0,1352.1493478091622,0.0,5891.214961746001,0.017100000082058673,3022193.2898784573,3.1465169564661766,556104233.1396309,woSMR_2040_BM_60
2050,0.0,0.0,0.0,6241.436623123426,0.0,372.3633768766779,0.0,6613.800000000104,0.006415296558754928,1272884.6514088202,3.0565638245778946,606465054.6898079,woSMR_2040_BM_60
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,expensiveRE_BM_60
2030,0.0,4602.207712339371,0.0,0.0,0.0,0.0,0.0,4602.207712339371,3.955095801526128,546065172.0247384,2.2855432105742177,315556337.7176866,expensiveRE_BM_60
2040,0.0,5891.214961746644,0.0,0.0,0.0,0.0,0.0,5891.214961746644,3.3645869566732167,594645150.5775259,2.442734413472075,431720205.72660303,expensiveRE_BM_60
2050,0.0,3640.9057745498144,0.0,2937.541169442286,0.0,35.35305600805539,0.0,6613.800000000156,0.0,-9.74774593487382e-07,2.4927015678649838,494586888.8863745,expensiveRE_BM_60
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,ref_CO2_100
2030,0.0,4602.207712339371,0.0,0.0,0.0,0.0,0.0,4602.207712339371,3.955095801526128,546065172.0247384,2.5355432105742843,350072895.56024104,ref_CO2_100
2040,282.5346456287467,4845.54566060724,0.0,753.6674506950595,0.0,9.467204815330465,0.0,5891.214961746377,3.671319180568243,648855914.5773026,2.6416943216086106,466883673.3546328,ref_CO2_100
2050,56.40815948242715,2885.798511555122,0.0,3630.035549909558,0.0,41.55777905301974,0.0,6613.800000000127,1.3424539536446252,266361658.75844973,2.6952651929559117,534778347.9951644,ref_CO2_100
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,gas_x5_CO2_100
2030,3103.9543164574015,0.0,0.0,1385.7773440849048,0.0,112.47605179636038,0.0,4602.207712338667,5.906337310514088,815465733.6636466,2.7554110065966175,380429213.55665404,gas_x5_CO2_100
2040,1638.195747184179,0.0,0.0,4160.15616316982,0.0,92.8630513921085,0.0,5891.214961746107,2.4292029742004897,429328707.201842,2.6016818192033297,459812005.7698046,gas_x5_CO2_100
2050,1440.0793368040104,114.6844613133377,0.0,5044.042295099221,0.0,14.99390678363418,0.0,6613.800000000203,1.6368210051794028,324768202.921676,2.802165468899695,555988859.3462812,gas_x5_CO2_100
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,BM_60_CO2_100
2030,0.0,4602.207712339371,0.0,0.0,0.0,0.0,0.0,4602.207712339371,3.955095801526128,546065172.0247384,2.5355432105742843,350072895.56024104,BM_60_CO2_100
2040,283.74788039599923,4882.342881042347,0.0,717.307203063819,0.0,7.81699724343166,0.0,5891.214961745596,3.697712925163281,653520651.2688599,2.6440859183800605,467306355.67504364,BM_60_CO2_100
2050,130.10369134744653,3102.643013762353,0.0,3360.4921679861604,0.0,20.561126904111696,0.0,6613.800000000071,1.5441885913719688,306388635.1684811,2.7067567595383495,537058435.6870478,BM_60_CO2_100
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,CO2_100
2030,4602.207712339371,0.0,0.0,5.110760707303712e-16,4.406072737668718e-16,0.0,0.0,4602.207712339371,8.683729262085302,1198929773.4550817,2.4338474926212395,336032151.0359793,CO2_100
2040,3189.188919651247,0.0,0.0,2699.4310608058045,1.0606028554e-07,2.594981182920425,0.0,5891.214961746033,4.710132032988857,832452009.1362963,2.4442545983224404,431988877.798611,CO2_100
2050,2357.9172047563193,0.0,0.0,4204.5294018643335,0.0,51.35339337932976,0.0,6613.799999999983,2.6782016087068086,531392693.9899513,2.722534957142689,540189050.9865081,CO2_100
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,import_H2_CO2_100
2030,3600.36,1001.8477123384704,0.0,0.0,0.0,0.0,0.0,4602.207712338471,7.6543601177431055,1056808655.0067998,2.3878212162384025,329677476.5117341,import_H2_CO2_100
2040,2213.407538002957,922.8635871395569,0.0,2202.1297775235153,0.0,552.8140590802448,0.0,5891.214961746275,3.8901270981950486,687527248.9194387,2.721881653731662,481055697.6769998,import_H2_CO2_100
2050,0.0,0.0,0.0,3387.1106456235934,0.0,3226.689354376562,0.0,6613.800000000156,0.006176766639984847,1225556.9761059822,4.076270861769725,808789206.7671971,import_H2_CO2_100
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,Re_inf_CO2_100
2030,1801.6622513120717,2800.545461026831,0.0,0.0,0.0,0.0,0.0,4602.207712338903,5.806250929387375,801647184.210045,2.4616213969544156,339866789.3376622,Re_inf_CO2_100
2040,1212.3507731072405,2523.4096693923507,0.0,2144.021425359813,0.0,11.433093886777186,0.0,5891.214961746181,3.4877875957014077,616419194.0156661,2.5176135797165644,444954083.66164756,Re_inf_CO2_100
2050,0.0,1465.662138581849,0.0,5111.469618379619,0.0,36.66824303869844,0.0,6613.800000000166,0.6446885909711135,127915242.08894573,2.5753345452448,510982428.4602146,Re_inf_CO2_100
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,woSMR_2040_CO2_100
2030,4602.207712339371,0.0,0.0,3.4818563398682523e-14,0.0,0.0,0.0,4602.207712339371,8.683729262085302,1198929773.4550817,2.3467156206619406,324002181.84232974,woSMR_2040_CO2_100
2040,0.0,0.0,0.0,4540.349666157837,0.0,1350.8652955881603,0.0,5891.214961745998,0.01712354130153094,3026353.8814096386,3.1429234328413465,555469126.535311,woSMR_2040_CO2_100
2050,0.0,0.0,0.0,6232.18940860649,0.0,381.61059139361424,0.0,6613.800000000105,0.0064316718833500024,1276133.7450630276,3.055984899685393,606350187.8861872,woSMR_2040_CO2_100
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,expensiveRE_CO2_100
2030,0.0,4602.207712339371,0.0,0.0,0.0,0.0,0.0,4602.207712339371,3.955095801526128,546065172.0247384,2.5355432105742843,350072895.56024104,expensiveRE_CO2_100
2040,0.0,5891.214961746644,0.0,0.0,0.0,0.0,0.0,5891.214961746644,3.954365267175497,698880474.7858666,2.701541029482206,477460767.97974014,expensiveRE_CO2_100
2050,0.0,3578.876544332884,0.0,2992.4404551519806,0.0,42.48300051529632,0.0,6613.800000000161,1.6304742379470603,323508915.4480359,2.7232256788761924,540326099.848554,expensiveRE_CO2_100
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,ref_import_H2
2030,0.0,4602.207712339371,0.0,0.0,0.0,0.0,0.0,4602.207712339371,3.955095801526128,546065172.0247384,2.285543210574219,315556337.7176867,ref_import_H2
2040,156.07693756117678,4414.504056404111,0.0,737.2975464717549,0.0,583.3364213094372,0.0,5891.21496174648,3.1955844204904267,564776242.4855148,2.406343949107607,425288684.2827254,ref_import_H2
2050,0.0,1154.888982789255,0.0,3390.5436021665614,0.0,2068.3674150441316,0.0,6613.799999999948,0.6961141759730107,138118798.11150786,2.4291702528063226,481981386.5403099,ref_import_H2
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,gas_x5_import_H2
2030,3072.48839063575,0.0,0.0,1384.6389300054614,0.0,145.08039169745877,0.0,4602.207712338671,5.8466913707335,807230643.54161,2.695427089594688,372147460.1933775,gas_x5_import_H2
2040,930.0710297525261,0.0,0.0,3836.2254666700496,0.0,1124.9184653234943,0.0,5891.21496174607,1.3846560199608067,244719187.84994608,2.4870559650463915,439553439.35943335,gas_x5_import_H2
2050,0.0,48.812254676977815,0.0,4603.514562265741,0.0,1961.4731830573671,0.0,6613.800000000087,0.036212782567700344,7185123.04038779,2.5409882447497716,504167641.5937878,gas_x5_import_H2
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,BM_60_import_H2
2030,0.0,4602.207712339371,0.0,0.0,0.0,0.0,0.0,4602.207712339371,3.955095801526128,546065172.0247384,2.2855432105742177,315556337.7176866,BM_60_import_H2
2040,155.8043946956711,4451.57238264,0.0,702.1474293605484,0.0,581.6907550497524,0.0,5891.214961745973,3.2199734066697303,569086665.2939059,2.408197416361486,425616259.5032034,BM_60_import_H2
2050,0.0,1273.2414207195611,0.0,3174.8049991871194,0.0,2165.753580093344,0.0,6613.800000000025,0.7664176775043768,152067997.064354,2.4416254044116097,484452662.99092704,BM_60_import_H2
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,CO2_100_import_H2
2030,4602.207712339371,0.0,0.0,0.0,0.0,0.0,0.0,4602.207712339371,8.683729262085302,1198929773.4550817,2.4338474926212395,336032151.0359793,CO2_100_import_H2
2040,1985.0909845839526,0.0,0.0,2577.0603131488842,0.0,1329.0636640131943,0.0,5891.214961746031,2.93531452968107,518777066.240629,2.3806421085491776,420746232.25342596,CO2_100_import_H2
2050,0.0,0.0,0.0,3838.3896971784447,0.0,2775.4103028215063,0.0,6613.799999999951,0.006976856863949153,1384306.0778035969,2.4142192524133907,479014898.748347,CO2_100_import_H2
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,import_H2
