YEAR_op,SMR w/o CCUS,SMR + CCUS 50%,SMR + CCUS 90%,Alkaline electrolysis,PEM electrolysis,importsH2,curtailment,totalProd,carbon,total_carbon,costs,total_costs,scenario
2040,811.9092225731534,3966.5598634366015,0.0,1112.7458757365644,0.0,0.0,0.0,5891.21496174632,3.8631833580540293,682765307.9681187,2.3932406242440902,422972849.17817664,expensiveRECavern_Cavern
2050,0.0,2118.080495360047,0.0,4495.719504639835,0.0,0.0,0.0,6613.799999999881,0.9940951199609029,197242389.13191906,2.417165711938924,479599517.56864107,expensiveRECavern_Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,gas_x5Cavern_Cavern
2030,3239.116271768412,0.0,0.0,1360.7729584953731,0.0,2.318482074948523,0.0,4602.2077123387335,6.161701921638518,850722963.1469156,2.6905208543748516,371470074.78636426,gas_x5Cavern_Cavern
2040,1091.786121143899,0.0,0.0,4799.428840602353,0.0,0.0,0.0,5891.214961746253,1.6273095994762432,287604919.79483235,2.500442349579005,441919301.4247136,gas_x5Cavern_Cavern
2050,335.70283629672645,0.0,0.0,6278.097163703049,0.0,0.0,0.0,6613.7999999997755,0.45095811369404964,89476403.17048813,2.4009227408549187,476376684.7039717,gas_x5Cavern_Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,CO2_100Cavern_Cavern
2030,4602.207712339371,0.0,7.270731469635038e-18,0.0,0.0,0.0,0.0,4602.207712339371,8.683729262085302,1198929773.4550817,2.3467156206619406,324002181.84232974,CO2_100Cavern_Cavern
2040,3384.2747547909375,0.0,0.0,2506.940206955395,0.0,0.0,0.0,5891.214961746333,4.997045417174407,883160061.7855145,2.394932801412583,423271918.56176597,CO2_100Cavern_Cavern
2050,609.392890840741,0.0,0.0,6004.407109159539,0.0,0.0,0.0,6613.800000000279,0.7923443612628036,157212214.09560454,2.3467415179443356,465626371.5414271,CO2_100Cavern_Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,import_H2Cavern_Cavern
2030,3600.36,1001.8477123384704,0.0,0.0,0.0,0.0,0.0,4602.207712338471,7.6543601177431055,1056808655.0067998,2.333399090219813,322163618.66919583,import_H2Cavern_Cavern
2040,2211.047351550783,929.5523087926059,0.0,2197.801242322636,0.0,552.8140590802448,0.0,5891.214961746269,3.8911198594280267,687702706.0143129,2.6825723986637957,474108319.52927196,import_H2Cavern_Cavern
2050,0.0,0.0,0.0,3387.1106456235934,0.0,3226.689354376562,0.0,6613.800000000156,0.0061767666399848474,1225556.9761059824,4.076270861769725,808789206.7671971,import_H2Cavern_Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,Re_infCavern_Cavern
2030,3600.36,1001.8477123384704,0.0,0.0,0.0,0.0,0.0,4602.207712338471,7.6543601177431055,1056808655.0067998,2.333399090219813,322163618.66919583,Re_infCavern_Cavern
2040,2190.985591023288,934.0167965665054,0.0,2766.2047641644995,0.0,0.007809991453925068,0.0,5891.214961745747,3.866326535779549,683320822.0373725,2.3587109967134867,416870205.42818147,Re_infCavern_Cavern
2050,0.0,411.17254065983434,0.0,6202.62745933999,0.0,0.0,0.0,6613.799999999825,0.25001478324602666,49606433.202975824,2.323771813146292,461068860.53359616,Re_infCavern_Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,Re_infCavern
2030,3600.36,1001.8477123384704,0.0,0.0,0.0,0.0,0.0,4602.207712338471,7.6543601177431055,1056808655.0067998,2.333399090219813,322163618.66919583,Re_infCavern
2040,2190.7260928837654,934.1238044839808,0.0,2766.3650643779997,-9.4474359906708e-34,0.0,0.0,5891.214961745745,3.8660172892965186,683266166.9121413,2.3586920769534854,416866861.61698556,Re_infCavern
2050,0.0,402.6406309493052,0.0,6211.159369050478,0.0,0.0,0.0,6613.799999999783,0.1578126465340452,31312238.44940502,2.3332277417165797,462945049.14493823,Re_infCavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,woSMR_2040Cavern_Cavern
2030,4602.207712339371,0.0,0.0,8.030090859547521e-16,0.0,0.0,0.0,4602.207712339371,8.683729262085302,1198929773.4550817,2.365674266055927,326619730.56376106,woSMR_2040Cavern_Cavern
2040,0.0,0.0,0.0,5440.130238549923,0.0,451.08472319599076,0.0,5891.214961745914,0.018688454939604415,3302931.160563356,2.6385816416859713,466333549.3586547,woSMR_2040Cavern_Cavern
2050,0.0,0.0,0.0,6503.4756940442385,0.0,110.3243059559456,0.0,6613.800000000184,0.010573956864464185,2098021.077305855,2.517599809816247,499527048.6648948,woSMR_2040Cavern_Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,Cavern_BM_60Cavern
2030,1386.339411520782,3215.868300818461,0.0,0.0,0.0,0.0,0.0,4602.207712339243,5.379518891216726,742729899.8949682,2.303970393418155,318100509.40770936,Cavern_BM_60Cavern
2040,635.4787374865086,2961.8250501114912,0.0,2293.9111741484403,0.0,2.3730685526303415e-14,0.0,5891.21496174644,2.490709535409159,440199158.4110089,2.3231072624038065,410577727.86045355,Cavern_BM_60Cavern
2050,0.0,1251.1383459298634,0.0,5362.661654070192,0.0,0.0,0.0,6613.800000000055,8.791992973006679e-15,1.7444544937461615e-06,2.3816632578710553,472555333.6472314,Cavern_BM_60Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,BM_60Cavern
2030,1140.1260596065217,3462.0816527325896,0.0,-1.9948574139200004e-30,-1.0572663237896818e-29,2.7441357623062314e-18,0.0,4602.207712339112,5.126541892553206,707802319.0661374,2.30537572546962,318294538.30786985,BM_60Cavern
2040,475.6667990923996,3178.5161143610767,0.0,2237.0320482927914,-2.4519698176504388e-28,0.0,0.0,5891.214961746267,2.3984385964934103,423891520.33475095,2.325256939379445,410957654.1352955,BM_60Cavern
2050,0.0,1596.980051685929,0.0,5016.8199483141,0.0,0.0,0.0,6613.800000000028,0.0,-2.3245374904945493e-06,2.40321226663871,476830958.672855,BM_60Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,expensiveRECavern_BM_60Cavern
2030,610.1876940556148,3992.020018283387,0.0,0.0,0.0,4.979483492206783e-13,0.0,4602.207712339003,4.582045762867162,632625790.444725,2.2936538075277375,316676137.27319616,expensiveRECavern_BM_60Cavern
2040,812.6577881251724,3966.5598634366015,0.0,1111.9973101845467,0.0,0.0,0.0,5891.21496174632,3.3698984677937567,595583888.1909773,2.3866083936872746,421800692.30159473,expensiveRECavern_BM_60Cavern
2050,0.0,2148.0315239791303,0.0,4465.768476020775,0.0,0.0,0.0,6613.799999999905,0.0,-2.4387569283135235e-05,2.3602493013623196,468306504.8804966,expensiveRECavern_BM_60Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,gas_x5Cavern_BM_60Cavern
2030,3243.6646748225276,0.0,0.0,1356.1521361154535,0.0,2.3909014007530622,0.0,4602.207712338734,6.167357230004652,851503770.2602639,2.6906774047828543,371491689.1112167,gas_x5Cavern_BM_60Cavern
2040,1107.5680423633223,0.0,0.0,4783.646919382969,0.0,0.0,0.0,5891.214961746291,1.4055932358863363,248419557.04148906,2.5028817496756663,442350432.3351307,gas_x5Cavern_BM_60Cavern
2050,486.88252259696515,0.0,0.0,6126.917477402848,0.0,0.0,0.0,6613.799999999813,0.14023417743077973,27824424.08074994,2.3879010537943897,473792999.6875466,gas_x5Cavern_BM_60Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,CO2_100Cavern_BM_60Cavern
2030,4602.207712339371,0.0,7.270731469635038e-18,0.0,0.0,0.0,0.0,4602.207712339371,8.683729262085302,1198929773.4550817,2.3467156206619406,324002181.84232974,CO2_100Cavern_BM_60Cavern
2040,3371.1331373221296,0.0,0.0,2520.0818244242064,0.0,0.0,0.0,5891.2149617463365,4.55699438494825,805387005.0360352,2.3908232094876483,422545603.87872094,CO2_100Cavern_BM_60Cavern
2050,716.3926853969334,0.0,0.0,5897.4073146033015,0.0,0.0,0.0,6613.800000000235,0.2127874701621707,42220013.104758434,2.31990092829917,460300822.78756785,CO2_100Cavern_BM_60Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,import_H2Cavern_BM_60Cavern
2030,3600.36,1001.8477123384704,0.0,0.0,0.0,0.0,0.0,4602.207712338471,7.6543601177431055,1056808655.0067998,2.333399090219813,322163618.66919583,import_H2Cavern_BM_60Cavern
2040,2213.2814710615835,929.6714953426109,0.0,2193.3841044099386,0.0,554.8778909321359,0.0,5891.214961746269,3.53210712212676,624252069.7309117,2.6791806906477995,473508881.09898055,import_H2Cavern_BM_60Cavern
2050,0.0,0.0,0.0,3399.159600652299,0.0,3214.640399347857,0.0,6613.800000000156,0.006152997827435975,1220840.9109329102,4.077421409351916,809017491.5151701,import_H2Cavern_BM_60Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,Re_infCavern_BM_60Cavern
2030,3600.36,1001.8477123384704,0.0,0.0,0.0,0.0,0.0,4602.207712338471,7.6543601177431055,1056808655.0067998,2.333399090219813,322163618.66919583,Re_infCavern_BM_60Cavern
2040,2192.6438882913144,934.0228895975896,0.0,2764.541779949493,0.0,0.006403907357574022,0.0,5891.214961745755,3.4384717432832526,607703285.3871092,2.354132002805001,416060930.30547965,Re_infCavern_BM_60Cavern
2050,0.0,451.8463200182458,0.0,6161.953679981575,0.0,0.0,0.0,6613.799999999821,3.9534650245171197e-14,7.844228093745187e-06,2.3119571765540132,458724671.2287756,Re_infCavern_BM_60Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,woSMR_2040Cavern_BM_60Cavern
2030,4602.207712339371,0.0,0.0,8.030090859547521e-16,0.0,0.0,0.0,4602.207712339371,8.683729262085302,1198929773.4550817,2.365674266055927,326619730.56376106,woSMR_2040Cavern_BM_60Cavern
2040,0.0,0.0,0.0,5437.746243065965,0.0,453.4687186799461,0.0,5891.214961745912,0.01860247727940033,3287735.774218248,2.643000957666307,467114603.5713756,woSMR_2040Cavern_BM_60Cavern
2050,0.0,0.0,0.0,6523.48783509431,0.0,90.3121649058759,0.0,6613.800000000186,0.010526618518676199,2088628.4867646776,2.5161540581830257,499240191.3003409,woSMR_2040Cavern_BM_60Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,Cavern_expensiveRECavern
2030,1386.339411520782,3215.868300818461,0.0,0.0,0.0,4.979483492206783e-13,0.0,4602.207712339244,5.379518891216725,742729899.8949682,2.303970393418155,318100509.4077094,Cavern_expensiveRECavern
2040,630.1795137593195,2960.003571801486,0.0,2301.0318761856324,0.0,2.3642701162641422e-14,0.0,5891.214961746438,2.924253050862581,516822099.7552291,2.325759716392587,411046513.15917486,Cavern_expensiveRECavern
2050,0.0,1144.663896682694,0.0,5469.13610331735,0.0,0.0,0.0,6613.800000000044,0.5523157897462979,109587185.10672267,2.412945359047165,478762140.46998733,Cavern_expensiveRECavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,BM_60Cavern_expensiveRECavern
2030,1140.1260596065217,3462.0816527325896,0.0,0.0,0.0,4.979483492206783e-13,0.0,4602.207712339113,5.126541892553205,707802319.0661374,2.3006977327579587,317648665.4837937,BM_60Cavern_expensiveRECavern
2040,477.01534183656446,3167.3734545042107,0.0,2246.594350291621,0.0,0.23181511386891382,0.0,5891.214961746265,2.837521230994117,501493425.90915656,2.324826049997929,410881500.27615803,BM_60Cavern_expensiveRECavern
2050,0.0,1528.635294726784,0.0,5085.164705273295,0.0,0.0,0.0,6613.800000000079,0.783458542333205,155449143.2185024,2.4299758491863765,482141228.1404715,BM_60Cavern_expensiveRECavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,expensiveRECavern
2030,610.1876940556148,3992.020018283387,0.0,-2.1957579679835244e-14,-3.1739587344547167e-15,1.7540482406556923e-16,0.0,4602.207712339002,4.582045762867163,632625790.444725,2.293653807527725,316676137.2731944,expensiveRECavern
2040,813.745227843751,3966.5833097399536,0.0,1110.8864241626168,-3.7927594967851696e-17,0.0,0.0,5891.214961746322,3.86601503060335,683265767.7187986,2.4271972532326305,428974223.20060945,expensiveRECavern
2050,4.886617813656591e-16,2066.894568392174,0.0,4546.905431607736,-2.5541344154182417e-16,0.0,0.0,6613.79999999991,0.898208701603367,178217181.31992802,2.518961874828194,499797301.4321544,expensiveRECavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,gas_x5Cavern_expensiveRECavern
2030,3230.2278841361917,0.0,0.0,1369.2365328644319,0.0,2.743295338112502,0.0,4602.207712338735,6.145494424780582,848485255.1357968,2.6862408857410767,370879155.6467165,gas_x5Cavern_expensiveRECavern
2040,1084.9387780571742,0.0,0.0,4806.276183689101,0.0,0.0,0.0,5891.214961746276,1.6176944039216874,285905564.27750003,2.494343087384265,440841339.4837974,gas_x5Cavern_expensiveRECavern
2050,326.85080305752405,0.0,0.0,6286.9491969422825,0.0,0.0,0.0,6613.7999999998065,0.4397410086059061,87250772.4815297,2.393130917070221,474830677.7795569,gas_x5Cavern_expensiveRECavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,CO2_100Cavern_expensiveRECavern
2030,4602.207712339371,0.0,7.270731469635038e-18,0.0,0.0,0.0,0.0,4602.207712339371,8.683729262085302,1198929773.4550817,2.3467156206619406,324002181.84232974,CO2_100Cavern_expensiveRECavern
2040,3390.263476652181,0.0,0.0,2500.951485094157,0.0,0.0,0.0,5891.214961746338,5.00610383347376,884761014.1144893,2.3921438465978384,422779008.5917987,CO2_100Cavern_expensiveRECavern
2050,587.6699989161534,0.0,0.0,6026.130001084124,0.0,0.0,0.0,6613.800000000278,0.782005792017532,155160897.2173731,2.338688903357449,464028620.07078445,CO2_100Cavern_expensiveRECavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,import_H2Cavern_expensiveRECavern
2030,3600.36,1001.8477123384704,0.0,0.0,0.0,0.0,0.0,4602.207712338471,7.6543601177431055,1056808655.0067998,2.333399090219813,322163618.66919583,import_H2Cavern_expensiveRECavern
2040,2221.196565309121,929.5523087926059,0.0,2191.9176793963825,0.0,548.5484082481645,0.0,5891.214961746274,3.9062532507017207,690377327.8471199,2.6782766166598986,473349098.2728595,import_H2Cavern_expensiveRECavern
2050,0.0,0.0,0.0,3404.78329443818,0.0,3209.016705561977,0.0,6613.800000000157,0.006193923558521424,1228961.1489404987,4.0660190332360315,806755100.460513,import_H2Cavern_expensiveRECavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,Re_infCavern_expensiveRECavern
2030,3600.36,1001.8477123384704,0.0,0.0,0.0,0.0,0.0,4602.207712338471,7.6543601177431055,1056808655.0067998,2.333399090219813,322163618.66919583,Re_infCavern_expensiveRECavern
2040,2194.625218999382,933.104084236693,0.0,2763.3058244934846,0.0,0.17983401618639433,0.0,5891.214961745746,3.87136829502023,684211884.661539,2.355607849447375,416321766.20010287,Re_infCavern_expensiveRECavern
2050,0.0,398.3389664099239,0.0,6215.461033589874,0.0,0.0,0.0,6613.799999999798,0.2444572323925207,48503737.30792812,2.3197200038960846,460264924.85302365,Re_infCavern_expensiveRECavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,woSMR_2040Cavern_expensiveRECavern
2030,4602.207712339371,0.0,0.0,8.030090859547521e-16,0.0,0.0,0.0,4602.207712339371,8.683729262085302,1198929773.4550817,2.365674266055927,326619730.56376106,woSMR_2040Cavern_expensiveRECavern
2040,0.0,0.0,0.0,5448.185178071453,0.0,443.0297836744534,0.0,5891.214961745906,0.019205782748713908,3394361.8404379436,2.6309343096387092,464981987.049426,woSMR_2040Cavern_expensiveRECavern
2050,0.0,0.0,0.0,6547.447616469555,0.0,66.35238353067663,0.0,6613.800000000232,0.011046288866778517,2191738.3592130695,2.4927150297730525,494589559.91740775,woSMR_2040Cavern_expensiveRECavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,Cavern_gas_x5Cavern
2030,1386.339411520782,3215.868300818461,0.0,0.0,0.0,0.0,0.0,4602.207712339243,2.5831348184855387,356643689.50938535,3.8475878698997765,531221957.0626702,Cavern_gas_x5Cavern
2040,525.1961060848411,2136.8139070613097,0.0,3229.1181884376724,0.0,0.08676016249350113,0.0,5891.2149617463165,6.57744305037437e-14,1.1624739272519946e-05,2.9197591983808215,516027872.22592586,Cavern_gas_x5Cavern
2050,0.0,779.5030717208464,0.0,5834.296928279197,0.0,0.0,0.0,6613.800000000044,0.0,-1.1556840036064386e-06,2.553475486479427,506645285.17433244,Cavern_gas_x5Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,BM_60Cavern_gas_x5Cavern
2030,1140.1260596065217,3462.0816527325896,0.0,0.0,0.0,4.979483492206783e-13,0.0,4602.207712339113,2.3255826119009484,321084426.9651685,3.8468407460469187,531118804.48792434,BM_60Cavern_gas_x5Cavern
2040,433.20567803361666,2299.877073260251,0.0,3158.0363285081185,0.0,0.09588194414260555,0.0,5891.214961746129,0.0,-3.162163193337619e-05,2.9370145450257947,519077520.9156589,BM_60Cavern_gas_x5Cavern
2050,0.0,1035.46772312447,0.0,5578.332276875858,0.0,0.0,0.0,6613.8000000003285,0.0,-7.650349289178848e-06,2.6105255230459368,517964811.1296622,BM_60Cavern_gas_x5Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,expensiveRECavern_gas_x5Cavern
2030,610.1876940556148,3992.020018283387,0.0,0.0,0.0,4.979483492206783e-13,0.0,4602.207712339003,1.7712390137958884,244548295.490615,3.8452326708132722,530896783.60064226,expensiveRECavern_gas_x5Cavern
2040,561.17011630501,3786.200621513375,0.0,1543.8442239278036,0.0,0.0,0.0,5891.214961746189,1.3377277821794903e-13,2.364252577535808e-05,3.264319850013423,576924298.2097247,expensiveRECavern_gas_x5Cavern
2050,0.0,1427.2716807285647,0.0,5186.5283192715415,0.0,0.0,0.0,6613.800000000107,7.715278566381434e-14,1.5308192814700305e-05,2.6599137090234373,527764118.6621848,expensiveRECavern_gas_x5Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,gas_x5Cavern
2030,1854.3012903072922,0.0,0.0,2747.891665486109,-4.2123709732042936e-18,0.014756545144798025,0.0,4602.207712338547,2.0629931172456244,284829685.04067457,3.47189459464563,479351402.3971389,gas_x5Cavern
2040,726.3047897274091,0.0,0.0,5164.910172018807,1.1997506511041415e-16,0.0,0.0,5891.214961746216,0.07239959938975433,12795648.094480589,2.6269802307970616,464283157.19649535,gas_x5Cavern
2050,477.3911648915332,0.0,0.0,6028.622869583525,0.0,107.78596552470582,0.0,6613.799999999764,0.010177527010272453,2019363.8442161265,2.5531766375373697,506585989.36032146,gas_x5Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,CO2_100Cavern_gas_x5Cavern
2030,4602.207712339371,0.0,7.270731469635038e-18,0.0,0.0,0.0,0.0,4602.207712339371,5.947103386895672,821094152.1975257,3.857346284284282,532569264.5609022,CO2_100Cavern_gas_x5Cavern
2040,2512.6952258523684,0.0,0.0,3378.5197358937216,0.0,0.0,0.0,5891.21496174609,1.041521651664553,184074838.1180614,2.8860247903388196,510065772.74442524,CO2_100Cavern_gas_x5Cavern
2050,529.4454329859268,0.0,0.0,6084.354567014303,0.0,0.0,0.0,6613.80000000023,0.010112956872654531,2006552.2249309458,2.383516998357509,472923141.71212316,CO2_100Cavern_gas_x5Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,import_H2Cavern_gas_x5Cavern
2030,3600.36,1001.8477123384704,0.0,0.0,0.0,0.0,0.0,4602.207712338471,4.899117617770789,676402706.52474,3.8543062203851703,532149534.39512324,import_H2Cavern_gas_x5Cavern
2040,1746.885738045082,738.673461167722,0.0,2847.9715816732773,0.0,557.6841808602466,0.0,5891.214961746328,0.31541302327191395,55744977.654874265,3.1828584671232636,562527102.6791266,import_H2Cavern_gas_x5Cavern
2050,0.0,0.0,0.0,3370.9324743233587,0.0,3242.867525676796,0.0,6613.800000000155,0.00602363003034666,1195172.5288412303,4.079203361674643,809371055.8033316,import_H2Cavern_gas_x5Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,Re_infCavern_gas_x5Cavern
2030,3600.36,1001.8477123384704,0.0,0.0,0.0,0.0,0.0,4602.207712338471,4.899117617770789,676402706.52474,3.8543062203851703,532149534.39512324,Re_infCavern_gas_x5Cavern
2040,1470.7174117746438,734.0582919208998,0.0,3686.439258050209,0.0,0.0,0.0,5891.214961745753,0.1553472516166511,27455521.589702915,2.805037649747097,495752393.1135072,Re_infCavern_gas_x5Cavern
2050,0.0,137.0530990903232,0.0,6476.746900909444,0.0,0.0,0.0,6613.799999999767,0.0,-2.4749169824644923e-08,2.3608925226516617,468434128.9893903,Re_infCavern_gas_x5Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,woSMR_2040Cavern_gas_x5Cavern
2030,4602.207712339371,0.0,0.0,8.030090859547521e-16,0.0,0.0,0.0,4602.207712339371,5.947103386895672,821094152.1975257,3.8763049296782692,535186813.2823336,woSMR_2040Cavern_gas_x5Cavern
2040,0.0,0.0,0.0,5429.8247668682925,0.0,461.3901948776166,0.0,5891.214961745909,0.018432392755325298,3257675.639428479,2.6472441033717145,467864522.0753124,woSMR_2040Cavern_gas_x5Cavern
2050,0.0,0.0,0.0,6499.083584830989,0.0,114.71641516919573,0.0,6613.800000000185,0.01053140559321256,2089578.3093717352,2.518893245155232,499783684.34424406,woSMR_2040Cavern_gas_x5Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,Cavern_CO2_100Cavern
2030,1386.339411520782,3215.868300818461,0.0,0.0,0.0,4.979483492206783e-13,0.0,4602.207712339244,5.379518891216725,742729899.8949682,2.478662003500987,342219521.6638345,Cavern_CO2_100Cavern
2040,688.4244008455971,2879.8001518545057,0.0,2322.897288429006,0.0,0.09312061730303282,0.0,5891.214961746411,2.9561143946006263,522453160.5031543,2.452876417761347,433512667.54891765,Cavern_CO2_100Cavern
2050,0.0,1056.8243885473585,0.0,5556.975611452646,0.0,0.0,0.0,6613.800000000005,0.5245634559022035,104080733.53937988,2.461210840719818,488338687.7505823,Cavern_CO2_100Cavern
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,BM_60Cavern_CO2_100Cavern
2030,1140.1260596065217,3462.0816527325896,0.0,0.0,0.0,4.979483492206783e-13,0.0,4602.207712339113,5.126541892553205,707802319.0661374,2.4887640842315597,343614277.8792922,BM_60Cavern_CO2_100Cavern
2040,539.7246104279748,3082.276358290899,0.0,2269.206761793161,0.0,0.007231234203707604,0.0,5891.214961746238,2.8726543630927406,507702730.9133269,2.4603623803289185,434835709.98933935,BM_60Cavern_CO2_100Cavern
