,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,Marseille,2020,electricity,-0.0
1,Marseille,2020,hydrogen,-0.0
2,Marseille,2020,gazBio,-0.0
3,Marseille,2020,gazNat,34330520.63839719
4,Marseille,2020,gaz,-0.0
5,Marseille,2030,electricity,-0.0
6,Marseille,2030,hydrogen,-0.0
7,Marseille,2030,gazBio,-0.0
8,Marseille,2030,gazNat,62544921.52524364
9,Marseille,2030,gaz,-0.0
10,Marseille,2040,electricity,-0.0
11,Marseille,2040,hydrogen,-0.0
12,Marseille,2040,gazBio,-0.0
13,Marseille,2040,gazNat,54980207.14596618
14,Marseille,2040,gaz,-0.0
15,Marseille,2050,electricity,1446203.1214077522
16,Marseille,2050,hydrogen,-0.0
17,Marseille,2050,gazBio,6645250.277112271
18,Marseille,2050,gazNat,22585584.101031147
19,Marseille,2050,gaz,-0.0
