AREA;YEAR;powerCosts;capacityCosts;Prod;elecUse;gasUse;carbon;prodPercent;elecPercent;gasPercent;importElec;TURPE;capexElec;importGas;storageElec;storageH2;importsH2;tech;scenario
Marseille;2050;0.0;0.0;43692.62814755569;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7864673.066560031;Imports;ref
Marseille;2020;754999.8349505324;16440000.0;3595237.309288123;0.0;4601903.755888797;63212900.466827504;0.0;0.0;1.0;0.0;0.0;0.0;61827328.18439257;0.0;0.0;0.0;SMR;conv_SmrOnly
Marseille;2030;966463.6195912254;25371717.62302103;4602207.712339371;0.0;5890825.871794395;80917856.88143578;0.0;0.0;1.0;0.0;0.0;0.0;158288414.4355916;0.0;0.0;0.0;SMR;conv_SmrOnly
Marseille;2040;1237155.1419665802;44795606.322534956;5891214.961746644;0.0;7540755.151035705;103581697.94341421;0.0;0.0;1.0;0.0;0.0;0.0;202622552.8443478;0.0;0.0;0.0;SMR;conv_SmrOnly
Marseille;2050;1388897.9999997949;99662523.34105238;6613800.0;0.0;8465664.0;116286477.12000002;0.0;0.0;1.0;0.0;0.0;0.0;227475155.58400142;0.0;0.0;0.0;SMR;conv_SmrOnly
Marseille;2020;754999.8349505324;16440000.0;3595237.309288123;0.0;4601903.755888797;86039781.19095966;0.0;0.0;1.0;0.0;0.0;0.0;61827328.18439257;0.0;0.0;0.0;SMR;SmrOnly
Marseille;2030;35483021.46212868;34752077.622264154;4602207.712339371;0.0;6074914.18028797;63462488.41488219;0.0;0.0;1.0;0.0;0.0;0.0;163234927.3867087;0.0;0.0;0.0;SMR;SmrOnly
Marseille;2040;45421267.355068214;62014579.02539089;5891214.961746644;0.0;7776403.749505554;98270988.5759606;0.0;0.0;1.0;0.0;0.0;0.0;208954507.62073937;0.0;0.0;0.0;SMR;SmrOnly
Marseille;2050;55320682.37913583;125165304.65814328;6613800.0000004945;0.0;8824152.054973658;98778131.27869825;0.0;0.0;1.0;0.0;0.0;0.0;254880857.3954808;0.0;0.0;0.0;SMR;SmrOnly
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;Re_x2
Marseille;2030;0.0;0.0;0.0;-2.6582818265387746e-12;0.0;0.0;0.9999999999999999;1.0;0.0;1.0740929459705365e-10;7.113812083707274e-11;0.0;0.0;0.0;1.9244801327067462e-11;0.0;AEL;Re_x2
Marseille;2040;0.0;29357336.823013604;1124713.528865921;1732058.8344535185;0.0;0.0;1.0;1.0;0.0;4295859.975708616;19187111.690525927;13629950.084634958;0.0;0.0;3188841.8045491325;0.0;AEL;Re_x2
Marseille;2050;0.0;79715423.1362459;3823438.5787298954;5888095.411244039;0.0;0.0;1.0;1.0;0.0;11568036.877875837;64244198.0953665;44541854.71931326;0.0;0.0;25677422.311120477;0.0;AEL;Re_x2
Marseille;2020;754999.8349505324;16440000.0;3595237.309288123;0.0;4601903.755888797;86039781.19095966;0.0;0.0;1.0;0.0;0.0;0.0;61827328.18439257;0.0;0.0;0.0;SMR;Re_x2
Marseille;2030;35483021.46212868;34752077.62226415;4602207.712339371;0.0;6074914.18028797;63462488.4148822;0.0;0.0;1.0;0.0;0.0;0.0;163234927.38670883;0.0;0.0;0.0;SMR;Re_x2
Marseille;2040;34198639.1909788;48100201.4507701;4759716.680320262;0.0;6269499.210479891;86042969.37707679;0.0;0.0;1.0;0.0;0.0;0.0;170560630.63127363;0.0;0.0;0.0;SMR;Re_x2
Marseille;2050;20870826.90680084;82618864.68737605;2759212.5925260317;0.0;3640012.877165963;41125502.84348693;0.0;0.0;1.0;0.0;0.0;0.0;117327670.52813105;0.0;0.0;0.0;SMR;Re_x2
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;Re_x2
Marseille;2030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.5203345722163477e-12;Imports;Re_x2
Marseille;2040;0.0;0.0;6784.752560515709;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1221255.4608928275;Imports;Re_x2
Marseille;2050;0.0;0.0;31148.828744001174;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5606789.173920214;Imports;Re_x2
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;Re_inf
Marseille;2030;0.0;0.0;0.0;2.4638037846183227e-18;0.0;0.0;1.0;1.0;0.0;5.70014548006596e-16;1.4318571977327807e-16;-5.922607329875946e-16;0.0;0.0;-1.2304333072696797e-17;0.0;AEL;Re_inf
Marseille;2040;0.0;58431233.70386932;2129343.0274110506;3279188.2622130183;0.0;0.0;1.0;1.0;0.0;9557570.339207493;39479435.341816306;14688488.125587052;0.0;0.0;5200951.276731246;0.0;AEL;Re_inf
Marseille;2050;0.0;86214165.40160519;5054430.199757772;7783822.507626968;0.0;0.0;1.0;1.0;0.0;7734949.845115439;41558053.92819979;171651842.82598484;0.0;0.0;27872841.66696157;0.0;AEL;Re_inf
Marseille;2020;754999.8349505324;16440000.0;3595237.309288123;0.0;4601903.755888797;86039781.19095966;0.0;0.0;1.0;0.0;0.0;0.0;61827328.18439257;0.0;0.0;0.0;SMR;Re_inf
Marseille;2030;21970554.577293348;33106723.968097962;4602207.712338903;0.0;6002847.690234869;93174105.97526965;0.0;0.0;1.0;0.0;0.0;0.0;161298477.27044076;0.0;0.0;0.0;SMR;Re_inf
Marseille;2040;20083533.45699394;44456389.8680269;3754230.329162583;0.0;4908322.2617967315;86194782.9166345;0.0;0.0;1.0;0.0;0.0;0.0;136587881.84720898;0.0;0.0;0.0;SMR;Re_inf
Marseille;2050;11715243.174835628;49936074.92550802;1519486.7931045608;0.0;2005722.5668980205;21904004.477545567;0.0;0.0;1.0;0.0;0.0;0.0;65005179.63577887;0.0;0.0;0.0;SMR;Re_inf
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;Re_inf
Marseille;2030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0981028630316455e-11;Imports;Re_inf
Marseille;2040;0.0;0.0;7641.605172533693;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1375488.9310560666;Imports;Re_inf
Marseille;2050;0.0;0.0;39883.00713786336;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7178941.284815401;Imports;Re_inf
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;expensiveRE
Marseille;2030;0.0;0.0;0.0;3.397395118309507e-29;0.0;0.0;1.0;1.0;0.0;2.8277257175436435e-27;1.2295999581583206e-27;0.0;0.0;0.0;-3.397144060212502e-27;0.0;AEL;expensiveRE
Marseille;2040;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;expensiveRE
Marseille;2050;0.0;71192795.1310536;2975412.4121284047;4582135.114677743;0.0;0.0;1.0;1.0;0.0;13567215.279061703;60690259.39030049;2386595.7221651752;0.0;-2.2261387961939865e-24;14688512.070015807;0.0;AEL;expensiveRE
Marseille;2020;754999.8349505324;16440000.0;3595237.309288123;0.0;4601903.755888797;86039781.19095966;0.0;0.0;1.0;0.0;0.0;0.0;61827328.18439257;0.0;0.0;0.0;SMR;expensiveRE
Marseille;2030;35483021.46212868;34752077.62226415;4602207.712339371;0.0;6074914.18028797;63462488.4148822;0.0;0.0;1.0;0.0;0.0;0.0;163234927.38670883;0.0;0.0;0.0;SMR;expensiveRE
Marseille;2040;45421267.35506838;62014579.02539094;5891214.961746644;0.0;7776403.749505571;98270988.57596067;0.0;0.0;1.0;0.0;0.0;0.0;208954507.62073943;0.0;0.0;0.0;SMR;expensiveRE
Marseille;2050;27900996.70483888;105992952.65873203;3618806.317100042;0.0;4776824.338572056;54099495.795977645;0.0;0.0;1.0;0.0;0.0;0.0;150306798.81179574;0.0;0.0;0.0;SMR;expensiveRE
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;expensiveRE
Marseille;2030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-6.798038903614218e-15;Imports;expensiveRE
Marseille;2040;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;expensiveRE
Marseille;2050;0.0;0.0;19581.270771715786;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3524628.7389088357;Imports;expensiveRE
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;BM_90
Marseille;2030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;BM_90
Marseille;2040;0.0;18965438.084839854;707335.7517650704;1089297.0577182083;0.0;0.0;1.0;1.0;0.0;2928684.7894628537;12518174.029231407;6895813.458887661;0.0;0.0;2048855.3573757263;0.0;AEL;BM_90
Marseille;2050;0.0;77057028.30504483;3584765.5799492453;5520538.993121838;0.0;0.0;1.0;1.0;0.0;11888286.400124893;66676958.63933745;22350305.196892273;0.0;0.0;23747094.18399487;0.0;AEL;BM_90
Marseille;2020;754999.8349505324;16440000.0;3595237.309288123;0.0;4601903.755888797;86039781.19095966;0.0;0.0;1.0;0.0;0.0;0.0;61827328.18439257;0.0;0.0;0.0;SMR;BM_90
Marseille;2030;35483021.46212868;34752077.62226415;4602207.712339371;0.0;6074914.18028797;63462488.4148822;0.0;0.0;1.0;0.0;0.0;0.0;163234927.38670883;0.0;0.0;0.0;SMR;BM_90
Marseille;2040;38150072.3080206;53396054.782040976;5180540.382406475;0.0;6828756.536561451;91182484.49567302;0.0;0.0;1.0;0.0;0.0;0.0;184929552.0925134;0.0;0.0;0.0;SMR;BM_90
Marseille;2050;22702050.678587597;91256803.47625113;2985193.122510774;0.0;3938781.384135717;59406403.52037548;0.0;0.0;1.0;0.0;0.0;0.0;113000907.13281605;0.0;0.0;0.0;SMR;BM_90
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;BM_90
Marseille;2030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;BM_90
Marseille;2040;0.0;0.0;3338.8275743689906;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;600988.9633864184;Imports;BM_90
Marseille;2050;0.0;0.0;43841.2975397703;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7891433.557158652;Imports;BM_90
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;BM_60
Marseille;2030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;BM_60
Marseille;2040;0.0;19152992.611086234;708996.4176279947;1091854.4831471117;0.0;0.0;1.0;1.0;0.0;2925681.3866831893;12802298.486812461;6254952.305587567;0.0;0.0;1903835.6428218759;0.0;AEL;BM_60
Marseille;2050;0.0;68785269.22396526;3297280.2832971048;5077811.6362775415;0.0;0.0;1.0;1.0;0.0;12132251.79831402;60872914.03828855;21721023.05016516;0.0;0.0;18497617.35028393;0.0;AEL;BM_60
Marseille;2020;754999.8349505324;16440000.0;3595237.309288123;0.0;4601903.755888797;86039781.19095966;0.0;0.0;1.0;0.0;0.0;0.0;61827328.18439257;0.0;0.0;0.0;SMR;BM_60
Marseille;2030;35483021.46212868;34752077.62226415;4602207.712339371;0.0;6074914.18028797;63462488.4148822;0.0;0.0;1.0;0.0;0.0;0.0;163234927.38670883;0.0;0.0;0.0;SMR;BM_60
Marseille;2040;37966750.34255145;53565107.336793676;5178967.165918426;0.0;6825766.864309999;77678858.2689363;0.0;0.0;1.0;0.0;0.0;0.0;197337750.91531268;0.0;0.0;0.0;SMR;BM_60
Marseille;2050;24539040.815964367;95911926.34548447;3304484.754852022;0.0;4356914.347636955;-172252.56906862604;0.0;0.0;1.0;0.0;0.0;0.0;173010943.67428368;0.0;0.0;0.0;SMR;BM_60
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;BM_60
Marseille;2030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;BM_60
Marseille;2040;0.0;0.0;3251.378199153679;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;585248.0758476623;Imports;BM_60
Marseille;2050;0.0;0.0;12034.961850927204;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2166293.133166898;Imports;BM_60
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;woSMR_2030
Marseille;2030;0.0;137349226.32839116;3519111.9123386093;5419432.345001458;0.0;0.0;1.0;1.0;0.0;105935995.89145486;64948360.154100426;21381476.825456053;0.0;0.0;11132959.519362291;0.0;AEL;woSMR_2030
Marseille;2040;0.0;175468096.20038375;4796923.651024981;7387262.422578472;0.0;0.0;1.0;1.0;0.0;47839772.13397675;90212003.44100359;29803769.961454533;0.0;0.0;36121964.722257815;0.0;AEL;woSMR_2030
Marseille;2050;0.0;104066963.30982922;6062081.552706715;9335605.59116834;0.0;0.0;1.0;1.0;0.0;26088277.30645316;64952895.068181135;240231103.36100557;0.0;0.0;68259141.15092038;0.0;AEL;woSMR_2030
Marseille;2020;754999.8349505324;16440000.0;3595237.309288123;0.0;4601903.755888797;86039781.19095966;0.0;0.0;1.0;0.0;0.0;0.0;61827328.18439257;0.0;0.0;0.0;SMR;woSMR_2030
Marseille;2030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SMR;woSMR_2030
Marseille;2040;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SMR;woSMR_2030
Marseille;2050;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SMR;woSMR_2030
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;woSMR_2030
Marseille;2030;0.0;0.0;1083095.8000000238;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;194957244.00000477;Imports;woSMR_2030
Marseille;2040;0.0;0.0;1094291.3107211397;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;196972435.92980558;Imports;woSMR_2030
Marseille;2050;0.0;0.0;551718.4472930538;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99309320.51274948;Imports;woSMR_2030
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;woSMR_2040
Marseille;2030;0.0;8.249027873038587e-10;0.0;7.662661093492947e-11;0.0;0.0;1.0;0.9999999999999999;0.0;9.353932186303761e-10;7.050251794150287e-10;2.0654054787844667e-09;0.0;0.0;1.235711423463684e-12;0.0;AEL;woSMR_2040
Marseille;2040;0.0;130836960.38450281;4540349.666157835;6992138.485883066;0.0;0.0;1.0;1.0;0.0;45937305.62150959;86738592.44050035;18044586.271996956;0.0;0.0;18092784.40352914;0.0;AEL;woSMR_2040
Marseille;2050;0.0;130836960.38450278;6079609.674737102;9362598.899095139;0.0;0.0;1.0;1.0;0.0;24657878.709438976;65767951.37917152;236629955.04383683;0.0;0.0;50769414.49207042;0.0;AEL;woSMR_2040
Marseille;2020;754999.8349505324;16440000.0;3595237.309288123;0.0;4601903.755888797;86039781.19095966;0.0;0.0;1.0;0.0;0.0;0.0;61827328.18439257;0.0;0.0;0.0;SMR;woSMR_2040
Marseille;2030;966463.6195912254;25371717.62302103;4602207.712339371;0.0;5890825.871794395;139358531.29580605;0.0;0.0;1.0;0.0;0.0;0.0;158288414.4355916;0.0;0.0;0.0;SMR;woSMR_2040
Marseille;2040;0.0;12237563.192830654;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SMR;woSMR_2040
Marseille;2050;0.0;12237563.192830652;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SMR;woSMR_2040
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;woSMR_2040
Marseille;2030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.637495604833341e-10;Imports;woSMR_2040
Marseille;2040;0.0;0.0;1350865.2955881602;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;243155753.20586848;Imports;woSMR_2040
Marseille;2050;0.0;0.0;534190.3252629827;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96154258.54733682;Imports;woSMR_2040
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;woSMR_2050
Marseille;2030;0.0;0.0;0.0;-1.1872052229709318e-11;0.0;0.0;1.0;1.0;0.0;4.213658445249671e-11;1.0251611072070516e-10;-9.730851288456782e-10;0.0;0.0;1.1052027975049894e-10;0.0;AEL;woSMR_2050
Marseille;2040;0.0;93778705.67761667;3324575.808257092;5119846.744715922;0.0;0.0;1.0;1.0;0.0;17499027.25566555;63615886.244839795;15277245.441586046;0.0;0.0;17561255.64617577;0.0;AEL;woSMR_2050
Marseille;2050;0.0;117677347.89878076;6062220.206832221;9335819.11852162;0.0;0.0;1.0;1.0;0.0;26074791.042278916;64956559.80996437;236383024.2542055;0.0;0.0;50026594.07381741;0.0;AEL;woSMR_2050
Marseille;2020;754999.8349505324;16440000.0;3595237.309288123;0.0;4601903.755888797;86039781.19095966;0.0;0.0;1.0;0.0;0.0;0.0;61827328.18439257;0.0;0.0;0.0;SMR;woSMR_2050
Marseille;2030;8480321.462132903;31464077.622264147;4602207.71233847;0.0;5930899.780286781;122836835.25586978;0.0;0.0;1.0;0.0;0.0;0.0;159365213.4403119;0.0;0.0;0.0;SMR;woSMR_2050
Marseille;2040;7132583.04172892;31464077.622264147;2529356.404375768;0.0;3272783.7613172974;75091377.86604708;0.0;0.0;1.0;0.0;0.0;0.0;94117562.24903929;0.0;0.0;0.0;SMR;woSMR_2050
Marseille;2050;0.0;17414993.774412844;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SMR;woSMR_2050
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;woSMR_2050
Marseille;2030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.1432822962352809e-10;Imports;woSMR_2050
Marseille;2040;0.0;0.0;37282.74911307573;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6710894.840353632;Imports;woSMR_2050
Marseille;2050;0.0;0.0;551579.7931676382;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99284362.77017474;Imports;woSMR_2050
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;CO2_10
Marseille;2030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;CO2_10
Marseille;2040;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;CO2_10
Marseille;2050;0.0;51363391.91911065;2709351.5720123174;4172401.420898969;0.0;0.0;1.0;1.0;0.0;9683737.252460908;50512205.29806959;15716070.744577594;0.0;0.0;8754710.543582723;0.0;AEL;CO2_10
Marseille;2020;754999.8349505324;16440000.0;3595237.309288123;0.0;4601903.755888797;86039781.19095966;0.0;0.0;1.0;0.0;0.0;0.0;61827328.18439257;0.0;0.0;0.0;SMR;CO2_10
Marseille;2030;6367003.619591636;40689686.816670544;4602207.71233847;0.0;6034840.271793243;79984184.45477876;0.0;0.0;1.0;0.0;0.0;0.0;162158128.38199216;0.0;0.0;0.0;SMR;CO2_10
Marseille;2040;10657880.789063;55352767.73567905;5891214.9617461385;0.0;7840191.494531901;91816274.45612594;0.0;0.0;1.0;0.0;0.0;0.0;210668505.15528363;0.0;0.0;0.0;SMR;CO2_10
Marseille;2050;7261213.899875371;101452555.09782273;3893279.0848731664;0.0;5205079.540281721;51305297.98595752;0.0;0.0;1.0;0.0;0.0;0.0;161274912.2453108;0.0;0.0;0.0;SMR;CO2_10
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;CO2_10
Marseille;2030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;CO2_10
Marseille;2040;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;CO2_10
Marseille;2050;0.0;0.0;11169.343114374293;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2010481.7605873735;Imports;CO2_10
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;CO2_100
Marseille;2030;0.0;0.0;0.0;1.5228712961154475e-12;0.0;0.0;1.0;1.0;0.0;-3.343912686389933e-11;-3.5843860904313694e-11;0.0;0.0;0.0;0.0;0.0;AEL;CO2_100
Marseille;2040;0.0;77731677.59437281;2699431.060911865;4157123.83381806;0.0;0.0;1.0;1.0;0.0;14906830.121717917;52978208.335968375;6763107.8300508335;0.0;0.0;8338863.662323186;0.0;AEL;CO2_100
Marseille;2050;0.0;107598401.69976984;4204529.401864333;6474975.278871073;0.0;0.0;1.0;1.0;0.0;22055503.367281523;78550426.42560896;22219997.27829371;0.0;0.0;33977951.66590076;0.0;AEL;CO2_100
Marseille;2020;754999.8349505324;16440000.0;3595237.309288123;0.0;4601903.755888797;86039781.19095966;0.0;0.0;1.0;0.0;0.0;0.0;61827328.18439257;0.0;0.0;0.0;SMR;CO2_100
Marseille;2030;966463.6195912254;37401686.81667055;4602207.712339371;0.0;5890825.871794395;139358531.29580605;0.0;0.0;1.0;0.0;0.0;0.0;158288414.4355916;0.0;0.0;0.0;SMR;CO2_100
Marseille;2040;669729.6731267606;37401686.81667055;3189188.919651247;0.0;4082161.8171535963;116819990.1268252;0.0;0.0;1.0;0.0;0.0;0.0;115668113.3666764;0.0;0.0;0.0;SMR;CO2_100
Marseille;2050;495162.6129988072;76466967.13442276;2357917.204756319;0.0;3018134.0220880886;87434764.79668406;0.0;0.0;1.0;0.0;0.0;0.0;101901235.48560777;0.0;0.0;0.0;SMR;CO2_100
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;CO2_100
Marseille;2030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;CO2_100
Marseille;2040;0.0;0.0;2594.981182920425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;467096.61292567634;Imports;CO2_100
Marseille;2050;0.0;0.0;51353.39337932976;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9243610.808279356;Imports;CO2_100
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;Cavern
