,AREA,YEAR_op,STOCK_TECHNO,storageCosts_Pvar
0,France,2020,saltCavernH2_G,-0.0
1,France,2020,Battery,-0.0
2,France,2030,saltCavernH2_G,28944812.035266202
3,France,2030,Battery,-0.0
4,France,2040,saltCavernH2_G,216250303.94691178
5,France,2040,Battery,32100062.40695761
6,France,2050,saltCavernH2_G,375172150.08253616
7,France,2050,Battery,282383203.11241406
