,AREA,YEAR_invest,STOCK_TECHNO,CmaxInvest_Dvar
0,France,2010,saltCavernH2_G,0.0
1,France,2010,Battery,-0.0
2,France,2020,saltCavernH2_G,2175.593316677541
3,France,2020,Battery,0.0
4,France,2030,saltCavernH2_G,25228.17877921568
5,France,2030,Battery,3633.3453150050004
6,France,2040,saltCavernH2_G,20826.227904106778
7,France,2040,Battery,58353.38001522295
