,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,Marseille,2020,gazNat,34330520.63839719
1,Marseille,2020,gazBio,-0.0
2,Marseille,2020,electricity,-0.0
3,Marseille,2020,hydrogen,-0.0
4,Marseille,2020,gaz,-0.0
5,Marseille,2030,gazNat,10633524.995577157
6,Marseille,2030,gazBio,-0.0
7,Marseille,2030,electricity,614058.5249096103
8,Marseille,2030,hydrogen,50439183.638404496
9,Marseille,2030,gaz,-0.0
10,Marseille,2040,gazNat,562713.2679502073
11,Marseille,2040,gazBio,-0.0
12,Marseille,2040,electricity,1600188.6539728774
13,Marseille,2040,hydrogen,31891610.586185187
14,Marseille,2040,gaz,-0.0
15,Marseille,2050,gazNat,224113.890644752
16,Marseille,2050,gazBio,-0.0
17,Marseille,2050,electricity,1427553.322008867
18,Marseille,2050,hydrogen,20148065.629486002
19,Marseille,2050,gaz,-0.0
