YEAR_op,TIMESTAMP,energyCtr
2020,1,19.98
2020,2,19.98
2020,3,19.98
2020,4,19.98
2020,5,19.98
2020,6,19.98
2020,7,19.98
2020,8,19.98
2020,9,19.98
2020,10,19.98
2020,11,19.98
2020,12,19.98
2020,13,19.98
2020,14,19.98
2020,15,19.98
2020,16,19.98
2020,17,19.98
2020,18,19.98
2020,19,19.98
2020,20,19.98
2020,21,19.98
2020,22,19.98
2020,23,19.98
2020,24,19.98
2020,25,19.98
2020,26,19.98
2020,27,19.98
2020,28,19.98
2020,29,12.61
2020,30,12.61
2020,31,19.98
2020,32,19.98
2020,33,19.98
2020,34,19.98
2020,35,19.98
2020,36,19.98
2020,37,19.98
2020,38,19.98
2020,39,19.98
2020,40,19.98
2020,41,19.98
2020,42,19.98
2020,43,19.98
2020,44,30.93
2020,45,19.98
2020,46,19.98
2020,47,19.98
2020,48,19.98
2020,49,19.98
2020,50,19.98
2020,51,19.98
2020,52,19.98
2020,53,19.98
2020,54,19.98
2020,55,19.98
2020,56,34.59
2020,57,34.59
2020,58,34.59
2020,59,19.98
2020,60,19.98
2020,61,19.98
2020,62,19.98
2020,63,19.98
2020,64,19.98
2020,65,19.98
2020,66,19.98
2020,67,34.59
2020,68,34.59
2020,69,34.59
2020,70,19.98
2020,71,19.98
2020,72,34.59
2020,73,34.59
2020,74,19.98
2020,75,19.98
2020,76,19.98
2020,77,19.98
2020,78,19.98
2020,79,34.59
2020,80,34.59
2020,81,44.72
2020,82,34.59
2020,83,34.59
2020,84,34.59
2020,85,34.59
2020,86,34.59
2020,87,34.59
2020,88,34.59
2020,89,34.59
2020,90,34.59
2020,91,34.59
2020,92,54.86
2020,93,34.59
2020,94,34.59
2020,95,22.04
2020,96,34.59
2020,97,34.41
2020,98,34.41
2020,99,34.41
2020,100,19.98
2020,101,19.98
2020,102,19.98
2020,103,19.98
2020,104,19.98
2020,105,19.98
2020,106,19.98
2020,107,19.98
2020,108,19.98
2020,109,19.98
2020,110,19.98
2020,111,19.98
2020,112,19.98
2020,113,19.98
2020,114,19.98
2020,115,34.41
2020,116,34.41
2020,117,34.41
2020,118,19.98
2020,119,19.98
2020,120,34.41
2020,121,34.51
2020,122,19.98
2020,123,19.98
2020,124,19.98
2020,125,19.98
2020,126,19.98
2020,127,19.98
2020,128,19.98
2020,129,19.98
2020,130,19.98
2020,131,19.98
2020,132,19.98
2020,133,19.98
2020,134,19.98
2020,135,19.98
2020,136,19.98
2020,137,19.98
2020,138,19.98
2020,139,34.51
2020,140,34.51
2020,141,34.51
2020,142,19.98
2020,143,19.98
2020,144,34.51
2020,145,21.53
2020,146,19.98
2020,147,19.98
2020,148,19.98
2020,149,19.98
2020,150,19.98
2020,151,19.98
2020,152,34.51
2020,153,34.51
2020,154,34.51
2020,155,34.51
2020,156,34.51
2020,157,34.51
2020,158,34.51
2020,159,34.51
2020,160,34.51
2020,161,34.51
2020,162,34.51
2020,163,34.51
2020,164,34.51
2020,165,34.51
2020,166,19.98
2020,167,19.98
2020,168,19.98
2020,169,19.98
2020,170,19.98
2020,171,19.98
2020,172,19.98
2020,173,19.98
2020,174,19.98
2020,175,19.98
2020,176,19.98
2020,177,34.7
2020,178,26.56
2020,179,19.98
2020,180,19.98
2020,181,19.98
2020,182,19.98
2020,183,19.98
2020,184,19.98
2020,185,19.98
2020,186,19.98
2020,187,22.3
2020,188,34.7
2020,189,19.98
2020,190,19.98
2020,191,19.98
2020,192,19.98
2020,193,19.98
2020,194,19.98
2020,195,19.98
2020,196,19.98
2020,197,19.98
2020,198,19.98
2020,199,19.98
2020,200,19.98
2020,201,34.7
2020,202,19.98
2020,203,19.98
2020,204,19.98
2020,205,19.98
2020,206,19.98
2020,207,19.98
2020,208,19.98
2020,209,19.98
2020,210,19.98
2020,211,34.7
2020,212,34.7
2020,213,34.7
2020,214,19.98
2020,215,19.98
2020,216,34.7
2020,217,35.6
2020,218,19.98
2020,219,19.98
2020,220,19.98
2020,221,19.98
2020,222,19.98
2020,223,35.6
2020,224,55.69
2020,225,55.69
2020,226,55.69
2020,227,35.6
2020,228,35.6
2020,229,35.6
2020,230,35.6
2020,231,35.6
2020,232,35.6
2020,233,35.6
2020,234,35.6
2020,235,55.69
2020,236,55.69
2020,237,55.69
2020,238,35.6
2020,239,35.6
2020,240,35.6
2020,241,35.6
2020,242,35.6
2020,243,35.6
2020,244,19.98
2020,245,19.98
2020,246,19.98
2020,247,35.6
2020,248,55.69
2020,249,55.69
2020,250,55.69
2020,251,35.6
2020,252,35.6
2020,253,35.6
2020,254,35.6
2020,255,35.6
2020,256,35.6
2020,257,35.6
2020,258,35.6
2020,259,52.02
2020,260,55.69
2020,261,35.6
2020,262,35.6
2020,263,35.6
2020,264,35.6
2020,265,35.6
2020,266,34.64
2020,267,19.98
2020,268,19.98
2020,269,19.98
2020,270,19.98
2020,271,19.98
2020,272,19.98
2020,273,19.98
2020,274,19.98
2020,275,19.98
2020,276,19.98
2020,277,19.98
2020,278,19.98
2020,279,19.98
2020,280,19.98
2020,281,19.98
2020,282,19.98
2020,283,19.98
2020,284,19.98
2020,285,19.98
2020,286,19.98
2020,287,19.98
2020,288,19.98
2020,289,19.98
2020,290,19.98
2020,291,19.98
2020,292,19.98
2020,293,12.61
2020,294,12.61
2020,295,19.98
2020,296,19.98
2020,297,19.98
2020,298,12.61
2020,299,12.61
2020,300,12.61
2020,301,19.98
2020,302,19.98
2020,303,12.61
2020,304,12.61
2020,305,12.61
2020,306,12.61
2020,307,19.98
2020,308,19.98
2020,309,19.98
2020,310,12.61
2020,311,12.61
2020,312,19.98
2020,313,19.98
2020,314,5.24
2020,315,12.61
2020,316,12.61
2020,317,12.61
2020,318,12.61
2020,319,19.98
2020,320,19.98
2020,321,19.98
2020,322,19.98
2020,323,19.98
2020,324,19.98
2020,325,19.98
2020,326,19.98
2020,327,19.98
2020,328,22.16
2020,329,22.16
2020,330,22.16
2020,331,34.78
2020,332,55.69
2020,333,34.78
2020,334,34.78
2020,335,34.78
2020,336,34.78
2020,337,34.78
2020,338,19.98
2020,339,19.98
2020,340,19.98
2020,341,19.98
2020,342,19.98
2020,343,20.43
2020,344,34.78
2020,345,55.69
2020,346,34.78
2020,347,34.78
2020,348,19.98
2020,349,19.98
2020,350,19.98
2020,351,22.16
2020,352,34.78
2020,353,34.78
2020,354,34.78
2020,355,34.78
2020,356,55.69
2020,357,34.78
2020,358,34.78
2020,359,19.98
2020,360,34.78
2020,361,19.98
2020,362,19.98
2020,363,19.98
2020,364,19.98
2020,365,19.98
2020,366,19.98
2020,367,19.98
2020,368,35.19
2020,369,35.19
2020,370,35.19
2020,371,35.19
2020,372,19.98
2020,373,19.98
2020,374,19.98
2020,375,19.98
2020,376,19.98
2020,377,19.98
2020,378,19.98
2020,379,19.98
2020,380,35.19
2020,381,19.98
2020,382,19.98
2020,383,19.98
2020,384,19.98
2020,385,19.98
2020,386,19.98
2020,387,19.98
2020,388,19.98
2020,389,19.98
2020,390,19.98
2020,391,19.98
2020,392,19.98
2020,393,34.37
2020,394,19.98
2020,395,19.98
2020,396,19.98
2020,397,19.98
2020,398,19.98
2020,399,19.98
2020,400,19.98
2020,401,19.98
2020,402,19.98
2020,403,34.37
2020,404,34.37
2020,405,34.37
2020,406,34.37
2020,407,19.98
2020,408,34.37
2020,409,34.37
2020,410,19.98
2020,411,19.98
2020,412,19.98
2020,413,19.98
2020,414,19.98
2020,415,35.66
2020,416,55.69
2020,417,55.69
2020,418,55.69
2020,419,55.69
2020,420,35.66
2020,421,35.66
2020,422,35.66
2020,423,35.66
2020,424,35.66
2020,425,35.66
2020,426,35.66
2020,427,35.66
2020,428,44.72
2020,429,35.66
2020,430,35.66
2020,431,19.98
2020,432,35.66
2020,433,35.66
2020,434,34.99
2020,435,34.99
2020,436,19.98
2020,437,19.98
2020,438,19.98
2020,439,19.98
2020,440,34.99
2020,441,34.99
2020,442,34.99
2020,443,34.99
2020,444,34.99
2020,445,34.99
2020,446,34.99
2020,447,34.99
2020,448,34.99
2020,449,34.99
2020,450,34.99
2020,451,34.99
2020,452,55.69
2020,453,34.99
2020,454,34.99
2020,455,34.99
2020,456,54.46
2020,457,34.99
2020,458,34.99
2020,459,34.99
2020,460,19.98
2020,461,19.98
2020,462,19.98
2020,463,19.98
2020,464,19.98
2020,465,19.98
2020,466,19.98
2020,467,19.98
2020,468,22.29
2020,469,34.99
2020,470,34.99
2020,471,19.98
2020,472,19.98
2020,473,19.98
2020,474,19.98
2020,475,22.29
2020,476,34.99
2020,477,34.99
2020,478,34.99
2020,479,19.98
2020,480,34.99
2020,481,34.99
2020,482,21.52
2020,483,24.6
2020,484,19.98
2020,485,19.98
2020,486,33.77
2020,487,33.77
2020,488,55.69
2020,489,66.6
2020,490,55.69
2020,491,55.69
2020,492,33.77
2020,493,33.77
2020,494,33.77
2020,495,33.77
2020,496,33.77
2020,497,44.72
2020,498,44.72
2020,499,55.69
2020,500,945.73
2020,501,55.69
2020,502,33.77
2020,503,33.77
2020,504,33.77
2020,505,33.77
2020,506,19.98
2020,507,19.98
2020,508,19.98
2020,509,19.98
2020,510,19.98
2020,511,35.08
2020,512,44.72
2020,513,55.69
2020,514,53.04
2020,515,35.08
2020,516,35.08
2020,517,44.72
2020,518,55.69
2020,519,55.69
2020,520,55.69
2020,521,35.08
2020,522,35.08
2020,523,55.69
2020,524,55.69
2020,525,55.69
2020,526,35.08
2020,527,35.08
2020,528,35.08
2020,529,35.08
2020,530,19.98
2020,531,19.98
2020,532,19.98
2020,533,19.98
2020,534,19.98
2020,535,35.08
2020,536,44.72
2020,537,55.69
2020,538,55.69
2020,539,42.08
2020,540,35.08
2020,541,35.08
2020,542,35.08
2020,543,35.08
2020,544,35.08
2020,545,35.08
2020,546,35.08
2020,547,55.69
2020,548,55.69
2020,549,55.69
2020,550,35.08
2020,551,35.08
2020,552,52.45
2020,553,35.08
2020,554,33.04
2020,555,33.04
2020,556,33.04
