,AREA,YEAR_op,TECHNOLOGIES,capacityCosts_Pvar
0,France,2020,IntercoIn,68439253.48795539
1,France,2020,Coal_p,136814899.9551962
2,France,2020,TAC_H2,-0.0
3,France,2020,Solar,1593638238.6970134
4,France,2020,WindOffShore,499455253.2285259
5,France,2020,IntercoOut,0.0
6,France,2020,CCG_H2,-0.0
7,France,2020,OldNuke,0.0
8,France,2020,HydroRiver,419586709.30959946
9,France,2020,TAC,158629625.9388358
10,France,2020,WindOnShore,1317924691.1167965
11,France,2020,CCG,87558383.55427592
12,France,2020,curtailment,0.0
13,France,2020,NewNuke,-0.0
14,France,2020,HydroReservoir,572163694.5130901
15,France,2020,electrolysis_AEL,72823947.0201331
16,France,2030,IntercoIn,148815032.80724674
17,France,2030,Coal_p,2920358.098258269
18,France,2030,TAC_H2,-0.0
19,France,2030,Solar,713797692.339269
20,France,2030,WindOffShore,969929499.7645216
21,France,2030,IntercoOut,0.0
22,France,2030,CCG_H2,-0.0
23,France,2030,OldNuke,0.0
24,France,2030,HydroRiver,36917362.05633039
25,France,2030,TAC,9491163.819339374
26,France,2030,WindOnShore,728377211.4040561
27,France,2030,CCG,16061969.540420478
28,France,2030,curtailment,0.0
29,France,2030,NewNuke,974335520.0638096
30,France,2030,HydroReservoir,45678436.35110519
31,France,2030,electrolysis_AEL,66134358.6184891
32,France,2040,IntercoIn,91597570.19359405
33,France,2040,Coal_p,-0.0
34,France,2040,TAC_H2,-0.0
35,France,2040,Solar,630654427.9948704
36,France,2040,WindOffShore,854984020.3177068
37,France,2040,IntercoOut,0.0
38,France,2040,CCG_H2,-0.0
39,France,2040,OldNuke,0.0
40,France,2040,HydroRiver,28980246.01445859
41,France,2040,TAC,-0.0
42,France,2040,WindOnShore,518576036.8927697
43,France,2040,CCG,1352690.8539886023
44,France,2040,curtailment,0.0
45,France,2040,NewNuke,1123202192.4036813
46,France,2040,HydroReservoir,33038318.576424398
47,France,2040,electrolysis_AEL,43830001.23350568
48,France,2050,IntercoIn,48383197.76264167
49,France,2050,Coal_p,-0.0
50,France,2050,TAC_H2,-0.0
51,France,2050,Solar,408784725.90149444
52,France,2050,WindOffShore,490983671.87300146
53,France,2050,IntercoOut,0.0
54,France,2050,CCG_H2,-0.0
55,France,2050,OldNuke,0.0
56,France,2050,HydroRiver,16174914.929847902
57,France,2050,TAC,-0.0
58,France,2050,WindOnShore,400871085.5559019
59,France,2050,CCG,626557.594959231
60,France,2050,curtailment,0.0
61,France,2050,NewNuke,618261555.8713715
62,France,2050,HydroReservoir,18054587.714725595
63,France,2050,electrolysis_AEL,22199268.020365857
