,AREA,YEAR_invest,STOCK_TECHNO,CmaxInvest_Dvar
0,France,2010,saltCavernH2_G,0.0
1,France,2010,Battery,-0.0
2,France,2020,saltCavernH2_G,5836.661763821679
3,France,2020,Battery,0.0
4,France,2030,saltCavernH2_G,32890.76088293466
5,France,2030,Battery,6654.813325073371
6,France,2040,saltCavernH2_G,24671.935850534253
7,France,2040,Battery,61064.09000588384
