,AREA,YEAR_op,TECHNOLOGIES,capacityCosts_Pvar
0,France,2020,IntercoIn,39411175.97501103
1,France,2020,Coal_p,322468392.8150172
2,France,2020,TAC_H2,-0.0
3,France,2020,Solar,3756154934.36366
4,France,2020,WindOffShore,521651672.7777252
5,France,2020,IntercoOut,0.0
6,France,2020,CCG_H2,-0.0
7,France,2020,OldNuke,0.0
8,France,2020,HydroRiver,988952605.6147187
9,France,2020,TAC,373885012.1302227
10,France,2020,WindOnShore,3106306821.368401
11,France,2020,CCG,206372341.2543111
12,France,2020,curtailment,0.0
13,France,2020,NewNuke,-0.0
14,France,2020,HydroReservoir,1348571734.9291618
15,France,2020,electrolysis_AEL,69438530.81355561
16,France,2030,IntercoIn,105940571.57241431
17,France,2030,Coal_p,12190617.41056558
18,France,2030,TAC_H2,-0.0
19,France,2030,Solar,1184943382.579789
20,France,2030,WindOffShore,1760426428.9812841
21,France,2030,IntercoOut,0.0
22,France,2030,CCG_H2,-0.0
23,France,2030,OldNuke,0.0
24,France,2030,HydroRiver,114857043.63577698
25,France,2030,TAC,39619506.58433813
26,France,2030,WindOnShore,1583066306.4288783
27,France,2030,CCG,67048395.75811069
28,France,2030,curtailment,0.0
29,France,2030,NewNuke,1024083548.1489782
30,France,2030,HydroReservoir,151428895.86747372
31,France,2030,electrolysis_AEL,159117283.4367673
32,France,2040,IntercoIn,117367812.42860183
33,France,2040,Coal_p,-0.0
34,France,2040,TAC_H2,26933999.882669576
35,France,2040,Solar,1756309723.4908779
36,France,2040,WindOffShore,2636488216.859984
37,France,2040,IntercoOut,0.0
38,France,2040,CCG_H2,-0.0
39,France,2040,OldNuke,0.0
40,France,2040,HydroRiver,117659229.01732048
41,France,2040,TAC,-0.0
42,France,2040,WindOnShore,1771883398.3818798
43,France,2040,CCG,10000552.267185938
44,France,2040,curtailment,0.0
45,France,2040,NewNuke,2157238706.779905
46,France,2040,HydroReservoir,147660885.8188783
47,France,2040,electrolysis_AEL,257296843.24557912
48,France,2050,IntercoIn,109798261.19256912
49,France,2050,Coal_p,-0.0
50,France,2050,TAC_H2,22095261.012585614
51,France,2050,Solar,1918335734.9632654
52,France,2050,WindOffShore,2550112813.2951946
53,France,2050,IntercoOut,0.0
54,France,2050,CCG_H2,-0.0
55,France,2050,OldNuke,0.0
56,France,2050,HydroRiver,106134573.84726097
57,France,2050,TAC,-0.0
58,France,2050,WindOnShore,2052912693.7197835
59,France,2050,CCG,8203936.050198612
60,France,2050,curtailment,0.0
61,France,2050,NewNuke,2149381723.499861
62,France,2050,HydroReservoir,130746381.99785681
63,France,2050,electrolysis_AEL,242191311.47387892
