,AREA,YEAR_op,TECHNOLOGIES,capacityCosts_Pvar
0,France,2020,IntercoIn,34748854.43835758
1,France,2020,Coal_p,90707886.44623828
2,France,2020,TAC_H2,-0.0
3,France,2020,Solar,1056577583.5778892
4,France,2020,WindOffShore,497324861.3117401
5,France,2020,IntercoOut,0.0
6,France,2020,CCG_H2,-0.0
7,France,2020,OldNuke,0.0
8,France,2020,HydroRiver,278184785.3915741
9,France,2020,TAC,105170987.23444033
10,France,2020,WindOnShore,873780291.954054
11,France,2020,CCG,101642746.25612414
12,France,2020,curtailment,0.0
13,France,2020,NewNuke,-0.0
14,France,2020,HydroReservoir,379342889.1703283
15,France,2020,electrolysis_AEL,74192008.39822939
16,France,2030,IntercoIn,121143941.93404216
17,France,2030,Coal_p,1472161.737732809
18,France,2030,TAC_H2,-0.0
19,France,2030,Solar,561939115.3466305
20,France,2030,WindOffShore,740631951.7068965
21,France,2030,IntercoOut,0.0
22,France,2030,CCG_H2,-0.0
23,France,2030,OldNuke,0.0
24,France,2030,HydroRiver,23060430.534432963
25,France,2030,TAC,4784525.647631629
26,France,2030,WindOnShore,531307665.38689744
27,France,2030,CCG,8096889.55753045
28,France,2030,curtailment,0.0
29,France,2030,NewNuke,839211525.7127597
30,France,2030,HydroReservoir,27476915.74763139
31,France,2030,electrolysis_AEL,51071484.362190515
32,France,2040,IntercoIn,61747890.0642079
33,France,2040,Coal_p,-0.0
34,France,2040,TAC_H2,-0.0
35,France,2040,Solar,382733125.815123
36,France,2040,WindOffShore,504435427.4897329
37,France,2040,IntercoOut,0.0
38,France,2040,CCG_H2,-0.0
39,France,2040,OldNuke,0.0
40,France,2040,HydroRiver,15809780.638712369
41,France,2040,TAC,-0.0
42,France,2040,WindOnShore,298761220.65192026
43,France,2040,CCG,518472.51427514286
44,France,2040,curtailment,0.0
45,France,2040,NewNuke,732317547.7993604
46,France,2040,HydroReservoir,17365198.181537796
47,France,2040,electrolysis_AEL,21339099.9093108
48,France,2050,IntercoIn,24799361.795103736
49,France,2050,Coal_p,-0.0
50,France,2050,TAC_H2,-0.0
51,France,2050,Solar,190748004.32732627
52,France,2050,WindOffShore,223403403.38868296
53,France,2050,IntercoOut,0.0
54,France,2050,CCG_H2,-0.0
55,France,2050,OldNuke,0.0
56,France,2050,HydroRiver,6921801.38149785
57,France,2050,TAC,-0.0
58,France,2050,WindOnShore,183496061.69057584
59,France,2050,CCG,182597.97219887853
60,France,2050,curtailment,0.0
61,France,2050,NewNuke,305516895.3519533
62,France,2050,HydroReservoir,7469595.298094485
63,France,2050,electrolysis_AEL,6917699.303851235
