,AREA,YEAR_op,TECHNOLOGIES,capacityCosts_Pvar
0,Marseille,2020,curtailment,0.0
1,Marseille,2020,SMR,9128548.42460624
2,Marseille,2020,WindOffShore_flot,-0.0
3,Marseille,2020,WindOnShore,-0.0
4,Marseille,2020,Solar,-0.0
5,Marseille,2030,curtailment,0.0
6,Marseille,2030,SMR,9517357.582438191
7,Marseille,2030,WindOffShore_flot,-0.0
8,Marseille,2030,WindOnShore,-0.0
9,Marseille,2030,Solar,-0.0
10,Marseille,2040,curtailment,0.0
11,Marseille,2040,SMR,11351899.66273959
12,Marseille,2040,WindOffShore_flot,-8.499652185536292e-20
13,Marseille,2040,WindOnShore,-3.3347235528406647e-10
14,Marseille,2040,Solar,-1.6510586834953334e-10
15,Marseille,2050,curtailment,0.0
16,Marseille,2050,SMR,17062065.716899958
17,Marseille,2050,WindOffShore_flot,3.1130705200027695e-20
18,Marseille,2050,WindOnShore,-2.2528197452386177e-10
19,Marseille,2050,Solar,-1.1153960871981421e-10
