,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,Marseille,2020,gazBio,-0.0
1,Marseille,2020,gaz,-0.0
2,Marseille,2020,gazNat,34330520.63839719
3,Marseille,2020,electricity,2.5533625573952067e-11
4,Marseille,2020,hydrogen,-0.0
5,Marseille,2030,gazBio,-0.0
6,Marseille,2030,gaz,-0.0
7,Marseille,2030,gazNat,59376643.85692931
8,Marseille,2030,electricity,-1.1446695239835762e-10
9,Marseille,2030,hydrogen,-0.0
10,Marseille,2040,gazBio,-0.0
11,Marseille,2040,gaz,-0.0
12,Marseille,2040,gazNat,51347689.60901571
13,Marseille,2040,electricity,-3.2540102730975125e-11
14,Marseille,2040,hydrogen,-0.0
15,Marseille,2050,gazBio,-0.0
16,Marseille,2050,gaz,-0.0
17,Marseille,2050,gazNat,38943385.37119455
18,Marseille,2050,electricity,-6.311838625942515e-12
19,Marseille,2050,hydrogen,-0.0
