,AREA,YEAR_op,TECHNOLOGIES,capacity_Pvar
0,Marseille,2020,curtailment,100000.0
1,Marseille,2020,SMR,411.0
2,Marseille,2020,WindOffShore_flot,0.0
3,Marseille,2020,WindOnShore,0.0
4,Marseille,2020,Solar,0.0
5,Marseille,2030,curtailment,-7.275957614183426e-12
6,Marseille,2030,SMR,525.3661772076151
7,Marseille,2030,WindOffShore_flot,0.0
8,Marseille,2030,WindOnShore,0.0
9,Marseille,2030,Solar,0.0
10,Marseille,2040,curtailment,100000.0
11,Marseille,2040,SMR,672.5131234869923
12,Marseille,2040,WindOffShore_flot,0.0
13,Marseille,2040,WindOnShore,0.0
14,Marseille,2040,Solar,0.0
15,Marseille,2050,curtailment,100000.0
16,Marseille,2050,SMR,755.0
17,Marseille,2050,WindOffShore_flot,0.0
18,Marseille,2050,WindOnShore,0.0
19,Marseille,2050,Solar,0.0
