,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,Marseille,2020,gazNat,16973953.579366397
1,Marseille,2020,gazBio,-0.0
2,Marseille,2020,electricity,-0.0
3,Marseille,2020,gaz,-0.0
4,Marseille,2020,hydrogen,-0.0
5,Marseille,2030,gazNat,18356364.81547088
6,Marseille,2030,gazBio,-0.0
7,Marseille,2030,electricity,-6.915720977083041e-12
8,Marseille,2030,gaz,-0.0
9,Marseille,2030,hydrogen,4.175484499642651e-12
10,Marseille,2040,gazNat,9925681.947435793
11,Marseille,2040,gazBio,-0.0
12,Marseille,2040,electricity,-0.0
13,Marseille,2040,gaz,-0.0
14,Marseille,2040,hydrogen,-0.0
15,Marseille,2050,gazNat,1887053.8484491874
16,Marseille,2050,gazBio,586572.3671357966
17,Marseille,2050,electricity,586446.9923606982
18,Marseille,2050,gaz,-0.0
19,Marseille,2050,hydrogen,1310087.1891519737
