,AREA,YEAR_invest,STOCK_TECHNO,CmaxInvest_Dvar
0,France,2010,saltCavernH2_G,0.0
1,France,2010,Battery,-0.0
2,France,2020,saltCavernH2_G,2604.563811322636
3,France,2020,Battery,0.0
4,France,2030,saltCavernH2_G,24777.645494693952
5,France,2030,Battery,3633.3453150050004
6,France,2040,saltCavernH2_G,20044.024397445468
7,France,2040,Battery,54938.86487292971
