,AREA,YEAR_op,STOCK_TECHNO,storageCosts_Pvar
0,France,2020,saltCavernH2_G,-0.0
1,France,2020,Battery,-0.0
2,France,2030,saltCavernH2_G,35086193.98056075
3,France,2030,Battery,-0.0
4,France,2040,saltCavernH2_G,219025452.5400103
5,France,2040,Battery,32100062.40695761
6,France,2050,saltCavernH2_G,371388987.9208387
7,France,2050,Battery,270559756.03464276
