,AREA,YEAR_op,HORAIRE,max_PS_Dvar
0,Marseille,2020,HCH,-0.0
1,Marseille,2020,HPH,0.0
2,Marseille,2020,HPE,-0.0
3,Marseille,2020,HCE,-0.0
4,Marseille,2020,P,0.0
5,Marseille,2030,HCH,-0.0
6,Marseille,2030,HPH,0.0
7,Marseille,2030,HPE,-0.0
8,Marseille,2030,HCE,-0.0
9,Marseille,2030,P,0.0
10,Marseille,2040,HCH,1472.8402350453273
11,Marseille,2040,HPH,1472.8402350453273
12,Marseille,2040,HPE,1472.8402350453273
13,Marseille,2040,HCE,1472.8402350453273
14,Marseille,2040,P,1427.17305098805
15,Marseille,2050,HCH,2669.634716149631
16,Marseille,2050,HPH,2669.634716149631
17,Marseille,2050,HPE,2669.634716149631
18,Marseille,2050,HCE,2669.634716149631
19,Marseille,2050,P,2641.2121582766868
