,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,Marseille,2020,hydrogen,-0.0
1,Marseille,2020,electricity,-0.0
2,Marseille,2020,gaz,-0.0
3,Marseille,2020,gazNat,34330520.63839719
4,Marseille,2020,gazBio,-0.0
5,Marseille,2030,hydrogen,-4.288643990373477e-11
6,Marseille,2030,electricity,1.580614081772466e-11
7,Marseille,2030,gaz,-0.0
8,Marseille,2030,gazNat,59780569.25625023
9,Marseille,2030,gazBio,-0.0
10,Marseille,2040,hydrogen,1700644.5749695613
11,Marseille,2040,electricity,4434524.229264173
12,Marseille,2040,gaz,-0.0
13,Marseille,2040,gazNat,23850846.341045372
14,Marseille,2040,gazBio,-0.0
15,Marseille,2050,hydrogen,16997325.227741614
16,Marseille,2050,electricity,4463962.815745213
17,Marseille,2050,gaz,-0.0
18,Marseille,2050,gazNat,-0.0
19,Marseille,2050,gazBio,-0.0
