,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,Marseille,2020,gazNat,29740001.985974006
1,Marseille,2020,gazBio,-0.0
2,Marseille,2020,electricity,-0.0
3,Marseille,2020,gaz,-0.0
4,Marseille,2020,hydrogen,-0.0
5,Marseille,2030,gazNat,48203726.4951778
6,Marseille,2030,gazBio,-0.0
7,Marseille,2030,electricity,-1.1965318167717088e-10
8,Marseille,2030,gaz,-0.0
9,Marseille,2030,hydrogen,1.950418764481678e-13
10,Marseille,2040,gazNat,37785896.800907016
11,Marseille,2040,gazBio,-0.0
12,Marseille,2040,electricity,17221.420053398626
13,Marseille,2040,gaz,-0.0
14,Marseille,2040,hydrogen,1042.672052708928
15,Marseille,2050,gazNat,12694602.826509433
16,Marseille,2050,gazBio,4113857.9051051387
17,Marseille,2050,electricity,1296335.2584871834
18,Marseille,2050,gaz,-0.0
19,Marseille,2050,hydrogen,538389.0599147181
