,AREA,YEAR_op,STOCK_TECHNO,storageCosts_Pvar
0,France,2020,saltCavernH2_G,-0.0
1,France,2020,Battery,-0.0
2,France,2030,saltCavernH2_G,33506240.24797515
3,France,2030,Battery,-0.0
4,France,2040,saltCavernH2_G,213657485.81717268
5,France,2040,Battery,32100062.40695761
6,France,2050,saltCavernH2_G,369907694.9684239
7,France,2050,Battery,272443369.778351
