YEAR_op,SMR w/o CCUS,SMR + CCUS 50%,SMR + CCUS 90%,feedBiogas,Alkaline electrolysis,PEM electrolysis,importsH2,importBM,curtailment,totalProd,carbon,total_carbon,costs,total_costs,scenario,order
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,scenario_15_PACA,0
2030,0.0,4602.207712339371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4602.207712339371,3.955095801526128,546065172.0247384,1.7632488452777928,243445123.03532845,scenario_15_PACA,0
2040,0.0,4602.207712339371,1289.0072494071433,0.0,0.0,0.0,0.0,0.0,0.0,5891.214961746515,3.2721132878352606,578301682.73474,1.9304748123499853,341185262.93373084,scenario_15_PACA,0
2050,3.082095898848874,3232.144532028501,1847.493702234152,0.0,1530.798586104514,0.0,0.28108373455840285,0.0,0.0,6613.800000000574,2.173169239451561,431187201.4765795,2.2473025391209323,445896285.9971793,scenario_15_PACA,0
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,scenario_20_PACA,1
2030,7.122842981137018e-17,4602.207712339371,0.0,0.0,-4.685728928384113e-16,-1.73405645258939e-16,-6.461385289702935e-18,0.0,0.0,4602.207712339371,3.955095801526128,546065172.0247384,1.9832488452777322,273819693.93675995,scenario_20_PACA,1
2040,0.0,5891.214961746644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5891.214961746644,3.954365267175497,698880474.7858666,2.14924666418505,379850223.1359309,scenario_20_PACA,1
2050,30.25691852161345,3916.228205505141,0.0,0.0,2659.088873024843,0.0,8.22600294853615,0.0,0.0,6613.800000000133,2.385940048425396,473403908.768286,2.4064470802679874,477472790.9843021,scenario_20_PACA,1
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,scenario_30_PACA,2
2030,145.35904309880706,4456.848669240472,0.0,0.0,4.212914274712615e-15,3.633761827710979e-16,1.9673390270005829e-16,0.0,0.0,4602.207712339279,4.1044479555258295,566685661.0744848,2.425049153966255,334817397.5755603,scenario_30_PACA,2
2040,287.28715228891826,3571.417693943815,7.888609052210118e-34,0.0,2024.842478047025,1.3851051116906404e-16,7.667637466555555,0.0,0.0,5891.214961746314,2.82658778956914,499561088.2979747,2.5003383939500043,441900928.67601043,scenario_30_PACA,2
2050,136.4452566602779,2678.5537856473998,0.0,493.3677796090665,3734.1098151232113,0.0,64.69114256923692,645.7876588175567,0.0,6613.800000000126,1.1237256355694107,222962898.25587332,2.688286631505838,533393703.7036096,scenario_30_PACA,2
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,scenario_40_PACA,3
2030,2267.667188676161,2334.5405236623133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4602.207712338474,6.285057336519161,867754180.3985398,2.8847646844048676,398288588.36549234,scenario_40_PACA,3
2040,614.4188699223341,1458.6144907258235,0.0,486.55368756845877,3782.463665146144,1.262177448353619e-32,35.71793595156124,629.0795152400275,0.0,5891.214961745864,1.1683761869674434,206494658.20830554,2.589239777092722,457613043.43068504,scenario_40_PACA,3
2050,552.910149672359,1235.749382989601,-8.526512829121202e-17,1101.8394571101476,4743.308656465697,-2.8421709430404014e-17,81.83181087231772,1432.3116773985005,0.0,6613.799999999975,8.690290770303466e-14,1.724275352898985e-05,2.8610098054212107,567664399.5328419,scenario_40_PACA,3
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,scenario_50_PACA,4
2030,3840.238619983648,606.9539889121965,0.0,346.7556357011253,149.59268779146976,-4.2547469207191635e-18,5.422415651475656,452.905320099429,0.0,4602.20771233879,7.101202709894375,980436296.3507103,3.2975001382172815,455273417.02625394,scenario_50_PACA,4
2040,1156.6801994013697,341.7799053513342,0.0,979.1980286564401,4366.542114190592,0.0,26.21274280255357,1266.0338148285286,0.0,5891.214961745849,0.4820016840259725,85187265.97561513,2.644193226197896,467325320.8777221,scenario_50_PACA,4
2050,1021.7475715076542,321.05848890160513,0.0,1165.5378829905421,5232.260156327098,0.0,38.73378326370237,1497.6401026872095,0.0,6613.800000000059,1.6822411219777496e-14,3.3378018997609615e-06,2.8952994460190506,574467944.2824291,scenario_50_PACA,4
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,scenario_60_PACA,5
2030,2334.5624170194214,5.364254155502881e-32,0.0,594.3708599060076,2211.54538091881,0.0,56.0999144004828,776.3211231425406,0.0,4602.207712338714,3.2856590037431617,453638556.2142575,3.4709738169693636,479224274.09346455,scenario_60_PACA,5
2040,1241.8950738825204,0.0,0.0,1074.199482851391,4564.261708961383,0.0,85.05817890206573,1388.8639778280613,0.0,5891.21496174597,0.2344979343321811,41444332.17708808,2.776097406157142,490637597.2325141,scenario_60_PACA,5
2050,1114.4726625775993,145.92549190674788,0.0,1179.1953207192792,5333.709707736534,0.0,19.692137778827405,1511.9589168463447,0.0,6613.799999999709,3.66734277868439e-15,7.276521500898525e-07,2.8886721062715357,573152987.2937353,scenario_60_PACA,5
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,scenario_70_PACA,6
2030,1719.5000849056014,0.0,0.0,975.1146306717059,2783.195674221754,0.0,99.51195321152461,1273.6191094487588,0.0,4602.20771233888,1.3865876991863446,191440938.09088856,3.5274176959044166,487017267.7419585,scenario_70_PACA,6
2040,1139.7044240260554,0.0,0.0,1037.6787959196863,4657.269749604111,0.0,94.24078811599166,1341.64531189616,0.0,5891.214961746158,0.1365616723209949,24135425.015355643,2.8195889838229373,498324144.2241701,scenario_70_PACA,6
2050,1154.0224849331341,87.66375954158559,0.0,1192.7650817107926,5352.452974344489,0.0,19.66078118081452,1528.289008460921,0.0,6613.800000000024,1.5490251345884354e-15,3.0734827305423096e-07,2.9018425198634636,575766181.7361914,scenario_70_PACA,6
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,scenario_80_PACA,7
2030,1569.5941871564894,1.262177448353619e-32,0.0,1101.2379891485896,2949.228829100414,0.0,83.38469608183385,1438.351659296117,0.0,4602.207712338737,0.8533902020338262,117824369.08303164,3.551792567338723,490382614.3810102,scenario_80_PACA,7
2040,1105.4251355397898,0.0,0.0,1062.1084956543627,4682.13227153422,0.0,103.6575546721319,1373.2311863005903,0.0,5891.214961746142,0.048515907103413074,8574529.13430939,2.8384322943629496,501654444.01363313,scenario_80_PACA,7
2050,1233.566271689732,0.0007006302340629153,0.0,1233.5669723199114,5360.8309596596355,0.0,19.40206802020456,1578.9657525946939,0.0,6613.7999999998065,0.0,-9.661750566269944e-12,2.9070466167097844,576798747.4078382,scenario_80_PACA,7
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,scenario_90_PACA,8
2030,1489.7734175449596,0.0,0.0,1205.6472339544523,3044.0821891807327,0.0,68.35210561315122,1574.72291781806,0.0,4602.2077123388435,0.4957822089727323,68450781.1732409,3.5637550902477675,492034234.8367526,scenario_90_PACA,8
2040,1091.2273536488913,0.0,0.0,1052.3929835076601,4696.622535416365,0.0,103.36507268073501,1360.669716050308,0.0,5891.214961745991,0.041792794613921,7386310.1076812595,2.8525739888863333,504153796.8844382,scenario_90_PACA,8
2050,1233.5662716897314,0.0007006302340625094,5.778868628794307e-21,1233.5669723199082,5360.830959659638,0.0,19.402068020204588,1578.9657525946895,0.0,6613.799999999808,1.6029952125083113e-20,3.1805669209461485e-12,2.910787018301805,577540895.4493176,scenario_90_PACA,8
