,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,Marseille,2020,gazNat,34330520.63839719
1,Marseille,2020,gazBio,-0.0
2,Marseille,2020,electricity,-0.0
3,Marseille,2020,hydrogen,-0.0
4,Marseille,2020,gaz,-0.0
5,Marseille,2030,gazNat,40581233.55138472
6,Marseille,2030,gazBio,-0.0
7,Marseille,2030,electricity,3070142.562970242
8,Marseille,2030,hydrogen,7774091.863169402
9,Marseille,2030,gaz,-0.0
10,Marseille,2040,gazNat,12542790.366309237
11,Marseille,2040,gazBio,5700597.687899077
12,Marseille,2040,electricity,4870055.3799808305
13,Marseille,2040,hydrogen,4235928.098706672
14,Marseille,2040,gaz,-0.0
15,Marseille,2050,gazNat,2079482.2710986142
16,Marseille,2050,gazBio,14790385.688989777
17,Marseille,2050,electricity,3030959.6343034473
18,Marseille,2050,hydrogen,169456.9480259397
19,Marseille,2050,gaz,-0.0
