YEAR_op,SMR w/o CCUS,SMR + CCUS 50%,SMR + CCUS 90%,feedBiogas,Alkaline electrolysis,PEM electrolysis,importsH2,importBM,curtailment,totalProd,carbon,total_carbon,costs,total_costs,scenario,order
2040,318.57362550151373,2749.313990091519,0.0,0.0,2809.085583825422,0.0,14.241762327936634,0.0,0.0,5891.214961746392,2.324448234727717,410814726.5469875,2.2952251557682524,405649943.3471587,scenario_0.22_PACA,6
2050,231.76958047440715,2301.8480438556335,0.0,325.2784182351511,4015.631091169136,0.0,64.55128450091064,420.09672885142317,0.0,6613.8000000000875,1.2563999205096021,249287333.82799548,2.5820675638925326,512318353.62217975,scenario_0.22_PACA,6
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,scenario_0.24_PACA,7
2030,977.8586921388355,3624.3490202003013,0.0,0.0,7.652229762390128e-16,5.624177031468413e-16,-4.7331654313260716e-33,0.0,0.0,4602.207712339137,4.959816931115356,684783231.9650798,2.298540879662637,317350876.9053052,scenario_0.24_PACA,7
2040,368.52896842008727,2427.3163496486,0.0,0.0,3075.4836395542156,0.0,19.886004123413663,0.0,0.0,5891.214961746317,2.1831541719441745,385842915.6466924,2.2525826113124277,398113451.4700009,scenario_0.24_PACA,7
2050,283.5135648733646,2078.564546492163,0.0,319.2454361194947,4180.989926341981,0.0,70.73196229255144,410.06343308279844,0.0,6613.80000000006,1.20146584416425,238387644.0040077,2.5701382025305,509951401.3168913,scenario_0.24_PACA,7
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,scenario_0.26_PACA,8
2030,1162.995661510985,3439.212050827426,0.0,0.0,-1.2101351492043606e-14,-1.8337989465337993e-15,-1.3076482721174868e-17,0.0,0.0,4602.2077123384115,5.150039737838689,711046578.0099152,2.301001714837294,317690635.1438432,scenario_0.26_PACA,8
2040,390.2744041109988,2201.7463578870343,-2.2737367544323275e-16,0.0,3282.2908441105933,-1.1368683772161606e-16,16.903355637599915,0.0,0.0,5891.2149617462255,2.064428673378335,364859792.64193076,2.2182062605086985,392037897.30443966,scenario_0.26_PACA,8
2050,305.5922707242218,1913.982242752891,0.0,312.50335898181766,4315.232552135555,0.0,78.99293438743659,400.2807430270304,0.0,6613.800000000104,1.142368633960434,226661930.1386291,2.554636386963874,506875624.08305806,scenario_0.26_PACA,8
2020,3595.237309288123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3595.237309288123,8.684437659033595,936678428.4583316,1.5305402159638466,165079658.63397366,scenario_0.28_PACA,9
2030,1403.6745816530047,3198.533130685068,0.0,0.0,2.914968580896973e-15,-2.288196547488533e-15,-2.3351725687674922e-17,0.0,0.0,4602.207712338073,5.39733027016041,745189049.8610393,2.3042008119924744,318132322.4318225,scenario_0.28_PACA,9
2040,425.42370195453117,1992.6259175829641,0.0,0.0,3452.949273381089,0.0,20.216068827447717,0.0,0.0,5891.214961746032,1.9764832530417444,349316631.35879976,2.1806067793373143,385392698.52350444,scenario_0.28_PACA,9
2050,352.05835647467666,1761.3687255468549,0.0,306.8132427730311,4416.778437575328,2.3838564247772343e-17,83.59448040310124,392.7209507494798,0.0,6613.799999999961,1.1200158540070706,222226825.6569576,2.5368858928333724,503353677.5406378,scenario_0.28_PACA,9
