,AREA,YEAR_invest,STOCK_TECHNO,CmaxInvest_Dvar
0,France,2010,saltCavernH2_G,0.0
1,France,2010,Battery,-0.0
2,France,2020,saltCavernH2_G,2810.6532116287635
3,France,2020,Battery,0.0
4,France,2030,saltCavernH2_G,26808.357672234004
5,France,2030,Battery,3633.3453150050004
6,France,2040,saltCavernH2_G,21458.327319652286
7,France,2040,Battery,59655.52279081223
