,AREA,YEAR_op,HORAIRE,max_PS_Dvar
0,Marseille,2020,HCH,-0.0
1,Marseille,2020,HPH,0.0
2,Marseille,2020,HPE,-0.0
3,Marseille,2020,HCE,-0.0
4,Marseille,2020,P,0.0
5,Marseille,2030,HCH,-0.0
6,Marseille,2030,HPH,0.0
7,Marseille,2030,HPE,-0.0
8,Marseille,2030,HCE,-0.0
9,Marseille,2030,P,0.0
10,Marseille,2040,HCH,681.7867895299138
11,Marseille,2040,HPH,681.7867895299138
12,Marseille,2040,HPE,681.7867895299138
13,Marseille,2040,HCE,681.7867895299138
14,Marseille,2040,P,681.589840581755
15,Marseille,2050,HCH,2575.234885233244
16,Marseille,2050,HPH,2575.234885233244
17,Marseille,2050,HPE,2580.5940353947744
18,Marseille,2050,HCE,2580.5940353947744
19,Marseille,2050,P,2173.358230606405
