,AREA,YEAR_op,HORAIRE,max_PS_Dvar
0,Marseille,2020,HCE,-0.0
1,Marseille,2020,P,0.0
2,Marseille,2020,HCH,-0.0
3,Marseille,2020,HPE,-0.0
4,Marseille,2020,HPH,0.0
5,Marseille,2030,HCE,1290.8573725773506
6,Marseille,2030,P,1270.0073725773507
7,Marseille,2030,HCH,1290.8573725773506
8,Marseille,2030,HPE,1290.8573725773506
9,Marseille,2030,HPH,1290.8573725773506
10,Marseille,2040,HCE,2693.211091642839
11,Marseille,2040,P,2648.361091642839
12,Marseille,2040,HCH,2693.211091642839
13,Marseille,2040,HPE,2693.211091642839
14,Marseille,2040,HPH,2693.211091642839
15,Marseille,2050,HCE,2757.61206246628
16,Marseille,2050,P,2747.019248148291
17,Marseille,2050,HCH,2757.61206246628
18,Marseille,2050,HPE,2757.61206246628
19,Marseille,2050,HPH,2757.61206246628
