,AREA,YEAR_op,TECHNOLOGIES,capacityCosts_Pvar
0,France,2020,IntercoIn,62938886.99891589
1,France,2020,Coal_p,208761420.571481
2,France,2020,TAC_H2,-0.0
3,France,2020,Solar,2431680925.8083
4,France,2020,WindOffShore,504828553.6298417
5,France,2020,IntercoOut,0.0
6,France,2020,CCG_H2,-0.0
7,France,2020,OldNuke,0.0
8,France,2020,HydroRiver,640233757.5590811
9,France,2020,TAC,242047803.75937614
10,France,2020,WindOnShore,2010978561.6469564
11,France,2020,CCG,133602498.99476692
12,France,2020,curtailment,0.0
13,France,2020,NewNuke,-0.0
14,France,2020,HydroReservoir,873046033.0351106
15,France,2020,electrolysis_AEL,71008643.19041146
16,France,2030,IntercoIn,147026581.92593825
17,France,2030,Coal_p,5906055.433955237
18,France,2030,TAC_H2,-0.0
19,France,2030,Solar,908890258.5337107
20,France,2030,WindOffShore,1286671904.3723779
21,France,2030,IntercoOut,0.0
22,France,2030,CCG_H2,-0.0
23,France,2030,OldNuke,0.0
24,France,2030,HydroRiver,62781716.95712174
25,France,2030,TAC,19194680.16035452
26,France,2030,WindOnShore,1038852358.9832704
27,France,2030,CCG,32483304.886753805
28,France,2030,curtailment,0.0
29,France,2030,NewNuke,1047831039.3599558
30,France,2030,HydroReservoir,80499883.25898746
31,France,2030,electrolysis_AEL,95379798.91592188
32,France,2040,IntercoIn,119943736.50305122
33,France,2040,Coal_p,-0.0
34,France,2040,TAC_H2,-0.0
35,France,2040,Solar,1041361535.1337392
36,France,2040,WindOffShore,1473104900.918603
37,France,2040,IntercoOut,0.0
38,France,2040,CCG_H2,-0.0
39,France,2040,OldNuke,0.0
40,France,2040,HydroRiver,55801790.19371456
41,France,2040,TAC,-0.0
42,France,2040,WindOnShore,929602701.3841913
43,France,2040,CCG,3625805.70705154
44,France,2040,curtailment,0.0
45,France,2040,NewNuke,1616043008.8171835
46,France,2040,HydroReservoir,66679207.31486918
47,France,2040,electrolysis_AEL,103361027.32305409
48,France,2050,IntercoIn,83971662.83721831
49,France,2050,Coal_p,-0.0
50,France,2050,TAC_H2,-0.0
51,France,2050,Solar,877963305.624377
52,France,2050,WindOffShore,1097561234.0783465
53,France,2050,IntercoOut,0.0
54,France,2050,CCG_H2,-0.0
55,France,2050,OldNuke,0.0
56,France,2050,HydroRiver,39555303.43790884
57,France,2050,TAC,-0.0
58,France,2050,WindOnShore,889597621.4895115
59,France,2050,CCG,2225930.1783226635
60,France,2050,curtailment,0.0
61,France,2050,NewNuke,1186862474.0325177
62,France,2050,HydroReservoir,46233093.97287684
63,France,2050,electrolysis_AEL,73515454.06439415
