,AREA,YEAR_invest,STOCK_TECHNO,PmaxInvest_Dvar
0,France,2010,saltCavernH2_G,0.0
1,France,2010,Battery,0.0
2,France,2020,saltCavernH2_G,1740.0405451828287
3,France,2020,Battery,-0.0
4,France,2030,saltCavernH2_G,2763.6146196887394
5,France,2030,Battery,1000.0
6,France,2040,saltCavernH2_G,3325.5804283040316
7,France,2040,Battery,7700.0
