,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,Marseille,2020,gazNat,14800970.80108161
1,Marseille,2020,gazBio,-0.0
2,Marseille,2020,electricity,-0.0
3,Marseille,2020,gaz,-0.0
4,Marseille,2020,hydrogen,-0.0
5,Marseille,2030,gazNat,14609387.210197879
6,Marseille,2030,gazBio,-0.0
7,Marseille,2030,electricity,-5.234425438777305e-13
8,Marseille,2030,gaz,-0.0
9,Marseille,2030,hydrogen,-2.962565313356466e-12
10,Marseille,2040,gazNat,7210141.73752342
11,Marseille,2040,gazBio,-0.0
12,Marseille,2040,electricity,-0.0
13,Marseille,2040,gaz,-0.0
14,Marseille,2040,hydrogen,-0.0
15,Marseille,2050,gazNat,1047397.0374513166
16,Marseille,2050,gazBio,300536.0375641778
17,Marseille,2050,electricity,509808.4286622517
18,Marseille,2050,gaz,-0.0
19,Marseille,2050,hydrogen,1810043.6304451537
