,YEAR_op,HORAIRE,max_PS_Dvar
0,2040,P,0.0
1,2040,HPE,0.0
2,2040,HCE,0.0
3,2040,HCH,0.0
4,2040,HPH,0.0
5,2050,P,0.0
6,2050,HPE,0.0
7,2050,HCE,0.0
8,2050,HCH,0.0
9,2050,HPH,0.0
10,2020,P,0.0
11,2020,HPE,0.0
12,2020,HCE,0.0
13,2020,HCH,0.0
14,2020,HPH,0.0
15,2030,P,0.0
16,2030,HPE,0.0
17,2030,HCE,0.0
18,2030,HCH,0.0
19,2030,HPH,0.0
