,YEAR_op,STOCK_TECHNO,Pmax_Pvar
0,2040,saltCavernH2_G,2400.0
1,2040,Battery,1000.0
2,2050,saltCavernH2_G,8289.52008564348
3,2050,Battery,8700.0
4,2020,saltCavernH2_G,0.0
5,2020,Battery,0.0
6,2030,saltCavernH2_G,1825.0
7,2030,Battery,0.0
