,YEAR_op,STOCK_TECHNO,Cmax_Pvar
0,2040,saltCavernH2_G,12846.89162200508
1,2040,Battery,2208.1133914623265
2,2050,saltCavernH2_G,65591.31577486536
3,2050,Battery,47622.44346816417
4,2020,saltCavernH2_G,0.0
5,2020,Battery,0.0
6,2030,saltCavernH2_G,3808.5931283412506
7,2030,Battery,0.0
