,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,Marseille,2020,gazNat,45938615.55683697
1,Marseille,2020,gazBio,-0.0
2,Marseille,2020,electricity,-0.0
3,Marseille,2020,gaz,-0.0
4,Marseille,2020,hydrogen,-0.0
5,Marseille,2030,gazNat,98751551.18684341
6,Marseille,2030,gazBio,-0.0
7,Marseille,2030,electricity,-2.0815011873783126e-11
8,Marseille,2030,gaz,-0.0
9,Marseille,2030,hydrogen,6.0596260574596935e-12
10,Marseille,2040,gazNat,53433352.189806595
11,Marseille,2040,gazBio,-0.0
12,Marseille,2040,electricity,5546492.882988101
13,Marseille,2040,gaz,-0.0
14,Marseille,2040,hydrogen,301782.4295181761
15,Marseille,2050,gazNat,20976735.64983392
16,Marseille,2050,gazBio,8858832.602357414
17,Marseille,2050,electricity,4137330.2558619315
18,Marseille,2050,gaz,-0.0
19,Marseille,2050,hydrogen,1205414.6200721408
