,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,Marseille,2020,gaz,-0.0
1,Marseille,2020,electricity,-0.0
2,Marseille,2020,hydrogen,-0.0
3,Marseille,2020,gazBio,-0.0
4,Marseille,2020,gazNat,34330520.63839719
5,Marseille,2030,gaz,-0.0
6,Marseille,2030,electricity,-1.4455681305144531e-10
7,Marseille,2030,hydrogen,-6.16505607005198e-11
8,Marseille,2030,gazBio,-0.0
9,Marseille,2030,gazNat,59780569.25625023
10,Marseille,2040,gaz,-0.0
11,Marseille,2040,electricity,3994014.237787731
12,Marseille,2040,hydrogen,28485754.72908044
13,Marseille,2040,gazBio,-0.0
14,Marseille,2040,gazNat,17862184.327900924
15,Marseille,2050,gaz,-0.0
16,Marseille,2050,electricity,1807448.424243283
17,Marseille,2050,hydrogen,42457620.97675701
18,Marseille,2050,gazBio,-0.0
19,Marseille,2050,gazNat,1.859277908345352e-11
