,AREA,YEAR_op,HORAIRE,max_PS_Dvar
0,Marseille,2020,HCE,0.0
1,Marseille,2020,P,0.0
2,Marseille,2020,HCH,0.0
3,Marseille,2020,HPE,0.0
4,Marseille,2020,HPH,0.0
5,Marseille,2030,HCE,1304.1073725773506
6,Marseille,2030,P,1276.5447347561565
7,Marseille,2030,HCH,1304.1073725773506
8,Marseille,2030,HPE,1304.1073725773506
9,Marseille,2030,HPH,1304.1073725773506
10,Marseille,2040,HCE,2701.12249255599
11,Marseille,2040,P,2649.6724925559897
12,Marseille,2040,HCH,2701.12249255599
13,Marseille,2040,HPE,2701.12249255599
14,Marseille,2040,HPH,2701.12249255599
15,Marseille,2050,HCE,2760.761382451075
16,Marseille,2050,P,2602.7156833405706
17,Marseille,2050,HCH,2760.761382451075
18,Marseille,2050,HPE,2760.761382451075
19,Marseille,2050,HPH,2760.761382451075
