,AREA,YEAR_invest,TECHNOLOGIES,TECHNOLOGIES,transInvest_Dvar
161,Marseille,2020,SMR + CCS1,curtailment,0.0
162,Marseille,2020,SMR + CCS1,CCS1,0.0
163,Marseille,2020,SMR + CCS1,CCS2,0.0
164,Marseille,2020,SMR + CCS1,WindOffShore_flot,0.0
165,Marseille,2020,electrolysis_AEL,SMR,0.0
166,Marseille,2020,electrolysis_AEL,electrolysis_PEMEL,0.0
167,Marseille,2020,electrolysis_AEL,WindOnShore,0.0
168,Marseille,2020,electrolysis_AEL,SMR + CCS1,0.0
169,Marseille,2020,electrolysis_AEL,electrolysis_AEL,0.0
170,Marseille,2020,electrolysis_AEL,SMR + CCS2,0.0
171,Marseille,2020,electrolysis_AEL,Solar,0.0
172,Marseille,2020,electrolysis_AEL,curtailment,0.0
173,Marseille,2020,electrolysis_AEL,CCS1,0.0
174,Marseille,2020,electrolysis_AEL,CCS2,0.0
175,Marseille,2020,electrolysis_AEL,WindOffShore_flot,0.0
176,Marseille,2020,SMR + CCS2,SMR,0.0
177,Marseille,2020,SMR + CCS2,electrolysis_PEMEL,0.0
178,Marseille,2020,SMR + CCS2,WindOnShore,0.0
179,Marseille,2020,SMR + CCS2,SMR + CCS1,0.0
180,Marseille,2020,SMR + CCS2,electrolysis_AEL,0.0
181,Marseille,2020,SMR + CCS2,SMR + CCS2,0.0
182,Marseille,2020,SMR + CCS2,Solar,0.0
183,Marseille,2020,SMR + CCS2,curtailment,0.0
184,Marseille,2020,SMR + CCS2,CCS1,0.0
185,Marseille,2020,SMR + CCS2,CCS2,0.0
186,Marseille,2020,SMR + CCS2,WindOffShore_flot,0.0
187,Marseille,2020,Solar,SMR,0.0
188,Marseille,2020,Solar,electrolysis_PEMEL,0.0
189,Marseille,2020,Solar,WindOnShore,0.0
190,Marseille,2020,Solar,SMR + CCS1,0.0
191,Marseille,2020,Solar,electrolysis_AEL,0.0
192,Marseille,2020,Solar,SMR + CCS2,0.0
193,Marseille,2020,Solar,Solar,0.0
194,Marseille,2020,Solar,curtailment,0.0
195,Marseille,2020,Solar,CCS1,0.0
196,Marseille,2020,Solar,CCS2,0.0
197,Marseille,2020,Solar,WindOffShore_flot,0.0
198,Marseille,2020,curtailment,SMR,0.0
199,Marseille,2020,curtailment,electrolysis_PEMEL,0.0
200,Marseille,2020,curtailment,WindOnShore,0.0
201,Marseille,2020,curtailment,SMR + CCS1,0.0
202,Marseille,2020,curtailment,electrolysis_AEL,0.0
203,Marseille,2020,curtailment,SMR + CCS2,0.0
204,Marseille,2020,curtailment,Solar,0.0
205,Marseille,2020,curtailment,curtailment,0.0
206,Marseille,2020,curtailment,CCS1,0.0
207,Marseille,2020,curtailment,CCS2,0.0
208,Marseille,2020,curtailment,WindOffShore_flot,0.0
209,Marseille,2020,CCS1,SMR,0.0
210,Marseille,2020,CCS1,electrolysis_PEMEL,0.0
211,Marseille,2020,CCS1,WindOnShore,0.0
212,Marseille,2020,CCS1,SMR + CCS1,0.0
213,Marseille,2020,CCS1,electrolysis_AEL,0.0
214,Marseille,2020,CCS1,SMR + CCS2,0.0
215,Marseille,2020,CCS1,Solar,0.0
216,Marseille,2020,CCS1,curtailment,0.0
217,Marseille,2020,CCS1,CCS1,0.0
218,Marseille,2020,CCS1,CCS2,0.0
219,Marseille,2020,CCS1,WindOffShore_flot,0.0
220,Marseille,2020,CCS2,SMR,0.0
221,Marseille,2020,CCS2,electrolysis_PEMEL,0.0
222,Marseille,2020,CCS2,WindOnShore,0.0
223,Marseille,2020,CCS2,SMR + CCS1,0.0
224,Marseille,2020,CCS2,electrolysis_AEL,0.0
225,Marseille,2020,CCS2,SMR + CCS2,0.0
226,Marseille,2020,CCS2,Solar,0.0
227,Marseille,2020,CCS2,curtailment,0.0
228,Marseille,2020,CCS2,CCS1,0.0
229,Marseille,2020,CCS2,CCS2,0.0
230,Marseille,2020,CCS2,WindOffShore_flot,0.0
231,Marseille,2020,WindOffShore_flot,SMR,0.0
232,Marseille,2020,WindOffShore_flot,electrolysis_PEMEL,0.0
233,Marseille,2020,WindOffShore_flot,WindOnShore,0.0
234,Marseille,2020,WindOffShore_flot,SMR + CCS1,0.0
235,Marseille,2020,WindOffShore_flot,electrolysis_AEL,0.0
236,Marseille,2020,WindOffShore_flot,SMR + CCS2,0.0
237,Marseille,2020,WindOffShore_flot,Solar,0.0
238,Marseille,2020,WindOffShore_flot,curtailment,0.0
239,Marseille,2020,WindOffShore_flot,CCS1,0.0
240,Marseille,2020,WindOffShore_flot,CCS2,0.0
241,Marseille,2020,WindOffShore_flot,WindOffShore_flot,0.0
242,Marseille,2030,SMR,SMR,0.0
243,Marseille,2030,SMR,electrolysis_PEMEL,0.0
244,Marseille,2030,SMR,WindOnShore,0.0
245,Marseille,2030,SMR,SMR + CCS1,0.0
246,Marseille,2030,SMR,electrolysis_AEL,0.0
