,AREA,YEAR_invest,STOCK_TECHNO,CmaxInvest_Dvar
0,France,2010,saltCavernH2_G,0.0
1,France,2010,Battery,-0.0
2,France,2020,saltCavernH2_G,2640.8148798175184
3,France,2020,Battery,0.0
4,France,2030,saltCavernH2_G,24742.131400633072
5,France,2030,Battery,3633.3453150050004
6,France,2040,saltCavernH2_G,20847.05371954941
7,France,2040,Battery,57755.7044368961
