,AREA,YEAR_op,STOCK_TECHNO,Cmax_Pvar
0,Marseille,2020,Battery,0.0
1,Marseille,2020,tankH2_G,0.0
2,Marseille,2020,saltCavernH2_G,0.0
3,Marseille,2030,Battery,0.0
4,Marseille,2030,tankH2_G,6.111678502821856e-14
5,Marseille,2030,saltCavernH2_G,0.0
6,Marseille,2040,Battery,0.0
7,Marseille,2040,tankH2_G,4057.8655254457503
8,Marseille,2040,saltCavernH2_G,0.0
9,Marseille,2050,Battery,-1.6474702728724815e-13
10,Marseille,2050,tankH2_G,7025.03638634739
11,Marseille,2050,saltCavernH2_G,0.0
