,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,Marseille,2020,gazNat,34330520.63839719
1,Marseille,2020,gazBio,-0.0
2,Marseille,2020,electricity,-0.0
3,Marseille,2020,hydrogen,-0.0
4,Marseille,2020,gaz,-0.0
5,Marseille,2030,gazNat,18143641.585430708
6,Marseille,2030,gazBio,-0.0
7,Marseille,2030,electricity,-0.0
8,Marseille,2030,hydrogen,61275475.89727659
9,Marseille,2030,gaz,-0.0
10,Marseille,2040,gazNat,1037112.6759235745
11,Marseille,2040,gazBio,-0.0
12,Marseille,2040,electricity,1490530.6229559588
13,Marseille,2040,hydrogen,49776139.549832486
14,Marseille,2040,gaz,-0.0
15,Marseille,2050,gazNat,-0.0
16,Marseille,2050,gazBio,-0.0
17,Marseille,2050,electricity,1667973.4346508041
18,Marseille,2050,hydrogen,28508750.164423607
19,Marseille,2050,gaz,-0.0
