TIMESTAMP,RESOURCES,importCost,emission
2109,gazNat,15.62,203.5
2110,gazNat,15.62,203.5
2111,gazNat,15.62,203.5
2112,gazNat,15.62,203.5
2113,gazNat,15.62,203.5
2114,gazNat,16.58,203.5
2115,gazNat,16.58,203.5
2116,gazNat,16.58,203.5
2117,gazNat,16.58,203.5
2118,gazNat,16.58,203.5
2119,gazNat,16.58,203.5
2120,gazNat,16.58,203.5
2121,gazNat,16.58,203.5
2122,gazNat,16.58,203.5
2123,gazNat,16.58,203.5
2124,gazNat,16.58,203.5
2125,gazNat,16.58,203.5
2126,gazNat,16.58,203.5
2127,gazNat,16.58,203.5
2128,gazNat,16.58,203.5
2129,gazNat,16.58,203.5
2130,gazNat,16.58,203.5
2131,gazNat,16.58,203.5
2132,gazNat,16.58,203.5
2133,gazNat,16.58,203.5
2134,gazNat,16.58,203.5
2135,gazNat,16.58,203.5
2136,gazNat,16.58,203.5
2137,gazNat,16.58,203.5
2138,gazNat,16.58,203.5
2139,gazNat,16.58,203.5
2140,gazNat,16.58,203.5
2141,gazNat,16.58,203.5
2142,gazNat,16.58,203.5
2143,gazNat,16.58,203.5
2144,gazNat,16.58,203.5
2145,gazNat,16.58,203.5
2146,gazNat,16.58,203.5
2147,gazNat,16.58,203.5
2148,gazNat,16.58,203.5
2149,gazNat,16.58,203.5
2150,gazNat,16.58,203.5
2151,gazNat,16.58,203.5
2152,gazNat,16.58,203.5
2153,gazNat,16.58,203.5
2154,gazNat,16.58,203.5
2155,gazNat,16.58,203.5
2156,gazNat,16.58,203.5
2157,gazNat,16.58,203.5
2158,gazNat,16.58,203.5
2159,gazNat,16.58,203.5
2160,gazNat,16.58,203.5
2161,gazNat,16.58,203.5
2162,gazNat,16.05,203.5
2163,gazNat,16.05,203.5
2164,gazNat,16.05,203.5
2165,gazNat,16.05,203.5
2166,gazNat,16.05,203.5
2167,gazNat,16.05,203.5
2168,gazNat,16.05,203.5
2169,gazNat,16.05,203.5
2170,gazNat,16.05,203.5
2171,gazNat,16.05,203.5
2172,gazNat,16.05,203.5
2173,gazNat,16.05,203.5
2174,gazNat,16.05,203.5
2175,gazNat,16.05,203.5
2176,gazNat,16.05,203.5
2177,gazNat,16.05,203.5
2178,gazNat,16.05,203.5
2179,gazNat,16.05,203.5
2180,gazNat,16.05,203.5
2181,gazNat,16.05,203.5
2182,gazNat,16.05,203.5
2183,gazNat,16.05,203.5
2184,gazNat,16.05,203.5
2185,gazNat,16.05,203.5
2186,gazNat,16.05,203.5
2187,gazNat,16.05,203.5
2188,gazNat,16.05,203.5
2189,gazNat,16.05,203.5
2190,gazNat,16.05,203.5
2191,gazNat,16.05,203.5
2192,gazNat,16.05,203.5
2193,gazNat,16.05,203.5
2194,gazNat,16.05,203.5
2195,gazNat,16.05,203.5
2196,gazNat,16.05,203.5
2197,gazNat,16.05,203.5
2198,gazNat,16.05,203.5
2199,gazNat,16.05,203.5
2200,gazNat,16.05,203.5
2201,gazNat,16.05,203.5
2202,gazNat,16.05,203.5
2203,gazNat,16.05,203.5
2204,gazNat,16.05,203.5
2205,gazNat,16.05,203.5
2206,gazNat,16.05,203.5
2207,gazNat,16.05,203.5
2208,gazNat,16.05,203.5
2209,gazNat,16.05,203.5
2210,gazNat,16.69,203.5
2211,gazNat,16.69,203.5
2212,gazNat,16.69,203.5
2213,gazNat,16.69,203.5
2214,gazNat,16.69,203.5
2215,gazNat,16.69,203.5
2216,gazNat,16.69,203.5
2217,gazNat,16.69,203.5
2218,gazNat,16.69,203.5
2219,gazNat,16.69,203.5
2220,gazNat,16.69,203.5
2221,gazNat,16.69,203.5
2222,gazNat,16.69,203.5
2223,gazNat,16.69,203.5
2224,gazNat,16.69,203.5
2225,gazNat,16.69,203.5
2226,gazNat,16.69,203.5
2227,gazNat,16.69,203.5
2228,gazNat,16.69,203.5
2229,gazNat,16.69,203.5
2230,gazNat,16.69,203.5
2231,gazNat,16.69,203.5
2232,gazNat,16.69,203.5
2233,gazNat,16.69,203.5
2234,gazNat,16.69,203.5
2235,gazNat,16.69,203.5
2236,gazNat,16.69,203.5
2237,gazNat,16.69,203.5
2238,gazNat,16.69,203.5
2239,gazNat,16.69,203.5
2240,gazNat,16.69,203.5
2241,gazNat,16.69,203.5
2242,gazNat,16.69,203.5
2243,gazNat,16.69,203.5
2244,gazNat,16.69,203.5
2245,gazNat,16.69,203.5
2246,gazNat,16.69,203.5
2247,gazNat,16.69,203.5
2248,gazNat,16.69,203.5
2249,gazNat,16.69,203.5
2250,gazNat,16.69,203.5
2251,gazNat,16.69,203.5
2252,gazNat,16.69,203.5
2253,gazNat,16.69,203.5
2254,gazNat,16.69,203.5
2255,gazNat,16.69,203.5
2256,gazNat,16.69,203.5
2257,gazNat,16.69,203.5
2258,gazNat,16.36,203.5
2259,gazNat,16.36,203.5
2260,gazNat,16.36,203.5
2261,gazNat,16.36,203.5
2262,gazNat,16.36,203.5
2263,gazNat,16.36,203.5
2264,gazNat,16.36,203.5
2265,gazNat,16.36,203.5
2266,gazNat,16.36,203.5
2267,gazNat,16.36,203.5
2268,gazNat,16.36,203.5
2269,gazNat,16.36,203.5
2270,gazNat,16.36,203.5
2271,gazNat,16.36,203.5
2272,gazNat,16.36,203.5
2273,gazNat,16.36,203.5
2274,gazNat,16.36,203.5
2275,gazNat,16.36,203.5
2276,gazNat,16.36,203.5
2277,gazNat,16.36,203.5
2278,gazNat,16.36,203.5
2279,gazNat,16.36,203.5
2280,gazNat,16.36,203.5
2281,gazNat,16.36,203.5
2282,gazNat,16.36,203.5
2283,gazNat,16.36,203.5
2284,gazNat,16.36,203.5
2285,gazNat,16.36,203.5
2286,gazNat,16.36,203.5
2287,gazNat,16.36,203.5
2288,gazNat,16.36,203.5
2289,gazNat,16.36,203.5
2290,gazNat,16.36,203.5
2291,gazNat,16.36,203.5
2292,gazNat,16.36,203.5
2293,gazNat,16.36,203.5
2294,gazNat,16.36,203.5
2295,gazNat,16.36,203.5
2296,gazNat,16.36,203.5
2297,gazNat,16.36,203.5
2298,gazNat,16.36,203.5
2299,gazNat,16.36,203.5
2300,gazNat,16.36,203.5
2301,gazNat,16.36,203.5
2302,gazNat,16.36,203.5
2303,gazNat,16.36,203.5
2304,gazNat,16.36,203.5
2305,gazNat,16.36,203.5
2306,gazNat,15.67,203.5
2307,gazNat,15.67,203.5
2308,gazNat,15.67,203.5
2309,gazNat,15.67,203.5
2310,gazNat,15.67,203.5
2311,gazNat,15.67,203.5
2312,gazNat,15.67,203.5
2313,gazNat,15.67,203.5
2314,gazNat,15.67,203.5
2315,gazNat,15.67,203.5
2316,gazNat,15.67,203.5
2317,gazNat,15.67,203.5
2318,gazNat,15.67,203.5
2319,gazNat,15.67,203.5
2320,gazNat,15.67,203.5
2321,gazNat,15.67,203.5
2322,gazNat,15.67,203.5
2323,gazNat,15.67,203.5
2324,gazNat,15.67,203.5
2325,gazNat,15.67,203.5
2326,gazNat,15.67,203.5
2327,gazNat,15.67,203.5
2328,gazNat,15.67,203.5
2329,gazNat,15.67,203.5
2330,gazNat,15.67,203.5
2331,gazNat,15.67,203.5
2332,gazNat,15.67,203.5
2333,gazNat,15.67,203.5
2334,gazNat,15.67,203.5
2335,gazNat,15.67,203.5
2336,gazNat,15.67,203.5
2337,gazNat,15.67,203.5
2338,gazNat,15.67,203.5
2339,gazNat,15.67,203.5
2340,gazNat,15.67,203.5
2341,gazNat,15.67,203.5
2342,gazNat,15.67,203.5
2343,gazNat,15.67,203.5
2344,gazNat,15.67,203.5
2345,gazNat,15.67,203.5
2346,gazNat,15.67,203.5
2347,gazNat,15.67,203.5
2348,gazNat,15.67,203.5
2349,gazNat,15.67,203.5
2350,gazNat,15.67,203.5
2351,gazNat,15.67,203.5
2352,gazNat,15.67,203.5
2353,gazNat,15.67,203.5
2354,gazNat,15.19,203.5
2355,gazNat,15.19,203.5
2356,gazNat,15.19,203.5
2357,gazNat,15.19,203.5
2358,gazNat,15.19,203.5
2359,gazNat,15.19,203.5
2360,gazNat,15.19,203.5
2361,gazNat,15.19,203.5
2362,gazNat,15.19,203.5
2363,gazNat,15.19,203.5
2364,gazNat,15.19,203.5
2365,gazNat,15.19,203.5
2366,gazNat,15.19,203.5
2367,gazNat,15.19,203.5
2368,gazNat,15.19,203.5
2369,gazNat,15.19,203.5
2370,gazNat,15.19,203.5
2371,gazNat,15.19,203.5
2372,gazNat,15.19,203.5
2373,gazNat,15.19,203.5
2374,gazNat,15.19,203.5
2375,gazNat,15.19,203.5
2376,gazNat,15.19,203.5
2377,gazNat,15.19,203.5
2378,gazNat,15.19,203.5
2379,gazNat,15.19,203.5
2380,gazNat,15.19,203.5
2381,gazNat,15.19,203.5
2382,gazNat,15.19,203.5
2383,gazNat,15.19,203.5
2384,gazNat,15.19,203.5
2385,gazNat,15.19,203.5
2386,gazNat,15.19,203.5
2387,gazNat,15.19,203.5
2388,gazNat,15.19,203.5
2389,gazNat,15.19,203.5
2390,gazNat,15.19,203.5
2391,gazNat,15.19,203.5
2392,gazNat,15.19,203.5
2393,gazNat,15.19,203.5
2394,gazNat,15.19,203.5
2395,gazNat,15.19,203.5
2396,gazNat,15.19,203.5
2397,gazNat,15.19,203.5
2398,gazNat,15.19,203.5
2399,gazNat,15.19,203.5
2400,gazNat,15.19,203.5
2401,gazNat,15.19,203.5
2402,gazNat,14.54,203.5
2403,gazNat,14.54,203.5
2404,gazNat,14.54,203.5
2405,gazNat,14.54,203.5
2406,gazNat,14.54,203.5
2407,gazNat,14.54,203.5
2408,gazNat,14.54,203.5
2409,gazNat,14.54,203.5
2410,gazNat,14.54,203.5
2411,gazNat,14.54,203.5
2412,gazNat,14.54,203.5
2413,gazNat,14.54,203.5
2414,gazNat,14.54,203.5
2415,gazNat,14.54,203.5
2416,gazNat,14.54,203.5
2417,gazNat,14.54,203.5
2418,gazNat,14.54,203.5
2419,gazNat,14.54,203.5
2420,gazNat,14.54,203.5
2421,gazNat,14.54,203.5
2422,gazNat,14.54,203.5
2423,gazNat,14.54,203.5
2424,gazNat,14.54,203.5
2425,gazNat,14.54,203.5
2426,gazNat,14.54,203.5
2427,gazNat,14.54,203.5
2428,gazNat,14.54,203.5
2429,gazNat,14.54,203.5
2430,gazNat,14.54,203.5
2431,gazNat,14.54,203.5
2432,gazNat,14.54,203.5
2433,gazNat,14.54,203.5
2434,gazNat,14.54,203.5
2435,gazNat,14.54,203.5
2436,gazNat,14.54,203.5
2437,gazNat,14.54,203.5
2438,gazNat,14.54,203.5
2439,gazNat,14.54,203.5
2440,gazNat,14.54,203.5
2441,gazNat,14.54,203.5
2442,gazNat,14.54,203.5
2443,gazNat,14.54,203.5
2444,gazNat,14.54,203.5
2445,gazNat,14.54,203.5
2446,gazNat,14.54,203.5
2447,gazNat,14.54,203.5
2448,gazNat,14.54,203.5
2449,gazNat,14.54,203.5
2450,gazNat,15.35,203.5
2451,gazNat,15.35,203.5
2452,gazNat,15.35,203.5
2453,gazNat,15.35,203.5
2454,gazNat,15.35,203.5
2455,gazNat,15.35,203.5
2456,gazNat,15.35,203.5
2457,gazNat,15.35,203.5
2458,gazNat,15.35,203.5
2459,gazNat,15.35,203.5
2460,gazNat,15.35,203.5
2461,gazNat,15.35,203.5
2462,gazNat,15.35,203.5
2463,gazNat,15.35,203.5
2464,gazNat,15.35,203.5
2465,gazNat,15.35,203.5
2466,gazNat,15.35,203.5
2467,gazNat,15.35,203.5
2468,gazNat,15.35,203.5
2469,gazNat,15.35,203.5
2470,gazNat,15.35,203.5
2471,gazNat,15.35,203.5
2472,gazNat,15.35,203.5
2473,gazNat,15.35,203.5
2474,gazNat,15.35,203.5
2475,gazNat,15.35,203.5
2476,gazNat,15.35,203.5
2477,gazNat,15.35,203.5
2478,gazNat,15.35,203.5
2479,gazNat,15.35,203.5
2480,gazNat,15.35,203.5
2481,gazNat,15.35,203.5
2482,gazNat,15.35,203.5
2483,gazNat,15.35,203.5
2484,gazNat,15.35,203.5
2485,gazNat,15.35,203.5
2486,gazNat,15.35,203.5
2487,gazNat,15.35,203.5
2488,gazNat,15.35,203.5
2489,gazNat,15.35,203.5
2490,gazNat,15.35,203.5
2491,gazNat,15.35,203.5
2492,gazNat,15.35,203.5
2493,gazNat,15.35,203.5
2494,gazNat,15.35,203.5
2495,gazNat,15.35,203.5
2496,gazNat,15.35,203.5
2497,gazNat,15.35,203.5
2498,gazNat,15.35,203.5
2499,gazNat,15.35,203.5
2500,gazNat,15.35,203.5
2501,gazNat,15.35,203.5
2502,gazNat,15.35,203.5
2503,gazNat,15.35,203.5
2504,gazNat,15.35,203.5
2505,gazNat,15.35,203.5
2506,gazNat,15.35,203.5
2507,gazNat,15.35,203.5
2508,gazNat,15.35,203.5
2509,gazNat,15.35,203.5
2510,gazNat,15.35,203.5
2511,gazNat,15.35,203.5
2512,gazNat,15.35,203.5
2513,gazNat,15.35,203.5
2514,gazNat,15.35,203.5
2515,gazNat,15.35,203.5
2516,gazNat,15.35,203.5
2517,gazNat,15.35,203.5
2518,gazNat,15.35,203.5
2519,gazNat,15.35,203.5
2520,gazNat,15.35,203.5
2521,gazNat,15.35,203.5
2522,gazNat,15.35,203.5
2523,gazNat,15.35,203.5
2524,gazNat,15.35,203.5
2525,gazNat,15.35,203.5
2526,gazNat,15.35,203.5
2527,gazNat,15.35,203.5
2528,gazNat,15.35,203.5
2529,gazNat,15.35,203.5
2530,gazNat,15.35,203.5
2531,gazNat,15.35,203.5
2532,gazNat,15.35,203.5
2533,gazNat,15.35,203.5
2534,gazNat,15.35,203.5
2535,gazNat,15.35,203.5
2536,gazNat,15.35,203.5
2537,gazNat,15.35,203.5
2538,gazNat,15.35,203.5
2539,gazNat,15.35,203.5
2540,gazNat,15.35,203.5
2541,gazNat,15.35,203.5
2542,gazNat,15.35,203.5
2543,gazNat,15.35,203.5
2544,gazNat,15.35,203.5
2545,gazNat,15.35,203.5
2546,gazNat,14.38,203.5
2547,gazNat,14.38,203.5
2548,gazNat,14.38,203.5
2549,gazNat,14.38,203.5
2550,gazNat,14.38,203.5
2551,gazNat,14.38,203.5
2552,gazNat,14.38,203.5
2553,gazNat,14.38,203.5
2554,gazNat,14.38,203.5
2555,gazNat,14.38,203.5
2556,gazNat,14.38,203.5
2557,gazNat,14.38,203.5
2558,gazNat,14.38,203.5
2559,gazNat,14.38,203.5
2560,gazNat,14.38,203.5
2561,gazNat,14.38,203.5
2562,gazNat,14.38,203.5
2563,gazNat,14.38,203.5
2564,gazNat,14.38,203.5
2565,gazNat,14.38,203.5
2566,gazNat,14.38,203.5
2567,gazNat,14.38,203.5
2568,gazNat,14.38,203.5
2569,gazNat,14.38,203.5
2570,gazNat,14.38,203.5
2571,gazNat,14.38,203.5
2572,gazNat,14.38,203.5
2573,gazNat,14.38,203.5
2574,gazNat,14.38,203.5
2575,gazNat,14.38,203.5
2576,gazNat,14.38,203.5
2577,gazNat,14.38,203.5
2578,gazNat,14.38,203.5
2579,gazNat,14.38,203.5
2580,gazNat,14.38,203.5
2581,gazNat,14.38,203.5
2582,gazNat,14.38,203.5
2583,gazNat,14.38,203.5
2584,gazNat,14.38,203.5
2585,gazNat,14.38,203.5
2586,gazNat,14.38,203.5
2587,gazNat,14.38,203.5
2588,gazNat,14.38,203.5
2589,gazNat,14.38,203.5
2590,gazNat,14.38,203.5
2591,gazNat,14.38,203.5
2592,gazNat,14.38,203.5
2593,gazNat,14.38,203.5
2594,gazNat,14.38,203.5
2595,gazNat,14.38,203.5
2596,gazNat,14.38,203.5
2597,gazNat,14.38,203.5
2598,gazNat,14.38,203.5
2599,gazNat,14.38,203.5
2600,gazNat,14.38,203.5
2601,gazNat,14.38,203.5
2602,gazNat,14.38,203.5
2603,gazNat,14.38,203.5
2604,gazNat,14.38,203.5
2605,gazNat,14.38,203.5
2606,gazNat,14.38,203.5
2607,gazNat,14.38,203.5
2608,gazNat,14.38,203.5
2609,gazNat,14.38,203.5
2610,gazNat,14.38,203.5
2611,gazNat,14.38,203.5
2612,gazNat,14.38,203.5
2613,gazNat,14.38,203.5
2614,gazNat,14.38,203.5
2615,gazNat,14.38,203.5
2616,gazNat,14.38,203.5
2617,gazNat,14.38,203.5
2618,gazNat,14.68,203.5
2619,gazNat,14.68,203.5
2620,gazNat,14.68,203.5
2621,gazNat,14.68,203.5
2622,gazNat,14.68,203.5
2623,gazNat,14.68,203.5
2624,gazNat,14.68,203.5
2625,gazNat,14.68,203.5
2626,gazNat,14.68,203.5
2627,gazNat,14.68,203.5
2628,gazNat,14.68,203.5
2629,gazNat,14.68,203.5
2630,gazNat,14.68,203.5
2631,gazNat,14.68,203.5
2632,gazNat,14.68,203.5
2633,gazNat,14.68,203.5
2634,gazNat,14.68,203.5
2635,gazNat,14.68,203.5
2636,gazNat,14.68,203.5
2637,gazNat,14.68,203.5
2638,gazNat,14.68,203.5
2639,gazNat,14.68,203.5
2640,gazNat,14.68,203.5
2641,gazNat,14.68,203.5
2642,gazNat,14.68,203.5
2643,gazNat,14.68,203.5
2644,gazNat,14.68,203.5
2645,gazNat,14.68,203.5
2646,gazNat,14.68,203.5
2647,gazNat,14.68,203.5
2648,gazNat,14.68,203.5
2649,gazNat,14.68,203.5
2650,gazNat,14.68,203.5
2651,gazNat,14.68,203.5
2652,gazNat,14.68,203.5
2653,gazNat,14.68,203.5
2654,gazNat,14.68,203.5
2655,gazNat,14.68,203.5
2656,gazNat,14.68,203.5
2657,gazNat,14.68,203.5
2658,gazNat,14.68,203.5
2659,gazNat,14.68,203.5
2660,gazNat,14.68,203.5
2661,gazNat,14.68,203.5
2662,gazNat,14.68,203.5
2663,gazNat,14.68,203.5
2664,gazNat,14.68,203.5
2665,gazNat,14.68,203.5
2666,gazNat,14.54,203.5
2667,gazNat,14.54,203.5
2668,gazNat,14.54,203.5
2669,gazNat,14.54,203.5
2670,gazNat,14.54,203.5
2671,gazNat,14.54,203.5
2672,gazNat,14.54,203.5
2673,gazNat,14.54,203.5
2674,gazNat,14.54,203.5
2675,gazNat,14.54,203.5
2676,gazNat,14.54,203.5
2677,gazNat,14.54,203.5
2678,gazNat,14.54,203.5
2679,gazNat,14.54,203.5
2680,gazNat,14.54,203.5
2681,gazNat,14.54,203.5
2682,gazNat,14.54,203.5
2683,gazNat,14.54,203.5
2684,gazNat,14.54,203.5
2685,gazNat,14.54,203.5
2686,gazNat,14.54,203.5
2687,gazNat,14.54,203.5
2688,gazNat,14.54,203.5
2689,gazNat,14.54,203.5
2690,gazNat,14.54,203.5
2691,gazNat,14.54,203.5
2692,gazNat,14.54,203.5
2693,gazNat,14.54,203.5
2694,gazNat,14.54,203.5
2695,gazNat,14.54,203.5
2696,gazNat,14.54,203.5
2697,gazNat,14.54,203.5
2698,gazNat,14.54,203.5
2699,gazNat,14.54,203.5
2700,gazNat,14.54,203.5
2701,gazNat,14.54,203.5
2702,gazNat,14.54,203.5
2703,gazNat,14.54,203.5
2704,gazNat,14.54,203.5
2705,gazNat,14.54,203.5
2706,gazNat,14.54,203.5
2707,gazNat,14.54,203.5
2708,gazNat,14.54,203.5
2709,gazNat,14.54,203.5
2710,gazNat,14.54,203.5
2711,gazNat,14.54,203.5
2712,gazNat,14.54,203.5
2713,gazNat,14.54,203.5
2714,gazNat,14.12,203.5
2715,gazNat,14.12,203.5
2716,gazNat,14.12,203.5
2717,gazNat,14.12,203.5
2718,gazNat,14.12,203.5
2719,gazNat,14.12,203.5
2720,gazNat,14.12,203.5
2721,gazNat,14.12,203.5
2722,gazNat,14.12,203.5
2723,gazNat,14.12,203.5
2724,gazNat,14.12,203.5
2725,gazNat,14.12,203.5
2726,gazNat,14.12,203.5
2727,gazNat,14.12,203.5
2728,gazNat,14.12,203.5
2729,gazNat,14.12,203.5
2730,gazNat,14.12,203.5
2731,gazNat,14.12,203.5
2732,gazNat,14.12,203.5
2733,gazNat,14.12,203.5
2734,gazNat,14.12,203.5
2735,gazNat,14.12,203.5
2736,gazNat,14.12,203.5
2737,gazNat,14.12,203.5
2738,gazNat,14.12,203.5
2739,gazNat,14.12,203.5
2740,gazNat,14.12,203.5
2741,gazNat,14.12,203.5
2742,gazNat,14.12,203.5
2743,gazNat,14.12,203.5
2744,gazNat,14.12,203.5
2745,gazNat,14.12,203.5
2746,gazNat,14.12,203.5
2747,gazNat,14.12,203.5
2748,gazNat,14.12,203.5
2749,gazNat,14.12,203.5
2750,gazNat,14.12,203.5
2751,gazNat,14.12,203.5
2752,gazNat,14.12,203.5
2753,gazNat,14.12,203.5
2754,gazNat,14.12,203.5
2755,gazNat,14.12,203.5
2756,gazNat,14.12,203.5
2757,gazNat,14.12,203.5
2758,gazNat,14.12,203.5
2759,gazNat,14.12,203.5
2760,gazNat,14.12,203.5
2761,gazNat,14.12,203.5
2762,gazNat,14.38,203.5
2763,gazNat,14.38,203.5
2764,gazNat,14.38,203.5
2765,gazNat,14.38,203.5
2766,gazNat,14.38,203.5
2767,gazNat,14.38,203.5
2768,gazNat,14.38,203.5
2769,gazNat,14.38,203.5
2770,gazNat,14.38,203.5
2771,gazNat,14.38,203.5
2772,gazNat,14.38,203.5
2773,gazNat,14.38,203.5
2774,gazNat,14.38,203.5
2775,gazNat,14.38,203.5
2776,gazNat,14.38,203.5
2777,gazNat,14.38,203.5
2778,gazNat,14.38,203.5
2779,gazNat,14.38,203.5
2780,gazNat,14.38,203.5
2781,gazNat,14.38,203.5
2782,gazNat,14.38,203.5
2783,gazNat,14.38,203.5
2784,gazNat,14.38,203.5
2785,gazNat,14.38,203.5
2786,gazNat,14.38,203.5
2787,gazNat,14.38,203.5
2788,gazNat,14.38,203.5
2789,gazNat,14.38,203.5
2790,gazNat,14.38,203.5
2791,gazNat,14.38,203.5
2792,gazNat,14.38,203.5
2793,gazNat,14.38,203.5
2794,gazNat,14.38,203.5
2795,gazNat,14.38,203.5
2796,gazNat,14.38,203.5
2797,gazNat,14.38,203.5
2798,gazNat,14.38,203.5
2799,gazNat,14.38,203.5
2800,gazNat,14.38,203.5
2801,gazNat,14.38,203.5
2802,gazNat,14.38,203.5
2803,gazNat,14.38,203.5
2804,gazNat,14.38,203.5
2805,gazNat,14.38,203.5
2806,gazNat,14.38,203.5
2807,gazNat,14.38,203.5
2808,gazNat,14.38,203.5
2809,gazNat,14.38,203.5
2810,gazNat,14.38,203.5
2811,gazNat,14.38,203.5
2812,gazNat,14.38,203.5
2813,gazNat,14.38,203.5
2814,gazNat,14.38,203.5
2815,gazNat,14.38,203.5
2816,gazNat,14.38,203.5
2817,gazNat,14.38,203.5
2818,gazNat,14.38,203.5
2819,gazNat,14.38,203.5
2820,gazNat,14.38,203.5
2821,gazNat,14.38,203.5
2822,gazNat,14.38,203.5
2823,gazNat,14.38,203.5
2824,gazNat,14.38,203.5
2825,gazNat,14.38,203.5
2826,gazNat,14.38,203.5
2827,gazNat,14.38,203.5
2828,gazNat,14.38,203.5
2829,gazNat,14.38,203.5
2830,gazNat,14.38,203.5
2831,gazNat,14.38,203.5
2832,gazNat,14.38,203.5
2833,gazNat,14.38,203.5
2834,gazNat,14.45,203.5
2835,gazNat,14.45,203.5
2836,gazNat,14.45,203.5
2837,gazNat,14.45,203.5
2838,gazNat,14.45,203.5
2839,gazNat,14.45,203.5
2840,gazNat,14.45,203.5
2841,gazNat,14.45,203.5
2842,gazNat,14.45,203.5
2843,gazNat,14.45,203.5
2844,gazNat,14.45,203.5
2845,gazNat,14.45,203.5
2846,gazNat,14.45,203.5
2847,gazNat,14.45,203.5
2848,gazNat,14.45,203.5
2849,gazNat,14.45,203.5
2850,gazNat,14.45,203.5
2851,gazNat,14.45,203.5
2852,gazNat,14.45,203.5
2853,gazNat,14.45,203.5
2854,gazNat,14.45,203.5
2855,gazNat,14.45,203.5
2856,gazNat,14.45,203.5
2857,gazNat,14.45,203.5
2858,gazNat,14.45,203.5
2859,gazNat,14.45,203.5
2860,gazNat,14.45,203.5
2861,gazNat,14.45,203.5
2862,gazNat,14.45,203.5
2863,gazNat,14.45,203.5
2864,gazNat,14.45,203.5
2865,gazNat,14.45,203.5
2866,gazNat,14.45,203.5
2867,gazNat,14.45,203.5
2868,gazNat,14.45,203.5
2869,gazNat,14.45,203.5
2870,gazNat,14.45,203.5
2871,gazNat,14.45,203.5
2872,gazNat,14.45,203.5
2873,gazNat,14.45,203.5
2874,gazNat,14.45,203.5
2875,gazNat,14.45,203.5
2876,gazNat,14.45,203.5
2877,gazNat,14.45,203.5
2878,gazNat,14.45,203.5
2879,gazNat,14.45,203.5
2880,gazNat,14.45,203.5
2881,gazNat,14.45,203.5
2882,gazNat,14.6,203.5
2883,gazNat,14.6,203.5
2884,gazNat,14.6,203.5
2885,gazNat,14.6,203.5
2886,gazNat,14.6,203.5
2887,gazNat,14.6,203.5
2888,gazNat,14.6,203.5
2889,gazNat,14.6,203.5
2890,gazNat,14.6,203.5
2891,gazNat,14.6,203.5
2892,gazNat,14.6,203.5
2893,gazNat,14.6,203.5
2894,gazNat,14.6,203.5
2895,gazNat,14.6,203.5
2896,gazNat,14.6,203.5
2897,gazNat,14.6,203.5
2898,gazNat,14.6,203.5
2899,gazNat,14.6,203.5
2900,gazNat,14.6,203.5
2901,gazNat,14.6,203.5
2902,gazNat,14.6,203.5
2903,gazNat,14.6,203.5
2904,gazNat,14.6,203.5
2905,gazNat,14.6,203.5
2906,gazNat,14.6,203.5
2907,gazNat,14.6,203.5
2908,gazNat,14.6,203.5
2909,gazNat,14.6,203.5
2910,gazNat,14.6,203.5
2911,gazNat,14.6,203.5
2912,gazNat,14.6,203.5
2913,gazNat,14.6,203.5
2914,gazNat,14.6,203.5
2915,gazNat,14.6,203.5
2916,gazNat,14.6,203.5
2917,gazNat,14.6,203.5
2918,gazNat,14.6,203.5
2919,gazNat,14.6,203.5
2920,gazNat,14.6,203.5
2921,gazNat,14.6,203.5
2922,gazNat,14.6,203.5
2923,gazNat,14.6,203.5
2924,gazNat,14.6,203.5
2925,gazNat,14.6,203.5
2926,gazNat,14.6,203.5
2927,gazNat,14.6,203.5
2928,gazNat,14.6,203.5
2929,gazNat,14.6,203.5
2930,gazNat,14.6,203.5
2931,gazNat,14.6,203.5
2932,gazNat,14.6,203.5
2933,gazNat,14.6,203.5
2934,gazNat,14.6,203.5
2935,gazNat,14.6,203.5
2936,gazNat,14.6,203.5
2937,gazNat,14.6,203.5
2938,gazNat,14.6,203.5
2939,gazNat,14.6,203.5
2940,gazNat,14.6,203.5
2941,gazNat,14.6,203.5
2942,gazNat,14.6,203.5
2943,gazNat,14.6,203.5
2944,gazNat,14.6,203.5
2945,gazNat,14.6,203.5
2946,gazNat,14.6,203.5
2947,gazNat,14.6,203.5
2948,gazNat,14.6,203.5
2949,gazNat,14.6,203.5
2950,gazNat,14.6,203.5
2951,gazNat,14.6,203.5
2952,gazNat,14.6,203.5
2953,gazNat,14.6,203.5
2954,gazNat,14.6,203.5
2955,gazNat,14.6,203.5
2956,gazNat,14.6,203.5
2957,gazNat,14.6,203.5
2958,gazNat,14.6,203.5
2959,gazNat,14.6,203.5
2960,gazNat,14.6,203.5
2961,gazNat,14.6,203.5
2962,gazNat,14.6,203.5
2963,gazNat,14.6,203.5
2964,gazNat,14.6,203.5
2965,gazNat,14.6,203.5
2966,gazNat,14.6,203.5
2967,gazNat,14.6,203.5
2968,gazNat,14.6,203.5
2969,gazNat,14.6,203.5
2970,gazNat,14.6,203.5
2971,gazNat,14.6,203.5
2972,gazNat,14.6,203.5
2973,gazNat,14.6,203.5
2974,gazNat,14.6,203.5
2975,gazNat,14.6,203.5
2976,gazNat,14.6,203.5
2977,gazNat,14.6,203.5
2978,gazNat,14.17,203.5
2979,gazNat,14.17,203.5
2980,gazNat,14.17,203.5
2981,gazNat,14.17,203.5
