TIMESTAMP,RESOURCES,areaConsumption
2152,electricity,53265
2153,electricity,51833
2154,electricity,52090
2155,electricity,54966
2156,electricity,58664
2157,electricity,62758
2158,electricity,61591
2159,electricity,65763
2160,electricity,65691
2161,electricity,65691
2162,electricity,58849
2163,electricity,56568
2164,electricity,55969
2165,electricity,56937
2166,electricity,58371
2167,electricity,58596
2168,electricity,60813
2169,electricity,62881
2170,electricity,63590
2171,electricity,63916
2172,electricity,64709
2173,electricity,60473
2174,electricity,57151
2175,electricity,54703
2176,electricity,53668
2177,electricity,54548
2178,electricity,58233
2179,electricity,60956
2180,electricity,63904
2181,electricity,61613
2182,electricity,64835
2183,electricity,64209
2184,electricity,59974
2185,electricity,59843
2186,electricity,58112
2187,electricity,56220
2188,electricity,56924
2189,electricity,61437
2190,electricity,69969
2191,electricity,73472
2192,electricity,75506
2193,electricity,75455
2194,electricity,74189
2195,electricity,73491
2196,electricity,72177
2197,electricity,69836
2198,electricity,66944
2199,electricity,64513
2200,electricity,62781
2201,electricity,62761
2202,electricity,65792
2203,electricity,66237
2204,electricity,67857
2205,electricity,64791
2206,electricity,67701
2207,electricity,67019
2208,electricity,62418
2209,electricity,61809
2210,electricity,60066
2211,electricity,58192
2212,electricity,58640
2213,electricity,62820
2214,electricity,70402
2215,electricity,74240
2216,electricity,75218
2217,electricity,74251
2218,electricity,72793
2219,electricity,71826
2220,electricity,70500
2221,electricity,68243
2222,electricity,65812
2223,electricity,63545
2224,electricity,62053
2225,electricity,62450
2226,electricity,65450
2227,electricity,66209
2228,electricity,67648
2229,electricity,64552
2230,electricity,67329
2231,electricity,66529
2232,electricity,62051
2233,electricity,61684
2234,electricity,59611
2235,electricity,57606
2236,electricity,57850
2237,electricity,61755
2238,electricity,69671
2239,electricity,73562
2240,electricity,74822
2241,electricity,75142
2242,electricity,74282
2243,electricity,73952
2244,electricity,73335
2245,electricity,72014
2246,electricity,69464
2247,electricity,68133
2248,electricity,66914
2249,electricity,67873
2250,electricity,70999
2251,electricity,70598
2252,electricity,70197
2253,electricity,66399
2254,electricity,69013
2255,electricity,67895
2256,electricity,63407
2257,electricity,62557
2258,electricity,60359
2259,electricity,58141
2260,electricity,58436
2261,electricity,62307
2262,electricity,69881
2263,electricity,73221
2264,electricity,74954
2265,electricity,75548
2266,electricity,75071
2267,electricity,75051
2268,electricity,74446
2269,electricity,72362
2270,electricity,69756
2271,electricity,67773
2272,electricity,66404
2273,electricity,66926
2274,electricity,69238
2275,electricity,69026
2276,electricity,69512
2277,electricity,66839
2278,electricity,69975
2279,electricity,68578
2280,electricity,63488
2281,electricity,62292
2282,electricity,59470
2283,electricity,57034
2284,electricity,56241
2285,electricity,57331
2286,electricity,59729
2287,electricity,61305
2288,electricity,65316
2289,electricity,67496
2290,electricity,67406
2291,electricity,67855
2292,electricity,69068
2293,electricity,65637
2294,electricity,63019
2295,electricity,60891
2296,electricity,60209
2297,electricity,60952
2298,electricity,63513
2299,electricity,64050
2300,electricity,64847
2301,electricity,62847
2302,electricity,66690
2303,electricity,66600
2304,electricity,62419
2305,electricity,61397
2306,electricity,58924
2307,electricity,56182
2308,electricity,54916
2309,electricity,55521
2310,electricity,56487
2311,electricity,57035
2312,electricity,59597
2313,electricity,61466
2314,electricity,61695
2315,electricity,61671
2316,electricity,62139
2317,electricity,57560
2318,electricity,54151
2319,electricity,51681
2320,electricity,50460
2321,electricity,51451
2322,electricity,55397
2323,electricity,58587
2324,electricity,61188
2325,electricity,59279
2326,electricity,62568
2327,electricity,61916
2328,electricity,57927
2329,electricity,57503
2330,electricity,55496
2331,electricity,53316
2332,electricity,53754
2333,electricity,58170
2334,electricity,65876
2335,electricity,69784
2336,electricity,71750
2337,electricity,72179
2338,electricity,71358
2339,electricity,71103
2340,electricity,70522
2341,electricity,68804
2342,electricity,66461
2343,electricity,64568
2344,electricity,62830
2345,electricity,62561
2346,electricity,65548
2347,electricity,65214
2348,electricity,65858
2349,electricity,62670
2350,electricity,65351
2351,electricity,64442
2352,electricity,59629
2353,electricity,59005
2354,electricity,56807
2355,electricity,54531
2356,electricity,54810
2357,electricity,58641
2358,electricity,66090
2359,electricity,69676
2360,electricity,71045
2361,electricity,71301
2362,electricity,70646
2363,electricity,70706
2364,electricity,69877
2365,electricity,68339
2366,electricity,66054
2367,electricity,63893
2368,electricity,62354
2369,electricity,62066
2370,electricity,64352
2371,electricity,63946
2372,electricity,64239
2373,electricity,61446
2374,electricity,64055
2375,electricity,63195
2376,electricity,58301
2377,electricity,57327
2378,electricity,55148
2379,electricity,53039
2380,electricity,53167
2381,electricity,56820
2382,electricity,63362
2383,electricity,66613
2384,electricity,68905
2385,electricity,68976
2386,electricity,68279
2387,electricity,68380
2388,electricity,67550
2389,electricity,65837
2390,electricity,63863
2391,electricity,61933
2392,electricity,60811
2393,electricity,61013
2394,electricity,63697
2395,electricity,62973
2396,electricity,62574
2397,electricity,59446
2398,electricity,61967
2399,electricity,60717
2400,electricity,56071
2401,electricity,55186
2402,electricity,52648
2403,electricity,50120
2404,electricity,50103
2405,electricity,53612
2406,electricity,60496
2407,electricity,63756
2408,electricity,65462
2409,electricity,65885
2410,electricity,65666
2411,electricity,65546
2412,electricity,65018
2413,electricity,63536
2414,electricity,61857
2415,electricity,60272
2416,electricity,59222
2417,electricity,59474
2418,electricity,62364
2419,electricity,61371
2420,electricity,60733
2421,electricity,57888
2422,electricity,60387
2423,electricity,59362
2424,electricity,54829
2425,electricity,53859
2426,electricity,51641
2427,electricity,49660
2428,electricity,50018
2429,electricity,53660
2430,electricity,60173
2431,electricity,63761
2432,electricity,65166
2433,electricity,65162
2434,electricity,64639
2435,electricity,64497
2436,electricity,63674
2437,electricity,61462
2438,electricity,59347
2439,electricity,57619
2440,electricity,55990
2441,electricity,56059
2442,electricity,57860
2443,electricity,57197
2444,electricity,58211
2445,electricity,56679
2446,electricity,59715
2447,electricity,59070
2448,electricity,53727
2449,electricity,52289
2450,electricity,49975
2451,electricity,47298
2452,electricity,46695
2453,electricity,47938
2454,electricity,49493
2455,electricity,51387
2456,electricity,54274
2457,electricity,55794
2458,electricity,55265
2459,electricity,55360
2460,electricity,56523
2461,electricity,53348
2462,electricity,51084
2463,electricity,48837
2464,electricity,47701
2465,electricity,48419
2466,electricity,50532
2467,electricity,50735
2468,electricity,51873
2469,electricity,50440
2470,electricity,54103
2471,electricity,54064
2472,electricity,49455
2473,electricity,48281
2474,electricity,45309
2475,electricity,42311
2476,electricity,41305
2477,electricity,41674
2478,electricity,41747
2479,electricity,42655
2480,electricity,45060
2481,electricity,46455
2482,electricity,46799
2483,electricity,47016
2484,electricity,48127
2485,electricity,44049
2486,electricity,41513
2487,electricity,39652
2488,electricity,38444
2489,electricity,38750
2490,electricity,41507
2491,electricity,43408
2492,electricity,46413
2493,electricity,45923
2494,electricity,48769
2495,electricity,48156
2496,electricity,44072
2497,electricity,43083
2498,electricity,40904
2499,electricity,39008
2500,electricity,39595
2501,electricity,43455
2502,electricity,49018
2503,electricity,52966
2504,electricity,55421
2505,electricity,56254
2506,electricity,56380
2507,electricity,57055
2508,electricity,56676
2509,electricity,55406
2510,electricity,53542
2511,electricity,51987
2512,electricity,50331
2513,electricity,49763
2514,electricity,51820
2515,electricity,51214
2516,electricity,51556
2517,electricity,49561
2518,electricity,52504
2519,electricity,51587
2520,electricity,46722
2521,electricity,45652
2522,electricity,43475
2523,electricity,41590
2524,electricity,41595
2525,electricity,44678
2526,electricity,49916
2527,electricity,53988
2528,electricity,55894
2529,electricity,56586
2530,electricity,56671
2531,electricity,57043
2532,electricity,57184
2533,electricity,55752
2534,electricity,54540
2535,electricity,53092
2536,electricity,51499
2537,electricity,51049
2538,electricity,53221
2539,electricity,52359
2540,electricity,52099
2541,electricity,50184
2542,electricity,52815
2543,electricity,51598
2544,electricity,46600
2545,electricity,45495
2546,electricity,43237
2547,electricity,41347
2548,electricity,41483
2549,electricity,44755
2550,electricity,49709
2551,electricity,53197
2552,electricity,55316
2553,electricity,56193
2554,electricity,55753
2555,electricity,56383
2556,electricity,56086
2557,electricity,54797
2558,electricity,53316
2559,electricity,51466
2560,electricity,50153
2561,electricity,49811
2562,electricity,51226
2563,electricity,49985
2564,electricity,50038
2565,electricity,48848
2566,electricity,51214
2567,electricity,50317
2568,electricity,45355
2569,electricity,44020
2570,electricity,41632
2571,electricity,39595
2572,electricity,39457
2573,electricity,42873
2574,electricity,48138
2575,electricity,52157
2576,electricity,54200
2577,electricity,55259
2578,electricity,55675
2579,electricity,56264
2580,electricity,56115
2581,electricity,54541
2582,electricity,53548
2583,electricity,51901
2584,electricity,50556
2585,electricity,50209
2586,electricity,52238
2587,electricity,51339
2588,electricity,51371
2589,electricity,49894
2590,electricity,52359
2591,electricity,51519
2592,electricity,46684
2593,electricity,45442
2594,electricity,43275
2595,electricity,41458
2596,electricity,41745
2597,electricity,45317
2598,electricity,50155
2599,electricity,54393
2600,electricity,56743
2601,electricity,57842
2602,electricity,58081
2603,electricity,58376
2604,electricity,58274
2605,electricity,56653
2606,electricity,55123
2607,electricity,53401
2608,electricity,51775
2609,electricity,51776
2610,electricity,53355
2611,electricity,52520
2612,electricity,52461
2613,electricity,51870
2614,electricity,54835
2615,electricity,54018
2616,electricity,49219
2617,electricity,47786
2618,electricity,45416
2619,electricity,43290
2620,electricity,42615
2621,electricity,43839
2622,electricity,45100
2623,electricity,47410
2624,electricity,50656
2625,electricity,52705
2626,electricity,53103
2627,electricity,53915
2628,electricity,54780
2629,electricity,51764
2630,electricity,49790
2631,electricity,47908
2632,electricity,46649
2633,electricity,47339
2634,electricity,49288
2635,electricity,49396
2636,electricity,49711
2637,electricity,49800
2638,electricity,53708
2639,electricity,53672
2640,electricity,49335
2641,electricity,48019
2642,electricity,45521
2643,electricity,43084
2644,electricity,42269
2645,electricity,42909
2646,electricity,42686
2647,electricity,44017
2648,electricity,46535
2649,electricity,48330
2650,electricity,49139
2651,electricity,49873
2652,electricity,50944
2653,electricity,47087
2654,electricity,44520
2655,electricity,42432
2656,electricity,41197
2657,electricity,42140
2658,electricity,45199
2659,electricity,47408
2660,electricity,49241
2661,electricity,49323
2662,electricity,52580
2663,electricity,51971
2664,electricity,47523
2665,electricity,46760
2666,electricity,44615
2667,electricity,42847
2668,electricity,43612
2669,electricity,48114
2670,electricity,52787
2671,electricity,57314
2672,electricity,59517
2673,electricity,59984
2674,electricity,59692
2675,electricity,60135
2676,electricity,59846
2677,electricity,58522
2678,electricity,56758
2679,electricity,54623
2680,electricity,52518
2681,electricity,52594
2682,electricity,54846
2683,electricity,54658
2684,electricity,54322
2685,electricity,53351
2686,electricity,56129
2687,electricity,55134
2688,electricity,50359
2689,electricity,49282
2690,electricity,47043
2691,electricity,45279
2692,electricity,45504
2693,electricity,48998
2694,electricity,53383
2695,electricity,57715
2696,electricity,59647
2697,electricity,60122
2698,electricity,59692
2699,electricity,60027
2700,electricity,59618
2701,electricity,57909
2702,electricity,55858
2703,electricity,53801
2704,electricity,52149
2705,electricity,51466
2706,electricity,53005
2707,electricity,52277
2708,electricity,51872
2709,electricity,51753
2710,electricity,54582
2711,electricity,53704
2712,electricity,48863
2713,electricity,47899
2714,electricity,45793
2715,electricity,43978
2716,electricity,44345
2717,electricity,47716
2718,electricity,51804
2719,electricity,55565
2720,electricity,57546
2721,electricity,57963
2722,electricity,57400
2723,electricity,57477
2724,electricity,56830
2725,electricity,55619
2726,electricity,53713
2727,electricity,51624
2728,electricity,50225
2729,electricity,49654
2730,electricity,51127
2731,electricity,50293
2732,electricity,49619
2733,electricity,49727
2734,electricity,52486
2735,electricity,51408
2736,electricity,46571
2737,electricity,45317
2738,electricity,42973
2739,electricity,41119
2740,electricity,41088
2741,electricity,44364
2742,electricity,48287
2743,electricity,52208
2744,electricity,54406
2745,electricity,55132
2746,electricity,55349
2747,electricity,55572
2748,electricity,55613
2749,electricity,54606
2750,electricity,53055
2751,electricity,51362
2752,electricity,49876
2753,electricity,49539
2754,electricity,50757
2755,electricity,49796
2756,electricity,48629
2757,electricity,48729
2758,electricity,51489
2759,electricity,50394
2760,electricity,45456
2761,electricity,44020
2762,electricity,41496
2763,electricity,39349
2764,electricity,39543
2765,electricity,42270
2766,electricity,46141
2767,electricity,50627
2768,electricity,53777
2769,electricity,55400
2770,electricity,56264
2771,electricity,57435
2772,electricity,57501
2773,electricity,56024
2774,electricity,54920
2775,electricity,53372
2776,electricity,52225
2777,electricity,52376
2778,electricity,54285
2779,electricity,53412
2780,electricity,51851
2781,electricity,50979
2782,electricity,54152
2783,electricity,52955
2784,electricity,47701
2785,electricity,46372
2786,electricity,43811
2787,electricity,41821
2788,electricity,41193
2789,electricity,42296
2790,electricity,42978
2791,electricity,45560
2792,electricity,48913
2793,electricity,51496
2794,electricity,52425
2795,electricity,53369
2796,electricity,54972
2797,electricity,51956
2798,electricity,50375
2799,electricity,48686
2800,electricity,47598
2801,electricity,48441
2802,electricity,50732
2803,electricity,50953
2804,electricity,50698
2805,electricity,50936
2806,electricity,55414
2807,electricity,54821
2808,electricity,50063
2809,electricity,48968
2810,electricity,46346
2811,electricity,43921
2812,electricity,43043
2813,electricity,43495
2814,electricity,42951
2815,electricity,44554
2816,electricity,47537
2817,electricity,49581
2818,electricity,51021
2819,electricity,52316
2820,electricity,53787
2821,electricity,50162
2822,electricity,47967
2823,electricity,45997
2824,electricity,45267
2825,electricity,45960
2826,electricity,48864
2827,electricity,50588
2828,electricity,51133
2829,electricity,51753
2830,electricity,54959
2831,electricity,54146
2832,electricity,49827
2833,electricity,49013
2834,electricity,46993
2835,electricity,45107
2836,electricity,45943
2837,electricity,50030
2838,electricity,55117
2839,electricity,59387
2840,electricity,62012
2841,electricity,62845
2842,electricity,62727
2843,electricity,63075
2844,electricity,62824
2845,electricity,61448
2846,electricity,59619
2847,electricity,57599
2848,electricity,55881
2849,electricity,55463
2850,electricity,58038
2851,electricity,58048
2852,electricity,56082
2853,electricity,55261
2854,electricity,57958
2855,electricity,57097
2856,electricity,51959
2857,electricity,51047
2858,electricity,48538
2859,electricity,46519
2860,electricity,46673
2861,electricity,50120
2862,electricity,54825
2863,electricity,59302
2864,electricity,61832
2865,electricity,63066
2866,electricity,63136
2867,electricity,63625
2868,electricity,63135
2869,electricity,61614
2870,electricity,59481
2871,electricity,57540
2872,electricity,55836
2873,electricity,55389
2874,electricity,57036
2875,electricity,56282
2876,electricity,54836
2877,electricity,53824
2878,electricity,56450
2879,electricity,55052
2880,electricity,49838
2881,electricity,48419
2882,electricity,45756
2883,electricity,42917
2884,electricity,41447
2885,electricity,41875
2886,electricity,41540
2887,electricity,43144
2888,electricity,45473
2889,electricity,47437
2890,electricity,48741
2891,electricity,49969
2892,electricity,51348
2893,electricity,47821
2894,electricity,45209
2895,electricity,43152
2896,electricity,42435
2897,electricity,43167
2898,electricity,46146
2899,electricity,47338
2900,electricity,47850
2901,electricity,48235
2902,electricity,51581
2903,electricity,51007
2904,electricity,46702
2905,electricity,45888
2906,electricity,43461
2907,electricity,41558
2908,electricity,42349
2909,electricity,46376
2910,electricity,51342
2911,electricity,55513
2912,electricity,58188
2913,electricity,59501
2914,electricity,59375
2915,electricity,59742
2916,electricity,59368
2917,electricity,57746
2918,electricity,55891
2919,electricity,53933
2920,electricity,52358
2921,electricity,52017
2922,electricity,54190
2923,electricity,53408
2924,electricity,52072
2925,electricity,51889
2926,electricity,54663
2927,electricity,53477
2928,electricity,48700
2929,electricity,47575
2930,electricity,45244
2931,electricity,43385
2932,electricity,43657
2933,electricity,46852
2934,electricity,51020
2935,electricity,55297
2936,electricity,58034
2937,electricity,58802
2938,electricity,58707
2939,electricity,59077
2940,electricity,58836
2941,electricity,56685
2942,electricity,54650
2943,electricity,52469
2944,electricity,51003
2945,electricity,50674
2946,electricity,51894
2947,electricity,50696
2948,electricity,49686
2949,electricity,50612
2950,electricity,53872
2951,electricity,52797
2952,electricity,47734
2953,electricity,46499
2954,electricity,43816
2955,electricity,41498
2956,electricity,41066
2957,electricity,42232
2958,electricity,42798
2959,electricity,45318
2960,electricity,48131
2961,electricity,49796
2962,electricity,49891
2963,electricity,50400
2964,electricity,51422
2965,electricity,48339
2966,electricity,46060
2967,electricity,43950
2968,electricity,42691
2969,electricity,42952
2970,electricity,44845
2971,electricity,44715
2972,electricity,44467
2973,electricity,45803
2974,electricity,49550
2975,electricity,49544
2976,electricity,45014
2977,electricity,43536
2978,electricity,40832
2979,electricity,38349
2980,electricity,37318
2981,electricity,37752
2982,electricity,37063
2983,electricity,38499
2984,electricity,40978
2985,electricity,42856
2986,electricity,43953
2987,electricity,44983
2988,electricity,46504
2989,electricity,43055
2990,electricity,40784
2991,electricity,38981
2992,electricity,38055
2993,electricity,38813
2994,electricity,41352
2995,electricity,42751
2996,electricity,43114
2997,electricity,44376
2998,electricity,48053
2999,electricity,47241
3000,electricity,42923
3001,electricity,41998
3002,electricity,39916
3003,electricity,37936
3004,electricity,38502
3005,electricity,42206
3006,electricity,46966
3007,electricity,51148
3008,electricity,53087
3009,electricity,53776
3010,electricity,53908
3011,electricity,54455
3012,electricity,54713
3013,electricity,53446
3014,electricity,51824
3015,electricity,50202
3016,electricity,48656
3017,electricity,48264
3018,electricity,50030
3019,electricity,49082
3020,electricity,47415
3021,electricity,47777
3022,electricity,50643
3023,electricity,49388
3024,electricity,44441
3025,electricity,43275
3026,electricity,41125
3027,electricity,39075
3028,electricity,39380
3029,electricity,42259
3030,electricity,46400
3031,electricity,50564
3032,electricity,52764
3033,electricity,53661
3034,electricity,53954
3035,electricity,54370
3036,electricity,54397
3037,electricity,53039
3038,electricity,51738
3039,electricity,49831
3040,electricity,48456
3041,electricity,47902
3042,electricity,48759
3043,electricity,47745
3044,electricity,46227
3045,electricity,46962
3046,electricity,50015
3047,electricity,48755
3048,electricity,43793
3049,electricity,42274
3050,electricity,39568
3051,electricity,37224
3052,electricity,36172
3053,electricity,36323
3054,electricity,36318
3055,electricity,38224
3056,electricity,41012
3057,electricity,43408
3058,electricity,44782
3059,electricity,45883
3060,electricity,47567
3061,electricity,44765
3062,electricity,42589
3063,electricity,40819
3064,electricity,39844
3065,electricity,40284
3066,electricity,42351
3067,electricity,42689
3068,electricity,42263
3069,electricity,43242
3070,electricity,46879
3071,electricity,46085
3072,electricity,41574
3073,electricity,40168
3074,electricity,37663
3075,electricity,35570
3076,electricity,34828
3077,electricity,35468
3078,electricity,35417
3079,electricity,37613
3080,electricity,40080
3081,electricity,42631
3082,electricity,43526
3083,electricity,44845
3084,electricity,46508
3085,electricity,43827
3086,electricity,41601
3087,electricity,39941
3088,electricity,39356
3089,electricity,40244
3090,electricity,42639
3091,electricity,43258
3092,electricity,42662
3093,electricity,43674
3094,electricity,47349
3095,electricity,46310
3096,electricity,41995
3097,electricity,40872
3098,electricity,38439
3099,electricity,36589
3100,electricity,36623
3101,electricity,38345
3102,electricity,40417
3103,electricity,43766
3104,electricity,46780
3105,electricity,48770
3106,electricity,49240
3107,electricity,50550
3108,electricity,51673
3109,electricity,49313
3110,electricity,47736
3111,electricity,45929
3112,electricity,45045
3113,electricity,45439
3114,electricity,47235
3115,electricity,46550
3116,electricity,45382
3117,electricity,46379
3118,electricity,49759
3119,electricity,48551
3120,electricity,43833
3121,electricity,42396
3122,electricity,39644
3123,electricity,37652
3124,electricity,37077
3125,electricity,37832
3126,electricity,38171
3127,electricity,40813
3128,electricity,44025
3129,electricity,46221
3130,electricity,46896
3131,electricity,47914
3132,electricity,49176
3133,electricity,46527
3134,electricity,44664
3135,electricity,42762
3136,electricity,41829
3137,electricity,42109
3138,electricity,44040
3139,electricity,44340
3140,electricity,43539
3141,electricity,44751
3142,electricity,48572
3143,electricity,47992
3144,electricity,43299
3145,electricity,42046
3146,electricity,39463
3147,electricity,37089
3148,electricity,36233
3149,electricity,36192
3150,electricity,35858
3151,electricity,37413
3152,electricity,39877
3153,electricity,42315
3154,electricity,43930
3155,electricity,45478
3156,electricity,47107
3157,electricity,43817
3158,electricity,41701
3159,electricity,39862
3160,electricity,39120
3161,electricity,39920
3162,electricity,43026
3163,electricity,44573
3164,electricity,44558
3165,electricity,45407
3166,electricity,48786
3167,electricity,47775
3168,electricity,43204
3169,electricity,42278
3170,electricity,40027
3171,electricity,38216
3172,electricity,38784
3173,electricity,42372
3174,electricity,48154
3175,electricity,53192
3176,electricity,55247
3177,electricity,56268
3178,electricity,56496
3179,electricity,57275
3180,electricity,57307
3181,electricity,55989
3182,electricity,54336
3183,electricity,52719
3184,electricity,51109
3185,electricity,50604
3186,electricity,52732
3187,electricity,51808
3188,electricity,49670
3189,electricity,49938
3190,electricity,52795
3191,electricity,51643
3192,electricity,46337
3193,electricity,45204
3194,electricity,43077
3195,electricity,41278
3196,electricity,41392
3197,electricity,44502
3198,electricity,50042
3199,electricity,54496
3200,electricity,56197
3201,electricity,56874
3202,electricity,57061
3203,electricity,57633
3204,electricity,57521
3205,electricity,56122
3206,electricity,54830
3207,electricity,53142
3208,electricity,52024
3209,electricity,51893
3210,electricity,53884
3211,electricity,53116
3212,electricity,50707
3213,electricity,50773
3214,electricity,53260
3215,electricity,51806
3216,electricity,46500
3217,electricity,45408
3218,electricity,43377
3219,electricity,41438
3220,electricity,41624
3221,electricity,44490
3222,electricity,49531
3223,electricity,53930
3224,electricity,56701
3225,electricity,57705
3226,electricity,58205
3227,electricity,58709
3228,electricity,58442
3229,electricity,57090
3230,electricity,55587
3231,electricity,53915
3232,electricity,52693
3233,electricity,52522
3234,electricity,54601
3235,electricity,53543
3236,electricity,51241
3237,electricity,50799
3238,electricity,54134
3239,electricity,52984
3240,electricity,48132
3241,electricity,47050
3242,electricity,44859
3243,electricity,42913
3244,electricity,42578
3245,electricity,45859
3246,electricity,51771
3247,electricity,56474
3248,electricity,58228
3249,electricity,59028
3250,electricity,59124
3251,electricity,59943
3252,electricity,59539
3253,electricity,58427
3254,electricity,56822
3255,electricity,55235
3256,electricity,54003
3257,electricity,54050
3258,electricity,56038
3259,electricity,54696
3260,electricity,52257
3261,electricity,52132
3262,electricity,55176
3263,electricity,53836
3264,electricity,48855
3265,electricity,47595
3266,electricity,45571
3267,electricity,43855
3268,electricity,44086
3269,electricity,47048
3270,electricity,52551
3271,electricity,56769
3272,electricity,58363
3273,electricity,58771
3274,electricity,58444
3275,electricity,58596
3276,electricity,58542
3277,electricity,56417
3278,electricity,54752
3279,electricity,52660
3280,electricity,51156
3281,electricity,51247
3282,electricity,52556
3283,electricity,51692
3284,electricity,49789
3285,electricity,50529
3286,electricity,54034
3287,electricity,52866
3288,electricity,47490
3289,electricity,45839
3290,electricity,43449
3291,electricity,41258
3292,electricity,40497
3293,electricity,41024
3294,electricity,41962
3295,electricity,44563
3296,electricity,47905
3297,electricity,50072
3298,electricity,50626
3299,electricity,51733
3300,electricity,53197
3301,electricity,50488
3302,electricity,48619
3303,electricity,46604
3304,electricity,45698
3305,electricity,46328
3306,electricity,48357
3307,electricity,48298
3308,electricity,46958
3309,electricity,47375
3310,electricity,51553
3311,electricity,51233
3312,electricity,46483
3313,electricity,44992
3314,electricity,42179
3315,electricity,39592
3316,electricity,38526
3317,electricity,38125
3318,electricity,38075
3319,electricity,39800
3320,electricity,42742
3321,electricity,45275
3322,electricity,46856
3323,electricity,48434
3324,electricity,50158
3325,electricity,46647
3326,electricity,44489
3327,electricity,42778
3328,electricity,42038
3329,electricity,42725
3330,electricity,44902
3331,electricity,46145
3332,electricity,45907
3333,electricity,47016
3334,electricity,50932
3335,electricity,50370
3336,electricity,45427
3337,electricity,44213
3338,electricity,41670
3339,electricity,39538
3340,electricity,38973
3341,electricity,39336
3342,electricity,40069
3343,electricity,42262
3344,electricity,45224
3345,electricity,48246
3346,electricity,50029
3347,electricity,52182
3348,electricity,53650
3349,electricity,50636
3350,electricity,48350
3351,electricity,46785
3352,electricity,46212
3353,electricity,47056
3354,electricity,50282
3355,electricity,50505
3356,electricity,49355
3357,electricity,49242
3358,electricity,52476
3359,electricity,51437
3360,electricity,46793
3361,electricity,45888
3362,electricity,43555
3363,electricity,41661
3364,electricity,42145
3365,electricity,45629
3366,electricity,51810
3367,electricity,57033
3368,electricity,59358
3369,electricity,60648
3370,electricity,61081
3371,electricity,61779
3372,electricity,61616
3373,electricity,60442
3374,electricity,58884
3375,electricity,57553
3376,electricity,56662
3377,electricity,56490
3378,electricity,58996
3379,electricity,57408
3380,electricity,54512
3381,electricity,53421
3382,electricity,56397
3383,electricity,54822
3384,electricity,49607
3385,electricity,48295
3386,electricity,45987
3387,electricity,43980
3388,electricity,44248
3389,electricity,47168
3390,electricity,52384
3391,electricity,57245
3392,electricity,59480
3393,electricity,60372
3394,electricity,60349
3395,electricity,61153
3396,electricity,60672
3397,electricity,58953
3398,electricity,57511
3399,electricity,55873
3400,electricity,54557
3401,electricity,54445
3402,electricity,56645
3403,electricity,55167
3404,electricity,52718
3405,electricity,52208
3406,electricity,55326
3407,electricity,54343
3408,electricity,49279
3409,electricity,48065
3410,electricity,45928
3411,electricity,43918
3412,electricity,44265
3413,electricity,46877
3414,electricity,52892
3415,electricity,57271
3416,electricity,59188
3417,electricity,59736
3418,electricity,60019
3419,electricity,60732
3420,electricity,60771
3421,electricity,59583
3422,electricity,58070
3423,electricity,56487
3424,electricity,55452
3425,electricity,55529
3426,electricity,57758
3427,electricity,56249
3428,electricity,54276
3429,electricity,53994
3430,electricity,57703
3431,electricity,56589
3432,electricity,51589
3433,electricity,50257
3434,electricity,48327
3435,electricity,46635
3436,electricity,46887
3437,electricity,49703
3438,electricity,55619
3439,electricity,59678
3440,electricity,61800
3441,electricity,62113
3442,electricity,62323
3443,electricity,62980
3444,electricity,63154
3445,electricity,61460
3446,electricity,59617
3447,electricity,57732
3448,electricity,56612
3449,electricity,56802
3450,electricity,58750
3451,electricity,57268
3452,electricity,55345
3453,electricity,55340
3454,electricity,58956
3455,electricity,57629
3456,electricity,52273
3457,electricity,50635
3458,electricity,47930
3459,electricity,45595
3460,electricity,44893
3461,electricity,45324
3462,electricity,46454
3463,electricity,49281
3464,electricity,52261
3465,electricity,54150
3466,electricity,54128
3467,electricity,54923
3468,electricity,56179
3469,electricity,52836
3470,electricity,50540
3471,electricity,48208
3472,electricity,46908
3473,electricity,46976
3474,electricity,48883
3475,electricity,48793
3476,electricity,47625
3477,electricity,49064
3478,electricity,54085
3479,electricity,53780
3480,electricity,49231
3481,electricity,48148
3482,electricity,45454
3483,electricity,42789
3484,electricity,41975
3485,electricity,41585
3486,electricity,41893
3487,electricity,43524
3488,electricity,45976
3489,electricity,48023
3490,electricity,48888
3491,electricity,49403
3492,electricity,50542
3493,electricity,46507
3494,electricity,44093
3495,electricity,42410
3496,electricity,41375
3497,electricity,41985
3498,electricity,44540
3499,electricity,45793
3500,electricity,45671
3501,electricity,47029
3502,electricity,51676
3503,electricity,50872
3504,electricity,46496
3505,electricity,45554
3506,electricity,43431
3507,electricity,41737
3508,electricity,42506
3509,electricity,45812
3510,electricity,51812
3511,electricity,55853
3512,electricity,57030
3513,electricity,57204
3514,electricity,56725
3515,electricity,57357
3516,electricity,57186
3517,electricity,55781
3518,electricity,53893
3519,electricity,52086
3520,electricity,50571
3521,electricity,50405
3522,electricity,52524
3523,electricity,51707
3524,electricity,49239
3525,electricity,49337
3526,electricity,53002
3527,electricity,51618
3528,electricity,46687
3529,electricity,45254
3530,electricity,43174
3531,electricity,41194
3532,electricity,41532
3533,electricity,44087
3534,electricity,49673
3535,electricity,54528
3536,electricity,56620
3537,electricity,57909
3538,electricity,58381
3539,electricity,59492
3540,electricity,59372
3541,electricity,58636
3542,electricity,57410
3543,electricity,55837
3544,electricity,54969
3545,electricity,54679
3546,electricity,56554
3547,electricity,55112
3548,electricity,52048
