,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,Marseille,2020,hydrogen,-0.0
1,Marseille,2020,electricity,-0.0
2,Marseille,2020,gaz,-0.0
3,Marseille,2020,gazNat,34330520.63839719
4,Marseille,2020,gazBio,-0.0
5,Marseille,2030,hydrogen,-0.0
6,Marseille,2030,electricity,-1.2543578339350535e-11
7,Marseille,2030,gaz,-0.0
8,Marseille,2030,gazNat,59376643.85692931
9,Marseille,2030,gazBio,-0.0
10,Marseille,2040,hydrogen,118369.50803968332
11,Marseille,2040,electricity,3777621.372346901
12,Marseille,2040,gaz,-0.0
13,Marseille,2040,gazNat,29312089.396953914
14,Marseille,2040,gazBio,-0.0
15,Marseille,2050,hydrogen,1582491.4901321195
16,Marseille,2050,electricity,3775867.1490194676
17,Marseille,2050,gaz,-0.0
18,Marseille,2050,gazNat,12127498.484142356
19,Marseille,2050,gazBio,5317831.196493628
