,AREA,YEAR_op,HORAIRE,max_PS_Dvar
0,Marseille,2020,HCH,0.0
1,Marseille,2020,HCE,0.0
2,Marseille,2020,HPE,0.0
3,Marseille,2020,P,0.0
4,Marseille,2020,HPH,0.0
5,Marseille,2030,HCH,-2.3139385144819055e-15
6,Marseille,2030,HCE,-2.3139385144819055e-15
7,Marseille,2030,HPE,-2.3139385144819055e-15
8,Marseille,2030,P,0.0
9,Marseille,2030,HPH,-2.3139385144819055e-15
10,Marseille,2040,HCH,1708.708169038879
11,Marseille,2040,HCE,1708.708169038879
12,Marseille,2040,HPE,1708.708169038879
13,Marseille,2040,P,1703.1472321823785
14,Marseille,2040,HPH,1708.708169038879
15,Marseille,2050,HCH,2548.1667887316244
16,Marseille,2050,HCE,2548.1667887316244
17,Marseille,2050,HPE,2548.1667887316244
18,Marseille,2050,P,2493.261522051126
19,Marseille,2050,HPH,2548.1667887316244
