YEAR,TIMESTAMP,TECHNOLOGIES,availabilityFactor
2020,7394,Solar,0.0
2020,7394,WindOffShore_flot,0.356
2020,7394,WindOnShore,0.167
2020,7395,Solar,0.0
2020,7395,WindOffShore_flot,0.181
2020,7395,WindOnShore,0.063
2020,7396,Solar,0.0
2020,7396,WindOffShore_flot,0.11
2020,7396,WindOnShore,0.031
2020,7397,Solar,0.0
2020,7397,WindOffShore_flot,0.1
2020,7397,WindOnShore,0.031
2020,7398,Solar,0.0
2020,7398,WindOffShore_flot,0.145
2020,7398,WindOnShore,0.061
2020,7399,Solar,0.0
2020,7399,WindOffShore_flot,0.187
2020,7399,WindOnShore,0.083
2020,7400,Solar,0.116
2020,7400,WindOffShore_flot,0.219
2020,7400,WindOnShore,0.098
2020,7401,Solar,0.342
2020,7401,WindOffShore_flot,0.269
2020,7401,WindOnShore,0.123
2020,7402,Solar,0.457
2020,7402,WindOffShore_flot,0.376
2020,7402,WindOnShore,0.193
2020,7403,Solar,0.464
2020,7403,WindOffShore_flot,0.465
2020,7403,WindOnShore,0.249
2020,7404,Solar,0.438
2020,7404,WindOffShore_flot,0.484
2020,7404,WindOnShore,0.271
2020,7405,Solar,0.415
2020,7405,WindOffShore_flot,0.429
2020,7405,WindOnShore,0.259
2020,7406,Solar,0.38
2020,7406,WindOffShore_flot,0.396
2020,7406,WindOnShore,0.257
2020,7407,Solar,0.286
2020,7407,WindOffShore_flot,0.46
2020,7407,WindOnShore,0.303
2020,7408,Solar,0.117
2020,7408,WindOffShore_flot,0.52
2020,7408,WindOnShore,0.347
2020,7409,Solar,0.004
2020,7409,WindOffShore_flot,0.556
2020,7409,WindOnShore,0.396
2020,7410,Solar,0.0
2020,7410,WindOffShore_flot,0.605
2020,7410,WindOnShore,0.427
2020,7411,Solar,0.0
2020,7411,WindOffShore_flot,0.694
2020,7411,WindOnShore,0.441
2020,7412,Solar,0.0
2020,7412,WindOffShore_flot,0.795
2020,7412,WindOnShore,0.446
2020,7413,Solar,0.0
2020,7413,WindOffShore_flot,0.826
2020,7413,WindOnShore,0.427
2020,7414,Solar,0.0
2020,7414,WindOffShore_flot,0.81
2020,7414,WindOnShore,0.387
2020,7415,Solar,0.0
2020,7415,WindOffShore_flot,0.781
2020,7415,WindOnShore,0.346
2020,7416,Solar,0.0
2020,7416,WindOffShore_flot,0.76
2020,7416,WindOnShore,0.322
2020,7417,Solar,0.0
2020,7417,WindOffShore_flot,0.758
2020,7417,WindOnShore,0.314
2020,7418,Solar,0.0
2020,7418,WindOffShore_flot,0.775
2020,7418,WindOnShore,0.324
2020,7419,Solar,0.0
2020,7419,WindOffShore_flot,0.8
2020,7419,WindOnShore,0.347
2020,7420,Solar,0.0
2020,7420,WindOffShore_flot,0.815
2020,7420,WindOnShore,0.363
2020,7421,Solar,0.0
2020,7421,WindOffShore_flot,0.826
2020,7421,WindOnShore,0.38
2020,7422,Solar,0.0
2020,7422,WindOffShore_flot,0.827
2020,7422,WindOnShore,0.394
2020,7423,Solar,0.0
2020,7423,WindOffShore_flot,0.82
2020,7423,WindOnShore,0.399
2020,7424,Solar,0.114
2020,7424,WindOffShore_flot,0.803
2020,7424,WindOnShore,0.389
2020,7425,Solar,0.352
2020,7425,WindOffShore_flot,0.794
2020,7425,WindOnShore,0.387
2020,7426,Solar,0.535
2020,7426,WindOffShore_flot,0.81
2020,7426,WindOnShore,0.451
2020,7427,Solar,0.648
2020,7427,WindOffShore_flot,0.817
2020,7427,WindOnShore,0.503
2020,7428,Solar,0.699
2020,7428,WindOffShore_flot,0.808
2020,7428,WindOnShore,0.511
2020,7429,Solar,0.689
2020,7429,WindOffShore_flot,0.797
2020,7429,WindOnShore,0.504
2020,7430,Solar,0.623
2020,7430,WindOffShore_flot,0.785
2020,7430,WindOnShore,0.481
2020,7431,Solar,0.488
2020,7431,WindOffShore_flot,0.765
2020,7431,WindOnShore,0.452
2020,7432,Solar,0.284
2020,7432,WindOffShore_flot,0.738
2020,7432,WindOnShore,0.404
2020,7433,Solar,0.023
2020,7433,WindOffShore_flot,0.722
2020,7433,WindOnShore,0.376
2020,7434,Solar,0.0
2020,7434,WindOffShore_flot,0.722
2020,7434,WindOnShore,0.366
2020,7435,Solar,0.0
2020,7435,WindOffShore_flot,0.725
2020,7435,WindOnShore,0.355
2020,7436,Solar,0.0
2020,7436,WindOffShore_flot,0.705
2020,7436,WindOnShore,0.332
2020,7437,Solar,0.0
2020,7437,WindOffShore_flot,0.663
2020,7437,WindOnShore,0.301
2020,7438,Solar,0.0
2020,7438,WindOffShore_flot,0.61
2020,7438,WindOnShore,0.266
2020,7439,Solar,0.0
2020,7439,WindOffShore_flot,0.542
2020,7439,WindOnShore,0.223
2020,7440,Solar,0.0
2020,7440,WindOffShore_flot,0.438
2020,7440,WindOnShore,0.161
2020,7441,Solar,0.0
2020,7441,WindOffShore_flot,0.288
2020,7441,WindOnShore,0.088
2020,7442,Solar,0.0
2020,7442,WindOffShore_flot,0.149
2020,7442,WindOnShore,0.034
2020,7443,Solar,0.0
2020,7443,WindOffShore_flot,0.066
2020,7443,WindOnShore,0.007
2020,7444,Solar,0.0
2020,7444,WindOffShore_flot,0.04
2020,7444,WindOnShore,0.003
2020,7445,Solar,0.0
2020,7445,WindOffShore_flot,0.053
2020,7445,WindOnShore,0.008
2020,7446,Solar,0.0
2020,7446,WindOffShore_flot,0.089
2020,7446,WindOnShore,0.019
2020,7447,Solar,0.0
2020,7447,WindOffShore_flot,0.148
2020,7447,WindOnShore,0.054
2020,7448,Solar,0.063
2020,7448,WindOffShore_flot,0.203
2020,7448,WindOnShore,0.099
2020,7449,Solar,0.188
2020,7449,WindOffShore_flot,0.195
2020,7449,WindOnShore,0.096
2020,7450,Solar,0.188
2020,7450,WindOffShore_flot,0.21
2020,7450,WindOnShore,0.085
2020,7451,Solar,0.177
2020,7451,WindOffShore_flot,0.272
2020,7451,WindOnShore,0.074
2020,7452,Solar,0.174
2020,7452,WindOffShore_flot,0.395
2020,7452,WindOnShore,0.098
2020,7453,Solar,0.148
2020,7453,WindOffShore_flot,0.511
2020,7453,WindOnShore,0.164
2020,7454,Solar,0.108
2020,7454,WindOffShore_flot,0.515
2020,7454,WindOnShore,0.202
2020,7455,Solar,0.071
2020,7455,WindOffShore_flot,0.407
2020,7455,WindOnShore,0.167
2020,7456,Solar,0.031
2020,7456,WindOffShore_flot,0.312
2020,7456,WindOnShore,0.127
2020,7457,Solar,0.001
2020,7457,WindOffShore_flot,0.273
2020,7457,WindOnShore,0.11
2020,7458,Solar,0.0
2020,7458,WindOffShore_flot,0.283
2020,7458,WindOnShore,0.114
2020,7459,Solar,0.0
2020,7459,WindOffShore_flot,0.34
2020,7459,WindOnShore,0.143
2020,7460,Solar,0.0
2020,7460,WindOffShore_flot,0.413
2020,7460,WindOnShore,0.184
2020,7461,Solar,0.0
2020,7461,WindOffShore_flot,0.472
2020,7461,WindOnShore,0.223
2020,7462,Solar,0.0
2020,7462,WindOffShore_flot,0.499
2020,7462,WindOnShore,0.245
2020,7463,Solar,0.0
2020,7463,WindOffShore_flot,0.484
2020,7463,WindOnShore,0.23
2020,7464,Solar,0.0
2020,7464,WindOffShore_flot,0.452
2020,7464,WindOnShore,0.197
2020,7465,Solar,0.0
2020,7465,WindOffShore_flot,0.496
2020,7465,WindOnShore,0.204
2020,7466,Solar,0.0
2020,7466,WindOffShore_flot,0.627
2020,7466,WindOnShore,0.266
2020,7467,Solar,0.0
2020,7467,WindOffShore_flot,0.724
2020,7467,WindOnShore,0.323
2020,7468,Solar,0.0
2020,7468,WindOffShore_flot,0.754
2020,7468,WindOnShore,0.322
2020,7469,Solar,0.0
2020,7469,WindOffShore_flot,0.73
2020,7469,WindOnShore,0.276
2020,7470,Solar,0.0
2020,7470,WindOffShore_flot,0.669
2020,7470,WindOnShore,0.23
2020,7471,Solar,0.0
2020,7471,WindOffShore_flot,0.607
2020,7471,WindOnShore,0.201
2020,7472,Solar,0.136
2020,7472,WindOffShore_flot,0.53
2020,7472,WindOnShore,0.169
2020,7473,Solar,0.372
2020,7473,WindOffShore_flot,0.459
2020,7473,WindOnShore,0.14
2020,7474,Solar,0.528
2020,7474,WindOffShore_flot,0.462
2020,7474,WindOnShore,0.153
2020,7475,Solar,0.604
2020,7475,WindOffShore_flot,0.511
2020,7475,WindOnShore,0.182
2020,7476,Solar,0.612
2020,7476,WindOffShore_flot,0.547
2020,7476,WindOnShore,0.201
2020,7477,Solar,0.544
2020,7477,WindOffShore_flot,0.53
2020,7477,WindOnShore,0.191
2020,7478,Solar,0.403
2020,7478,WindOffShore_flot,0.472
2020,7478,WindOnShore,0.164
2020,7479,Solar,0.261
2020,7479,WindOffShore_flot,0.397
2020,7479,WindOnShore,0.135
2020,7480,Solar,0.129
2020,7480,WindOffShore_flot,0.336
2020,7480,WindOnShore,0.117
2020,7481,Solar,0.006
2020,7481,WindOffShore_flot,0.371
2020,7481,WindOnShore,0.127
2020,7482,Solar,0.0
2020,7482,WindOffShore_flot,0.575
2020,7482,WindOnShore,0.202
2020,7483,Solar,0.0
2020,7483,WindOffShore_flot,0.751
2020,7483,WindOnShore,0.303
2020,7484,Solar,0.0
2020,7484,WindOffShore_flot,0.787
2020,7484,WindOnShore,0.29
2020,7485,Solar,0.0
2020,7485,WindOffShore_flot,0.728
2020,7485,WindOnShore,0.221
2020,7486,Solar,0.0
2020,7486,WindOffShore_flot,0.658
2020,7486,WindOnShore,0.231
2020,7487,Solar,0.0
2020,7487,WindOffShore_flot,0.697
2020,7487,WindOnShore,0.283
2020,7488,Solar,0.0
2020,7488,WindOffShore_flot,0.767
2020,7488,WindOnShore,0.366
2020,7489,Solar,0.0
2020,7489,WindOffShore_flot,0.817
2020,7489,WindOnShore,0.462
2020,7490,Solar,0.0
2020,7490,WindOffShore_flot,0.851
2020,7490,WindOnShore,0.53
2020,7491,Solar,0.0
2020,7491,WindOffShore_flot,0.875
2020,7491,WindOnShore,0.561
2020,7492,Solar,0.0
2020,7492,WindOffShore_flot,0.899
2020,7492,WindOnShore,0.602
2020,7493,Solar,0.0
2020,7493,WindOffShore_flot,0.92
2020,7493,WindOnShore,0.636
2020,7494,Solar,0.0
2020,7494,WindOffShore_flot,0.933
2020,7494,WindOnShore,0.658
2020,7495,Solar,0.0
2020,7495,WindOffShore_flot,0.943
2020,7495,WindOnShore,0.677
2020,7496,Solar,0.135
2020,7496,WindOffShore_flot,0.945
2020,7496,WindOnShore,0.679
2020,7497,Solar,0.401
2020,7497,WindOffShore_flot,0.941
2020,7497,WindOnShore,0.673
2020,7498,Solar,0.58
2020,7498,WindOffShore_flot,0.932
2020,7498,WindOnShore,0.683
2020,7499,Solar,0.685
2020,7499,WindOffShore_flot,0.911
2020,7499,WindOnShore,0.665
2020,7500,Solar,0.725
2020,7500,WindOffShore_flot,0.875
2020,7500,WindOnShore,0.617
2020,7501,Solar,0.708
2020,7501,WindOffShore_flot,0.816
2020,7501,WindOnShore,0.535
2020,7502,Solar,0.633
2020,7502,WindOffShore_flot,0.738
2020,7502,WindOnShore,0.447
2020,7503,Solar,0.495
2020,7503,WindOffShore_flot,0.621
2020,7503,WindOnShore,0.354
2020,7504,Solar,0.293
2020,7504,WindOffShore_flot,0.494
2020,7504,WindOnShore,0.262
2020,7505,Solar,0.019
2020,7505,WindOffShore_flot,0.392
2020,7505,WindOnShore,0.202
2020,7506,Solar,0.0
2020,7506,WindOffShore_flot,0.286
2020,7506,WindOnShore,0.141
2020,7507,Solar,0.0
2020,7507,WindOffShore_flot,0.188
2020,7507,WindOnShore,0.088
2020,7508,Solar,0.0
2020,7508,WindOffShore_flot,0.115
2020,7508,WindOnShore,0.05
2020,7509,Solar,0.0
2020,7509,WindOffShore_flot,0.061
2020,7509,WindOnShore,0.022
2020,7510,Solar,0.0
2020,7510,WindOffShore_flot,0.051
2020,7510,WindOnShore,0.012
2020,7511,Solar,0.0
2020,7511,WindOffShore_flot,0.112
2020,7511,WindOnShore,0.035
2020,7512,Solar,0.0
2020,7512,WindOffShore_flot,0.189
2020,7512,WindOnShore,0.071
2020,7513,Solar,0.0
2020,7513,WindOffShore_flot,0.2
2020,7513,WindOnShore,0.081
2020,7514,Solar,0.0
2020,7514,WindOffShore_flot,0.187
2020,7514,WindOnShore,0.065
2020,7515,Solar,0.0
2020,7515,WindOffShore_flot,0.261
2020,7515,WindOnShore,0.08
2020,7516,Solar,0.0
2020,7516,WindOffShore_flot,0.407
2020,7516,WindOnShore,0.116
2020,7517,Solar,0.0
2020,7517,WindOffShore_flot,0.508
2020,7517,WindOnShore,0.134
2020,7518,Solar,0.0
2020,7518,WindOffShore_flot,0.561
2020,7518,WindOnShore,0.154
2020,7519,Solar,0.0
2020,7519,WindOffShore_flot,0.598
2020,7519,WindOnShore,0.194
2020,7520,Solar,0.011
2020,7520,WindOffShore_flot,0.643
2020,7520,WindOnShore,0.255
2020,7521,Solar,0.062
2020,7521,WindOffShore_flot,0.663
2020,7521,WindOnShore,0.288
2020,7522,Solar,0.13
2020,7522,WindOffShore_flot,0.649
2020,7522,WindOnShore,0.292
2020,7523,Solar,0.175
2020,7523,WindOffShore_flot,0.651
2020,7523,WindOnShore,0.301
2020,7524,Solar,0.176
2020,7524,WindOffShore_flot,0.68
2020,7524,WindOnShore,0.328
2020,7525,Solar,0.161
2020,7525,WindOffShore_flot,0.7
2020,7525,WindOnShore,0.351
2020,7526,Solar,0.125
2020,7526,WindOffShore_flot,0.712
2020,7526,WindOnShore,0.362
2020,7527,Solar,0.066
2020,7527,WindOffShore_flot,0.738
2020,7527,WindOnShore,0.387
2020,7528,Solar,0.022
2020,7528,WindOffShore_flot,0.781
2020,7528,WindOnShore,0.43
2020,7529,Solar,0.0
2020,7529,WindOffShore_flot,0.839
2020,7529,WindOnShore,0.503
2020,7530,Solar,0.0
2020,7530,WindOffShore_flot,0.88
2020,7530,WindOnShore,0.556
2020,7531,Solar,0.0
2020,7531,WindOffShore_flot,0.893
2020,7531,WindOnShore,0.572
2020,7532,Solar,0.0
2020,7532,WindOffShore_flot,0.918
2020,7532,WindOnShore,0.593
2020,7533,Solar,0.0
2020,7533,WindOffShore_flot,0.922
2020,7533,WindOnShore,0.579
2020,7534,Solar,0.0
2020,7534,WindOffShore_flot,0.888
2020,7534,WindOnShore,0.514
2020,7535,Solar,0.0
2020,7535,WindOffShore_flot,0.833
2020,7535,WindOnShore,0.43
2020,7536,Solar,0.0
2020,7536,WindOffShore_flot,0.765
2020,7536,WindOnShore,0.354
2020,7537,Solar,0.0
2020,7537,WindOffShore_flot,0.712
2020,7537,WindOnShore,0.306
2020,7538,Solar,0.0
2020,7538,WindOffShore_flot,0.738
2020,7538,WindOnShore,0.364
2020,7539,Solar,0.0
2020,7539,WindOffShore_flot,0.82
2020,7539,WindOnShore,0.458
2020,7540,Solar,0.0
2020,7540,WindOffShore_flot,0.885
2020,7540,WindOnShore,0.566
2020,7541,Solar,0.0
2020,7541,WindOffShore_flot,0.899
2020,7541,WindOnShore,0.582
2020,7542,Solar,0.0
2020,7542,WindOffShore_flot,0.856
2020,7542,WindOnShore,0.496
2020,7543,Solar,0.0
2020,7543,WindOffShore_flot,0.749
2020,7543,WindOnShore,0.377
2020,7544,Solar,0.019
2020,7544,WindOffShore_flot,0.658
2020,7544,WindOnShore,0.319
2020,7545,Solar,0.052
2020,7545,WindOffShore_flot,0.67
2020,7545,WindOnShore,0.343
2020,7546,Solar,0.079
2020,7546,WindOffShore_flot,0.695
2020,7546,WindOnShore,0.361
2020,7547,Solar,0.119
2020,7547,WindOffShore_flot,0.605
2020,7547,WindOnShore,0.287
2020,7548,Solar,0.191
2020,7548,WindOffShore_flot,0.453
2020,7548,WindOnShore,0.197
2020,7549,Solar,0.225
2020,7549,WindOffShore_flot,0.379
2020,7549,WindOnShore,0.167
2020,7550,Solar,0.206
2020,7550,WindOffShore_flot,0.376
2020,7550,WindOnShore,0.169
2020,7551,Solar,0.158
2020,7551,WindOffShore_flot,0.395
2020,7551,WindOnShore,0.174
2020,7552,Solar,0.084
2020,7552,WindOffShore_flot,0.434
2020,7552,WindOnShore,0.188
2020,7553,Solar,0.005
2020,7553,WindOffShore_flot,0.521
2020,7553,WindOnShore,0.229
2020,7554,Solar,0.0
2020,7554,WindOffShore_flot,0.6
2020,7554,WindOnShore,0.266
2020,7555,Solar,0.0
2020,7555,WindOffShore_flot,0.672
2020,7555,WindOnShore,0.318
2020,7556,Solar,0.0
2020,7556,WindOffShore_flot,0.737
2020,7556,WindOnShore,0.377
2020,7557,Solar,0.0
2020,7557,WindOffShore_flot,0.78
2020,7557,WindOnShore,0.421
2020,7558,Solar,0.0
2020,7558,WindOffShore_flot,0.829
2020,7558,WindOnShore,0.488
2020,7559,Solar,0.0
2020,7559,WindOffShore_flot,0.88
2020,7559,WindOnShore,0.558
2020,7560,Solar,0.0
2020,7560,WindOffShore_flot,0.919
2020,7560,WindOnShore,0.614
2020,7561,Solar,0.0
2020,7561,WindOffShore_flot,0.955
2020,7561,WindOnShore,0.677
2020,7562,Solar,0.0
2020,7562,WindOffShore_flot,0.979
2020,7562,WindOnShore,0.772
2020,7563,Solar,0.0
2020,7563,WindOffShore_flot,0.986
2020,7563,WindOnShore,0.825
2020,7564,Solar,0.0
2020,7564,WindOffShore_flot,0.987
2020,7564,WindOnShore,0.837
2020,7565,Solar,0.0
2020,7565,WindOffShore_flot,0.987
2020,7565,WindOnShore,0.831
2020,7566,Solar,0.0
2020,7566,WindOffShore_flot,0.987
2020,7566,WindOnShore,0.821
2020,7567,Solar,0.0
2020,7567,WindOffShore_flot,0.988
2020,7567,WindOnShore,0.827
2020,7568,Solar,0.16
2020,7568,WindOffShore_flot,0.989
2020,7568,WindOnShore,0.824
2020,7569,Solar,0.425
2020,7569,WindOffShore_flot,0.988
2020,7569,WindOnShore,0.828
2020,7570,Solar,0.601
2020,7570,WindOffShore_flot,0.988
2020,7570,WindOnShore,0.862
2020,7571,Solar,0.702
2020,7571,WindOffShore_flot,0.986
2020,7571,WindOnShore,0.863
2020,7572,Solar,0.74
2020,7572,WindOffShore_flot,0.981
2020,7572,WindOnShore,0.839
2020,7573,Solar,0.714
2020,7573,WindOffShore_flot,0.975
2020,7573,WindOnShore,0.814
2020,7574,Solar,0.634
2020,7574,WindOffShore_flot,0.971
2020,7574,WindOnShore,0.795
2020,7575,Solar,0.492
2020,7575,WindOffShore_flot,0.969
2020,7575,WindOnShore,0.775
2020,7576,Solar,0.285
2020,7576,WindOffShore_flot,0.967
2020,7576,WindOnShore,0.751
2020,7577,Solar,0.013
2020,7577,WindOffShore_flot,0.969
2020,7577,WindOnShore,0.739
2020,7578,Solar,0.0
2020,7578,WindOffShore_flot,0.968
2020,7578,WindOnShore,0.72
2020,7579,Solar,0.0
2020,7579,WindOffShore_flot,0.96
2020,7579,WindOnShore,0.684
2020,7580,Solar,0.0
2020,7580,WindOffShore_flot,0.949
2020,7580,WindOnShore,0.65
2020,7581,Solar,0.0
2020,7581,WindOffShore_flot,0.933
2020,7581,WindOnShore,0.617
2020,7582,Solar,0.0
2020,7582,WindOffShore_flot,0.923
2020,7582,WindOnShore,0.602
2020,7583,Solar,0.0
2020,7583,WindOffShore_flot,0.917
2020,7583,WindOnShore,0.593
2020,7584,Solar,0.0
2020,7584,WindOffShore_flot,0.901
2020,7584,WindOnShore,0.563
2020,7585,Solar,0.0
2020,7585,WindOffShore_flot,0.88
2020,7585,WindOnShore,0.535
2020,7586,Solar,0.0
2020,7586,WindOffShore_flot,0.868
2020,7586,WindOnShore,0.528
2020,7587,Solar,0.0
2020,7587,WindOffShore_flot,0.86
2020,7587,WindOnShore,0.54
2020,7588,Solar,0.0
2020,7588,WindOffShore_flot,0.846
2020,7588,WindOnShore,0.525
2020,7589,Solar,0.0
2020,7589,WindOffShore_flot,0.841
2020,7589,WindOnShore,0.526
2020,7590,Solar,0.0
2020,7590,WindOffShore_flot,0.831
2020,7590,WindOnShore,0.526
2020,7591,Solar,0.0
2020,7591,WindOffShore_flot,0.828
2020,7591,WindOnShore,0.544
2020,7592,Solar,0.088
2020,7592,WindOffShore_flot,0.837
2020,7592,WindOnShore,0.551
2020,7593,Solar,0.292
2020,7593,WindOffShore_flot,0.851
2020,7593,WindOnShore,0.56
2020,7594,Solar,0.528
2020,7594,WindOffShore_flot,0.865
2020,7594,WindOnShore,0.622
2020,7595,Solar,0.546
2020,7595,WindOffShore_flot,0.847
2020,7595,WindOnShore,0.61
2020,7596,Solar,0.42
2020,7596,WindOffShore_flot,0.829
2020,7596,WindOnShore,0.592
2020,7597,Solar,0.354
2020,7597,WindOffShore_flot,0.821
2020,7597,WindOnShore,0.577
2020,7598,Solar,0.257
2020,7598,WindOffShore_flot,0.82
2020,7598,WindOnShore,0.563
2020,7599,Solar,0.125
2020,7599,WindOffShore_flot,0.819
2020,7599,WindOnShore,0.54
2020,7600,Solar,0.062
2020,7600,WindOffShore_flot,0.822
2020,7600,WindOnShore,0.517
2020,7601,Solar,0.004
2020,7601,WindOffShore_flot,0.823
2020,7601,WindOnShore,0.503
2020,7602,Solar,0.0
2020,7602,WindOffShore_flot,0.817
2020,7602,WindOnShore,0.48
2020,7603,Solar,0.0
2020,7603,WindOffShore_flot,0.812
2020,7603,WindOnShore,0.475
2020,7604,Solar,0.0
2020,7604,WindOffShore_flot,0.775
2020,7604,WindOnShore,0.442
2020,7605,Solar,0.0
2020,7605,WindOffShore_flot,0.714
2020,7605,WindOnShore,0.382
2020,7606,Solar,0.0
2020,7606,WindOffShore_flot,0.645
2020,7606,WindOnShore,0.328
2020,7607,Solar,0.0
2020,7607,WindOffShore_flot,0.473
2020,7607,WindOnShore,0.223
2020,7608,Solar,0.0
2020,7608,WindOffShore_flot,0.248
2020,7608,WindOnShore,0.109
2020,7609,Solar,0.0
2020,7609,WindOffShore_flot,0.085
2020,7609,WindOnShore,0.032
2020,7610,Solar,0.0
2020,7610,WindOffShore_flot,0.024
2020,7610,WindOnShore,0.002
2020,7611,Solar,0.0
2020,7611,WindOffShore_flot,0.051
2020,7611,WindOnShore,0.015
2020,7612,Solar,0.0
2020,7612,WindOffShore_flot,0.119
2020,7612,WindOnShore,0.052
2020,7613,Solar,0.0
2020,7613,WindOffShore_flot,0.333
2020,7613,WindOnShore,0.152
2020,7614,Solar,0.0
2020,7614,WindOffShore_flot,0.659
2020,7614,WindOnShore,0.335
2020,7615,Solar,0.0
2020,7615,WindOffShore_flot,0.846
2020,7615,WindOnShore,0.533
2020,7616,Solar,0.005
2020,7616,WindOffShore_flot,0.906
2020,7616,WindOnShore,0.638
2020,7617,Solar,0.016
2020,7617,WindOffShore_flot,0.932
2020,7617,WindOnShore,0.69
2020,7618,Solar,0.027
2020,7618,WindOffShore_flot,0.954
2020,7618,WindOnShore,0.772
2020,7619,Solar,0.053
2020,7619,WindOffShore_flot,0.955
2020,7619,WindOnShore,0.795
2020,7620,Solar,0.065
2020,7620,WindOffShore_flot,0.933
2020,7620,WindOnShore,0.78
2020,7621,Solar,0.078
2020,7621,WindOffShore_flot,0.914
2020,7621,WindOnShore,0.756
2020,7622,Solar,0.062
2020,7622,WindOffShore_flot,0.841
2020,7622,WindOnShore,0.622
2020,7623,Solar,0.041
2020,7623,WindOffShore_flot,0.764
2020,7623,WindOnShore,0.43
2020,7624,Solar,0.017
2020,7624,WindOffShore_flot,0.723
2020,7624,WindOnShore,0.297
2020,7625,Solar,0.0
2020,7625,WindOffShore_flot,0.702
2020,7625,WindOnShore,0.249
2020,7626,Solar,0.0
2020,7626,WindOffShore_flot,0.736
2020,7626,WindOnShore,0.282
2020,7627,Solar,0.0
2020,7627,WindOffShore_flot,0.809
2020,7627,WindOnShore,0.438
2020,7628,Solar,0.0
2020,7628,WindOffShore_flot,0.788
2020,7628,WindOnShore,0.459
2020,7629,Solar,0.0
2020,7629,WindOffShore_flot,0.777
2020,7629,WindOnShore,0.423
2020,7630,Solar,0.0
2020,7630,WindOffShore_flot,0.797
2020,7630,WindOnShore,0.421
2020,7631,Solar,0.0
2020,7631,WindOffShore_flot,0.786
2020,7631,WindOnShore,0.416
2020,7632,Solar,0.0
2020,7632,WindOffShore_flot,0.725
2020,7632,WindOnShore,0.361
2020,7633,Solar,0.0
2020,7633,WindOffShore_flot,0.621
2020,7633,WindOnShore,0.264
2020,7634,Solar,0.0
2020,7634,WindOffShore_flot,0.49
2020,7634,WindOnShore,0.175
2020,7635,Solar,0.0
2020,7635,WindOffShore_flot,0.371
2020,7635,WindOnShore,0.116
2020,7636,Solar,0.0
2020,7636,WindOffShore_flot,0.259
2020,7636,WindOnShore,0.068
2020,7637,Solar,0.0
2020,7637,WindOffShore_flot,0.169
2020,7637,WindOnShore,0.039
2020,7638,Solar,0.0
2020,7638,WindOffShore_flot,0.106
2020,7638,WindOnShore,0.029
2020,7639,Solar,0.0
2020,7639,WindOffShore_flot,0.041
2020,7639,WindOnShore,0.022
2020,7640,Solar,0.042
2020,7640,WindOffShore_flot,0.011
2020,7640,WindOnShore,0.017
2020,7641,Solar,0.158
2020,7641,WindOffShore_flot,0.004
2020,7641,WindOnShore,0.014
2020,7642,Solar,0.334
2020,7642,WindOffShore_flot,0.002
2020,7642,WindOnShore,0.008
2020,7643,Solar,0.527
2020,7643,WindOffShore_flot,0.002
2020,7643,WindOnShore,0.005
2020,7644,Solar,0.569
2020,7644,WindOffShore_flot,0.003
2020,7644,WindOnShore,0.005
2020,7645,Solar,0.557
2020,7645,WindOffShore_flot,0.006
2020,7645,WindOnShore,0.006
2020,7646,Solar,0.477
2020,7646,WindOffShore_flot,0.013
2020,7646,WindOnShore,0.009
2020,7647,Solar,0.269
2020,7647,WindOffShore_flot,0.032
2020,7647,WindOnShore,0.016
2020,7648,Solar,0.06
2020,7648,WindOffShore_flot,0.071
2020,7648,WindOnShore,0.028
2020,7649,Solar,0.0
2020,7649,WindOffShore_flot,0.105
2020,7649,WindOnShore,0.042
2020,7650,Solar,0.0
2020,7650,WindOffShore_flot,0.131
2020,7650,WindOnShore,0.055
2020,7651,Solar,0.0
2020,7651,WindOffShore_flot,0.153
2020,7651,WindOnShore,0.065
2020,7652,Solar,0.0
2020,7652,WindOffShore_flot,0.163
2020,7652,WindOnShore,0.079
2020,7653,Solar,0.0
2020,7653,WindOffShore_flot,0.195
2020,7653,WindOnShore,0.101
2020,7654,Solar,0.0
2020,7654,WindOffShore_flot,0.201
2020,7654,WindOnShore,0.112
2020,7655,Solar,0.0
2020,7655,WindOffShore_flot,0.228
2020,7655,WindOnShore,0.101
2020,7656,Solar,0.0
2020,7656,WindOffShore_flot,0.275
2020,7656,WindOnShore,0.076
2020,7657,Solar,0.0
2020,7657,WindOffShore_flot,0.256
2020,7657,WindOnShore,0.061
2020,7658,Solar,0.0
2020,7658,WindOffShore_flot,0.224
2020,7658,WindOnShore,0.06
2020,7659,Solar,0.0
2020,7659,WindOffShore_flot,0.187
2020,7659,WindOnShore,0.054
2020,7660,Solar,0.0
2020,7660,WindOffShore_flot,0.142
2020,7660,WindOnShore,0.037
2020,7661,Solar,0.0
2020,7661,WindOffShore_flot,0.08
2020,7661,WindOnShore,0.02
2020,7662,Solar,0.0
2020,7662,WindOffShore_flot,0.034
2020,7662,WindOnShore,0.009
2020,7663,Solar,0.0
2020,7663,WindOffShore_flot,0.014
2020,7663,WindOnShore,0.005
2020,7664,Solar,0.104
2020,7664,WindOffShore_flot,0.009
2020,7664,WindOnShore,0.005
2020,7665,Solar,0.347
2020,7665,WindOffShore_flot,0.009
2020,7665,WindOnShore,0.008
2020,7666,Solar,0.52
2020,7666,WindOffShore_flot,0.007
2020,7666,WindOnShore,0.009
2020,7667,Solar,0.622
2020,7667,WindOffShore_flot,0.003
