,AREA,YEAR_op,HORAIRE,max_PS_Dvar
0,Marseille,2020,HPH,0.0
1,Marseille,2020,HCH,-0.0
2,Marseille,2020,HPE,-0.0
3,Marseille,2020,HCE,-0.0
4,Marseille,2020,P,0.0
5,Marseille,2030,HPH,0.0
6,Marseille,2030,HCH,-0.0
7,Marseille,2030,HPE,-0.0
8,Marseille,2030,HCE,-0.0
9,Marseille,2030,P,0.0
10,Marseille,2040,HPH,0.0
11,Marseille,2040,HCH,-0.0
12,Marseille,2040,HPE,-0.0
13,Marseille,2040,HCE,-0.0
14,Marseille,2040,P,0.0
15,Marseille,2050,HPH,1731.713854615158
16,Marseille,2050,HCH,1731.713854615158
17,Marseille,2050,HPE,1731.713854615158
18,Marseille,2050,HCE,1731.713854615158
19,Marseille,2050,P,1726.7928519195623
