,AREA,YEAR_op,RESOURCES,importCosts_Pvar
0,France,2020,uranium,1450401725.898961
1,France,2020,electricity,-0.0
2,France,2020,gazBio,-0.0
3,France,2020,gazNat,168810035.08489057
4,France,2020,hydrogen,-0.0
5,France,2020,gaz,-0.0
6,France,2030,uranium,681815926.8121898
7,France,2030,electricity,-0.0
8,France,2030,gazBio,-0.0
9,France,2030,gazNat,416526297.8004515
10,France,2030,hydrogen,-0.0
11,France,2030,gaz,-0.0
12,France,2040,uranium,250931960.38432688
13,France,2040,electricity,-0.0
14,France,2040,gazBio,-0.0
15,France,2040,gazNat,16708837.16320806
16,France,2040,hydrogen,-0.0
17,France,2040,gaz,-0.0
18,France,2050,uranium,96559315.17530818
19,France,2050,electricity,-0.0
20,France,2050,gazBio,2511377.214609299
21,France,2050,gazNat,7585886.551836643
22,France,2050,hydrogen,-0.0
23,France,2050,gaz,-0.0
