,AREA,YEAR_op,TECHNOLOGIES,capacityCosts_Pvar
0,France,2020,IntercoIn,68611513.29250877
1,France,2020,Coal_p,181093036.35922456
2,France,2020,TAC_H2,-0.0
3,France,2020,Solar,2109395888.8857703
4,France,2020,WindOffShore,502272038.0867021
5,France,2020,IntercoOut,0.0
6,France,2020,CCG_H2,-0.0
7,France,2020,OldNuke,0.0
8,France,2020,HydroRiver,555379795.8390044
9,France,2020,TAC,209967778.56212398
10,France,2020,WindOnShore,1744451694.1158593
11,France,2020,CCG,115895370.61929636
12,France,2020,curtailment,0.0
13,France,2020,NewNuke,-0.0
14,France,2020,HydroReservoir,757336085.235006
15,France,2020,electrolysis_AEL,71630339.98228823
16,France,2030,IntercoIn,150896335.27215707
17,France,2030,Coal_p,4659972.6100779055
18,France,2030,TAC_H2,-0.0
19,France,2030,Solar,837517113.6731639
20,France,2030,WindOffShore,1168269489.0297384
21,France,2030,IntercoOut,0.0
22,France,2030,CCG_H2,-0.0
23,France,2030,OldNuke,0.0
24,France,2030,HydroRiver,52204996.2141597
25,France,2030,TAC,15144910.982753193
26,France,2030,WindOnShore,917435818.7061203
27,France,2030,CCG,25629849.35542848
28,France,2030,curtailment,0.0
29,France,2030,NewNuke,1033394743.2348058
30,France,2030,HydroReservoir,66184914.04439341
31,France,2030,electrolysis_AEL,82626958.21068949
32,France,2040,IntercoIn,111968212.11707509
33,France,2040,Coal_p,-0.0
34,France,2040,TAC_H2,-0.0
35,France,2040,Solar,880121573.6852145
36,France,2040,WindOffShore,1225256786.8741488
37,France,2040,IntercoOut,0.0
38,France,2040,CCG_H2,-0.0
39,France,2040,OldNuke,0.0
40,France,2040,HydroRiver,44518269.60500315
41,France,2040,TAC,-0.0
42,France,2040,WindOnShore,761339606.0047271
43,France,2040,CCG,2602104.3660350116
44,France,2040,curtailment,0.0
45,France,2040,NewNuke,1443875586.1755672
46,France,2040,HydroReservoir,52324582.703108184
47,France,2040,electrolysis_AEL,78192539.77290002
48,France,2050,IntercoIn,71299134.9977404
49,France,2050,Coal_p,-0.0
50,France,2050,TAC_H2,-0.0
51,France,2050,Solar,679918245.1272175
52,France,2050,WindOffShore,836995268.9044296
53,France,2050,IntercoOut,0.0
54,France,2050,CCG_H2,-0.0
55,France,2050,OldNuke,0.0
56,France,2050,HydroRiver,29149271.543776654
57,France,2050,TAC,-0.0
58,France,2050,WindOnShore,680109199.513107
59,France,2050,CCG,1453001.4869819747
60,France,2050,curtailment,0.0
61,France,2050,NewNuke,961804834.4052942
62,France,2050,HydroReservoir,33508276.004722573
63,France,2050,electrolysis_AEL,49080399.23131569
